date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,200,24114,37458,563,250,532,24114,1528,13560,19337,743,6502,1528,11030,11707,21
2020-05-08,200,23280,36938,162,38,111,23280,1682,14078,19738,804,6923,1682,11018,11502,37
2020-05-11,200,22580,36716,580,216,472,22580,1912,14702,19320,877,7025,1912,11420,10974,79
2020-05-12,200,21360,35722,967,485,854,21360,2434,15672,18933,1155,7423,2434,11396,10095,62
2020-05-13,200,20564,35954,342,137,317,20564,2542,16384,19558,1256,8019,2542,12342,10045,15
2020-05-14,200,20354,36266,213,69,195,20354,2408,16638,19687,1192,8185,2408,12908,10008,12
2020-05-15,200,19778,35846,103,38,93,19778,2708,17260,19797,1347,8572,2708,13130,9751,7
2020-05-18,200,19446,35702,173,7,123,19446,2744,17390,19727,1328,8553,2744,13184,9616,44
2020-05-19,200,19556,35642,444,134,384,19556,2732,17796,19456,1328,8629,2732,13448,9544,38
2020-05-20,200,19532,35644,441,153,382,19532,2768,18140,19459,1340,8824,2768,13792,9513,44
2020-05-21,200,19510,35552,445,195,410,19510,2832,18298,19455,1394,8919,2832,13860,9460,22
2020-05-22,200,19462,35644,915,426,827,19462,2916,18616,18985,1394,8858,2916,14264,9205,64
2020-05-26,200,19532,35948,222,76,183,19532,2960,18888,19678,1446,9306,2960,14842,9590,34
2020-05-27,200,19094,36054,31,9,25,19094,2978,19088,19869,1485,9523,2978,15144,9438,4
2020-05-28,200,18490,35790,326,130,294,18490,3192,19306,19574,1571,9490,3192,15102,9015,25
2020-05-29,200,18124,35360,38,15,34,18124,3432,19324,19862,1714,9642,3432,14692,8947,2
2020-06-01,200,18602,35386,118,30,84,18602,3350,18514,19782,1644,9172,3350,13956,9171,31
2020-06-02,200,19214,35708,344,87,277,19214,3298,18328,19556,1586,8939,3298,14046,9420,63
2020-06-03,200,19424,35514,89,21,61,19424,3144,17916,19811,1559,8896,3144,13486,9591,13
2020-06-04,200,19702,35234,224,71,192,19702,3140,17770,19676,1547,8749,3140,13150,9680,23
2020-06-05,200,20178,35204,250,79,225,20178,2956,17300,19650,1469,8589,2956,12584,9910,9
2020-06-08,200,20658,35184,14,0,5,20658,2978,16538,19886,1486,8255,2978,11836,10229,3
2020-06-09,200,21162,35592,173,18,162,21162,2992,15484,19727,1493,7658,2992,11146,10463,3
2020-06-10,200,21856,35834,341,90,276,21856,2986,14792,19559,1447,7204,2986,10652,10738,46
2020-06-11,200,22268,35888,601,251,500,22268,2798,14184,19299,1340,6845,2798,10100,10783,59
2020-06-12,200,22548,36062,650,373,604,22548,2778,13614,19250,1357,6597,2778,9720,10801,32
2020-06-15,200,23036,36188,525,239,456,23036,2688,13230,19375,1315,6380,2688,9456,11179,29
2020-06-16,200,23350,35988,674,413,635,23350,2650,12678,19226,1297,6151,2650,8730,11162,28
2020-06-17,200,23486,35850,1220,704,1070,23486,2508,12312,18680,1160,5802,2508,8220,10939,94
2020-06-18,200,23314,36052,738,409,678,23314,2344,12072,19162,1146,5919,2344,8188,11148,26
2020-06-19,200,23110,36294,255,146,230,23110,2252,12340,19645,1112,6088,2252,8676,11309,14
2020-06-22,200,22858,36088,319,187,283,22858,2304,12872,19581,1135,6331,2304,8992,11142,17
2020-06-23,200,22252,36008,873,502,768,22252,2432,14118,19027,1160,6760,2432,10152,10524,56
2020-06-24,200,21806,35848,692,385,628,21806,2548,14604,19208,1238,7065,2548,10460,10418,36
2020-06-25,200,21164,35736,280,145,252,21164,2810,15458,19620,1385,7616,2810,11198,10337,20
2020-06-26,200,20932,35686,295,104,245,20932,2864,15904,19605,1401,7782,2864,11596,10262,31
2020-06-29,200,20542,35570,356,124,281,20542,2928,16264,19544,1419,7942,2928,11842,10047,45
2020-06-30,200,19964,35316,415,128,344,19964,3040,17032,19485,1473,8268,3040,12352,9754,47
2020-07-01,200,18936,35036,1213,655,1101,18936,3138,18226,18687,1495,8628,3138,13274,8713,74
2020-07-02,200,18260,35034,1215,581,1045,18260,3132,18872,18685,1453,8857,3132,13908,8449,113
2020-07-06,200,17056,35242,700,382,618,17056,3236,20292,19200,1563,9854,3236,15534,8046,55
2020-07-07,200,15216,34032,618,233,502,15216,3896,21758,19282,1851,10530,3896,15790,7275,97
2020-07-08,200,13606,32286,375,108,287,13606,4960,23054,19525,2410,11282,4960,15346,6595,70
2020-07-09,200,12714,30522,624,169,431,12714,6150,24134,19276,3015,11707,6150,14692,6088,60
2020-07-10,200,12652,30158,327,86,209,12652,6514,24316,19573,3187,11930,6514,14502,6140,70
2020-07-13,200,12552,29890,992,320,758,12552,6578,24104,18908,3153,11494,6578,14040,5856,136
2020-07-14,200,12480,29882,92,15,55,12480,6740,24344,19808,3343,12098,6740,14308,6125,27
2020-07-15,200,12712,30246,310,38,186,12712,6518,24480,19590,3181,11987,6518,14802,6218,78
2020-07-16,200,12754,30390,568,183,422,12754,6366,24242,19332,3094,11784,6366,14712,6094,89
2020-07-17,200,12852,30770,487,147,387,12852,6086,24102,19413,2972,11766,6086,14956,6179,71
2020-07-20,200,12876,30918,868,272,603,12876,5872,23764,19032,2729,11345,5872,14766,6066,207
2020-07-21,200,13332,31762,334,68,236,13332,5416,23384,19566,2649,11455,5416,15262,6498,59
2020-07-22,200,13384,31722,475,151,318,13384,5608,23366,19425,2679,11379,5608,15190,6441,125
2020-07-23,200,13096,31972,619,118,420,13096,5354,23160,19281,2563,11147,5354,15240,6330,114
2020-07-24,200,12164,31618,693,183,509,12164,5314,23624,19207,2527,11361,5314,15362,5799,130
2020-07-27,200,11636,31100,523,148,418,11636,5598,24324,19377,2715,11822,5598,15590,5570,84
2020-07-28,200,11342,30646,543,102,395,11342,5914,24706,19357,2871,11973,5914,15512,5469,86
2020-07-29,200,11238,30258,400,51,297,11238,6066,24534,19500,2964,11958,6066,14904,5468,69
2020-07-30,200,11164,30126,433,136,349,11164,6106,24686,19467,2997,12077,6106,14974,5346,56
2020-07-31,200,11206,30194,177,19,116,11206,6250,25038,19723,3089,12379,6250,15360,5484,36
2020-08-03,200,11286,30282,163,36,119,11286,6280,25056,19737,3119,12412,6280,15434,5507,21
2020-08-04,200,11294,30470,371,115,291,11294,6170,24878,19529,3037,12216,6170,15474,5432,48
2020-08-05,200,11362,30526,303,62,185,11362,5814,23982,19597,2841,11768,5814,14612,5519,66
2020-08-06,200,12018,30338,404,49,224,12018,5866,23154,19496,2813,11238,5866,13524,5860,120
2020-08-07,200,12616,30166,539,105,314,12616,5816,22472,19361,2745,10831,5816,12742,6103,163
2020-08-10,200,13502,31108,205,28,122,13502,5718,22188,19695,2811,10924,5718,13326,6623,48
2020-08-11,200,14060,30902,514,84,342,14060,5812,22300,19386,2824,10750,5812,13216,6846,82
2020-08-12,200,14300,30626,170,35,116,14300,6014,22204,19730,2974,10981,6014,12870,7015,33
2020-08-13,200,14272,30412,421,51,241,14272,6248,22530,19479,3032,10920,6248,13010,6985,92
2020-08-14,200,14374,29912,284,114,225,14374,6616,22698,19616,3256,11213,6616,12634,6973,52
2020-08-17,200,14464,29582,220,72,148,14464,6872,22556,19680,3385,11148,6872,12144,7060,51
2020-08-18,200,14364,29290,204,57,123,14364,7346,22492,19696,3613,11109,7346,11786,7025,60
2020-08-19,200,14300,29548,400,110,253,14300,7570,22710,19500,3676,11092,7570,12264,6940,109
2020-08-20,200,14184,29532,852,394,732,14184,7664,22808,19048,3749,11015,7664,12340,6598,83
2020-08-21,200,14196,29430,517,223,449,14196,7554,22712,19383,3729,11099,7554,12146,6775,48
2020-08-24,200,14086,29302,233,110,185,14086,7564,22728,19667,3749,11256,7564,12034,6833,33
2020-08-25,200,14160,29504,440,209,345,14160,7600,22922,19460,3734,11257,7600,12432,6771,66
2020-08-26,200,14144,29510,571,217,440,14144,7592,23208,19329,3691,11282,7592,12746,6755,105
2020-08-27,200,14162,29770,607,217,487,14162,7484,23386,19293,3666,11360,7484,13184,6764,76
2020-08-28,200,14246,30450,293,154,259,14246,7282,23438,19607,3615,11595,7282,13898,6869,26
2020-08-31,200,14176,30604,404,113,312,14176,7076,23512,19496,3475,11484,7076,14156,6875,63
2020-09-01,200,13942,30502,158,74,140,13942,7020,23454,19742,3499,11650,7020,14020,6797,11
