date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-07,200,24114,1528,37458,13560
2020-05-08,200,23280,1682,36938,14078
2020-05-11,200,22580,1912,36716,14702
2020-05-12,200,21360,2434,35722,15672
2020-05-13,200,20564,2542,35954,16384
2020-05-14,200,20354,2408,36266,16638
2020-05-15,200,19778,2708,35846,17260
2020-05-18,200,19446,2744,35702,17390
2020-05-19,200,19556,2732,35642,17796
2020-05-20,200,19532,2768,35644,18140
2020-05-21,200,19510,2832,35552,18298
2020-05-22,200,19462,2916,35644,18616
2020-05-26,200,19532,2960,35948,18888
2020-05-27,200,19094,2978,36054,19088
2020-05-28,200,18490,3192,35790,19306
2020-05-29,200,18124,3432,35360,19324
2020-06-01,200,18602,3350,35386,18514
2020-06-02,200,19214,3298,35708,18328
2020-06-03,200,19424,3144,35514,17916
2020-06-04,200,19702,3140,35234,17770
2020-06-05,200,20178,2956,35204,17300
2020-06-08,200,20658,2978,35184,16538
2020-06-09,200,21162,2992,35592,15484
2020-06-10,200,21856,2986,35834,14792
2020-06-11,200,22268,2798,35888,14184
2020-06-12,200,22548,2778,36062,13614
2020-06-15,200,23036,2688,36188,13230
2020-06-16,200,23350,2650,35988,12678
2020-06-17,200,23486,2508,35850,12312
2020-06-18,200,23314,2344,36052,12072
2020-06-19,200,23110,2252,36294,12340
2020-06-22,200,22858,2304,36088,12872
2020-06-23,200,22252,2432,36008,14118
2020-06-24,200,21806,2548,35848,14604
2020-06-25,200,21164,2810,35736,15458
2020-06-26,200,20932,2864,35686,15904
2020-06-29,200,20542,2928,35570,16264
2020-06-30,200,19964,3040,35316,17032
2020-07-01,200,18936,3138,35036,18226
2020-07-02,200,18260,3132,35034,18872
2020-07-06,200,17056,3236,35242,20292
2020-07-07,200,15216,3896,34032,21758
2020-07-08,200,13606,4960,32286,23054
2020-07-09,200,12714,6150,30522,24134
2020-07-10,200,12652,6514,30158,24316
2020-07-13,200,12552,6578,29890,24104
2020-07-14,200,12480,6740,29882,24344
2020-07-15,200,12712,6518,30246,24480
2020-07-16,200,12754,6366,30390,24242
2020-07-17,200,12852,6086,30770,24102
2020-07-20,200,12876,5872,30918,23764
2020-07-21,200,13332,5416,31762,23384
2020-07-22,200,13384,5608,31722,23366
2020-07-23,200,13096,5354,31972,23160
2020-07-24,200,12164,5314,31618,23624
2020-07-27,200,11636,5598,31100,24324
2020-07-28,200,11342,5914,30646,24706
2020-07-29,200,11238,6066,30258,24534
2020-07-30,200,11164,6106,30126,24686
2020-07-31,200,11206,6250,30194,25038
2020-08-03,200,11286,6280,30282,25056
2020-08-04,200,11294,6170,30470,24878
2020-08-05,200,11362,5814,30526,23982
2020-08-06,200,12018,5866,30338,23154
2020-08-07,200,12616,5816,30166,22472
2020-08-10,200,13502,5718,31108,22188
2020-08-11,200,14060,5812,30902,22300
2020-08-12,200,14300,6014,30626,22204
2020-08-13,200,14272,6248,30412,22530
2020-08-14,200,14374,6616,29912,22698
2020-08-17,200,14464,6872,29582,22556
2020-08-18,200,14364,7346,29290,22492
2020-08-19,200,14300,7570,29548,22710
2020-08-20,200,14184,7664,29532,22808
2020-08-21,200,14196,7554,29430,22712
2020-08-24,200,14086,7564,29302,22728
2020-08-25,200,14160,7600,29504,22922
2020-08-26,200,14144,7592,29510,23208
2020-08-27,200,14162,7484,29770,23386
2020-08-28,200,14246,7282,30450,23438
2020-08-31,200,14176,7076,30604,23512
2020-09-01,200,13942,7020,30502,23454
2020-09-02,200,13702,7064,30444,23290
2020-09-03,200,13404,6944,30246,23290
2020-09-04,200,13232,6590,30976,23558
2020-09-08,200,13270,6192,32126,24188
2020-09-09,200,12816,6240,31894,24400
2020-09-10,200,12324,6350,31184,24598
2020-09-11,200,12390,6664,30414,24606
2020-09-14,200,12352,6992,29630,24496
2020-09-15,200,12146,7336,29432,24600
2020-09-16,200,12082,7482,29128,24640
2020-09-17,200,12168,7626,28904,24496
2020-09-18,200,12182,7628,28966,24544
2020-09-21,200,12530,7028,29766,24270
2020-09-22,200,12904,6700,30288,23964
2020-09-23,200,13322,6380,30872,23704
2020-09-24,200,13952,5648,31428,23042
2020-09-25,200,14452,5386,31772,22676
2020-09-28,200,14440,5278,31892,22644
2020-09-29,200,14396,5242,32196,22774
2020-09-30,200,14376,5264,32332,22506
2020-10-01,200,14242,5366,32190,22226
2020-10-02,200,14378,5444,32200,22440
2020-10-05,200,14728,5196,32868,23050
2020-10-06,200,14718,4918,33136,23176
2020-10-07,200,15104,4518,33534,22812
2020-10-08,200,15722,4024,34236,22148
2020-10-09,200,16404,3814,34756,21190
2020-10-12,200,17336,3548,35098,20046
2020-10-13,200,18330,3388,35294,18898
2020-10-14,200,19144,3396,35092,18226
2020-10-15,200,19522,3422,34984,17952
2020-10-16,200,20042,3556,34894,17704
2020-10-19,200,20252,3414,34968,17574
2020-10-20,200,20324,3404,35190,17636
2020-10-21,200,19986,3366,35070,17838
2020-10-22,200,19140,3824,34558,19096
2020-10-23,200,18472,4248,33968,19088
2020-10-26,200,18242,4246,34146,19298
2020-10-27,200,18018,4312,34022,19508
2020-10-28,200,18446,3814,35002,19374
2020-10-29,200,18786,3708,35450,19218
2020-10-30,200,19376,3782,35480,19044
2020-11-02,200,19106,4048,35236,19296
2020-11-03,200,18486,4268,34774,19740
2020-11-04,200,17864,4302,34452,19992
2020-11-05,200,16950,4330,34400,20662
2020-11-06,200,15908,4418,34206,21550
2020-11-09,200,16050,3780,35072,21292
2020-11-10,200,16054,3780,35148,21348
2020-11-11,200,16392,3884,35052,21168
2020-11-12,200,16854,4046,34894,21058
2020-11-13,200,17154,4192,34654,20716
2020-11-16,200,17654,4204,34610,20080
2020-11-17,200,17946,4242,34410,19664
2020-11-18,200,18240,4172,34444,19116
