epoch,loss
1,0.8848556732614327
2,0.8080075905688833
3,0.7716635320431675
4,0.7561748155917091
5,0.7439315850172241
6,0.733539046398411
7,0.7248995552924054
8,0.717505807048383
9,0.7109592945975963
10,0.7050184802452883
11,0.6994870271226337
12,0.6941454682551981
13,0.6888274518719582
14,0.6833889477552444
15,0.6777908286749971
16,0.6721317373001223
17,0.6666373438840348
18,0.661437773540506
19,0.6565743334216538
20,0.6520336320434651
21,0.6477731114838041
22,0.643763548717212
23,0.6399922585071712
24,0.6364582971402645
25,0.6331497940356631
26,0.6300120357190933
27,0.6270286129488469
28,0.6241873893980024
29,0.6214707872411214
30,0.6189083722202071
