date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,486,115158,192264,94235,57456,92997,115158,12490,40382,19413,6158,18077,12490,0,59,55
2020-05-08,486,105992,185252,90890,52810,89276,105992,13338,46734,21950,6552,20451,13338,0,89,64
2020-05-11,486,101340,181480,87141,50450,85815,101340,13764,50816,25077,6789,22731,13764,0,73,45
2020-05-12,486,95324,173494,81822,47420,80235,95324,15810,58358,29851,7841,26109,15810,0,47,23
2020-05-13,486,105844,183556,86231,51977,84797,105844,14076,49060,26307,6951,22089,14076,0,283,45
2020-05-14,486,120120,193692,92834,58894,91413,120120,12098,39796,19890,5725,17109,12098,0,319,91
2020-05-15,486,120590,189988,92361,59664,91350,120590,13808,43052,21359,6735,19506,13808,0,142,48
2020-05-18,486,118556,189982,93441,58664,91607,118556,13248,42794,21147,6253,18791,13248,0,305,135
2020-05-19,486,118168,190710,94175,58435,92076,118168,12912,41988,20806,6095,18375,12912,0,351,199
2020-05-20,486,119078,190132,93697,58861,91619,119078,12986,42484,21315,6183,18810,12986,0,360,207
2020-05-21,486,118730,188850,92715,58680,90865,118730,13290,43820,21925,6387,19592,13290,0,298,135
2020-05-22,486,118134,187822,92527,58793,91088,118134,13652,45186,21131,6681,19899,13652,0,66,45
2020-05-26,486,120118,185984,90879,59422,89443,120118,15116,47130,23355,7349,21236,15116,0,232,68
2020-05-27,486,117496,180370,88934,58036,86770,117496,17418,52184,22786,8047,21473,17418,0,116,163
2020-05-28,486,115840,179336,90135,57375,86759,115840,18514,52908,20816,8065,19816,18514,0,74,312
2020-05-29,486,115970,180114,89189,56525,86074,115970,18270,51922,23860,8592,21520,18270,0,695,188
2020-06-01,486,118260,181828,89509,58275,87234,118260,18122,49636,20878,8613,19878,18122,0,136,64
2020-06-02,486,118646,182360,90274,58661,88081,118646,19270,49394,22564,9307,21019,19270,0,219,75
2020-06-03,486,122828,184148,91027,60945,89612,122828,19170,48008,23223,9395,21585,19170,0,138,58
2020-06-04,486,123878,182490,90933,61560,89271,123878,20502,49408,23211,9959,21933,20502,0,91,71
2020-06-05,486,126514,182962,90684,62525,89059,126514,20734,49476,24222,9932,22280,20734,0,325,150
2020-06-08,486,128772,183340,91567,64001,89776,128772,21756,49240,23928,10369,22091,21756,0,135,213
2020-06-09,486,128786,184244,92028,64002,90032,128786,21660,47562,23073,10404,21333,21660,0,191,156
2020-06-10,486,127568,185114,92571,63413,90801,127568,20770,45962,21708,9887,20212,20770,0,146,137
2020-06-11,486,125000,192312,95726,62082,93754,125000,15260,40284,19726,7372,17820,15260,0,259,125
2020-06-12,486,118856,195408,96819,59143,95113,118856,11484,37206,18222,5583,16443,11484,0,103,92
2020-06-15,486,124266,206620,102352,61825,101258,124266,8676,26856,12310,4171,11349,8676,0,49,68
2020-06-16,486,129394,209150,104530,64393,103053,129394,8296,24532,11059,3893,9995,8296,0,187,73
2020-06-17,486,135992,210326,104886,67737,103684,135992,8284,23502,10664,3889,9740,8284,0,111,92
2020-06-18,486,145732,210508,104323,72534,103471,145732,8898,23662,11255,4155,10299,8898,0,113,86
2020-06-19,486,151104,208238,102592,74939,101753,151104,9828,25842,13110,4603,11654,9828,0,301,128
2020-06-22,486,156854,205304,101353,78050,100762,156854,11654,28930,15182,5648,13754,11654,0,206,90
2020-06-23,486,160406,203692,100181,79885,99787,160406,12826,30038,16292,6322,14515,12826,0,166,47
2020-06-24,486,170054,205136,101726,84662,101199,170054,12084,28372,15552,5945,13801,12084,0,257,65
2020-06-25,486,174824,205608,101618,87103,101267,174824,11546,27782,15367,5684,13531,11546,0,214,43
2020-06-26,486,176320,204888,101520,87808,101209,176320,11864,27656,15229,5872,13536,11864,0,169,16
2020-06-29,486,176162,205042,101627,87790,101225,176162,11876,27594,14875,5865,13438,11876,0,88,32
2020-06-30,486,173426,202914,100661,86478,100084,173426,12834,29670,16561,6334,14484,12834,0,116,56
2020-07-01,486,168288,200606,98986,83881,98531,168288,13218,32002,17966,6539,15653,13218,0,142,50
2020-07-02,486,165068,201798,99471,82335,99096,165068,11254,31096,16519,5556,15023,11254,0,77,43
2020-07-06,486,161828,205194,102449,80763,101786,161828,8734,28434,13459,4294,12948,8734,0,49,35
2020-07-07,486,149348,206380,101370,74555,100821,149348,7686,27420,14116,3785,12727,7686,0,59,29
2020-07-08,486,132688,202696,99250,66212,98466,132688,8444,30674,15380,4163,13790,8444,0,71,31
2020-07-09,486,113808,191630,92915,56753,91480,113808,11458,41212,20995,5632,18378,11458,0,88,58
2020-07-10,486,110246,189210,90717,54924,89334,110246,12018,43290,22747,5911,19382,12018,0,100,45
2020-07-13,486,110566,193310,92321,55100,90891,110566,10356,38628,20910,5108,17178,10356,0,118,45
2020-07-14,486,108886,193502,94724,54286,92990,108886,10732,38166,18627,5278,16464,10732,0,74,51
2020-07-15,486,116652,196970,96470,58033,94448,116652,9068,35142,17563,4458,14799,9068,0,159,41
2020-07-16,486,121170,192042,94172,60211,92222,121170,10234,40066,18225,4895,16540,10234,0,69,41
2020-07-17,486,126376,189350,92786,62157,90263,126376,11344,42616,17979,5058,16298,11344,0,229,142
2020-07-20,486,127162,188848,92238,62973,90401,127162,11590,42726,18381,5365,16941,11590,0,150,100
2020-07-21,486,129632,190242,93484,63928,91469,129632,11232,41152,20831,5401,18459,11232,0,308,92
2020-07-22,486,131422,188160,93334,65533,91820,131422,12544,42956,20017,6144,18801,12544,0,36,30
2020-07-23,486,129162,182048,89763,64388,88519,129162,15274,50324,23682,7553,22549,15274,0,48,36
2020-07-24,486,120528,173078,85075,59971,83641,120528,19664,59820,27967,9716,26755,19664,0,64,21
2020-07-27,486,109890,162144,80740,54603,78605,109890,24530,70318,30050,11979,29450,24530,0,43,53
2020-07-28,486,100628,153342,76014,50007,74086,100628,32178,78726,34222,15639,33518,32178,0,40,51
2020-07-29,486,94228,148652,73894,46941,71902,94228,35718,82876,37126,17573,36220,35718,0,38,38
2020-07-30,486,90926,147592,72907,45323,70566,90926,34604,83448,38619,17165,36856,34604,0,56,22
2020-07-31,486,89306,147716,72782,44550,70166,89306,33194,82956,38333,16507,36561,33194,0,39,8
2020-08-03,486,88252,148196,71780,44043,69392,88252,33040,82782,39187,16314,36657,33040,0,38,15
2020-08-04,486,84342,147688,71755,42055,69299,84342,31704,82910,39265,15734,36963,31704,0,60,18
2020-08-05,486,78714,147998,72178,39229,69749,78714,28902,82782,39054,14319,36927,28902,0,47,26
2020-08-06,486,71430,144174,69411,35424,66122,71430,28168,85720,40371,13808,36990,28168,0,75,54
2020-08-07,486,67240,137012,66111,32239,60057,67240,29934,91320,42360,13796,37061,29934,0,472,439
2020-08-10,486,67154,135788,65024,33071,60984,67154,31928,93622,44145,15575,40169,31928,0,201,120
2020-08-11,486,67960,131742,62009,33556,58877,67960,38152,98252,46693,18781,42692,38152,0,134,72
2020-08-12,486,69050,129576,61255,34040,57325,69050,40806,100252,45990,19756,42362,40806,0,93,78
2020-08-13,486,69284,128734,61304,34423,59199,69284,41058,101262,45683,20275,44080,41058,0,54,29
2020-08-14,486,68706,127474,60690,34126,58864,68706,41404,103064,47434,20465,45804,41404,0,72,27
2020-08-17,486,68918,127228,61008,33722,58440,68918,40928,102702,45092,19324,43535,40928,0,55,35
2020-08-18,486,67670,125734,58911,31712,54491,67670,40746,104054,44831,18063,41660,40746,0,329,616
2020-08-19,486,66956,125620,59870,31562,54064,66956,41112,104388,43817,17782,40194,41112,0,312,886
2020-08-20,486,67864,127862,62061,32730,56810,67864,39712,102080,43945,18209,40655,39712,0,252,569
2020-08-21,486,70988,133182,63953,34905,59777,70988,38198,96794,43556,18353,39751,38198,0,182,181
2020-08-24,486,72696,135374,67583,36077,63679,72696,38176,94718,42766,18705,40305,38176,0,117,134
2020-08-25,486,73274,136608,66017,36437,63749,73274,37814,93310,44346,18724,42213,37814,0,109,82
2020-08-26,486,74382,137156,66893,37087,64627,74382,38254,91448,44139,18949,41811,38254,0,51,50
2020-08-27,486,73666,137688,68898,36715,65862,73666,37346,90862,42404,18374,40462,37346,0,56,78
2020-08-28,486,73322,138748,67636,36457,64924,73322,37456,91174,42428,18309,40301,37456,0,57,119
2020-08-31,486,73456,139648,67505,36410,64657,73456,37370,90330,42121,18138,39575,37370,0,74,191
2020-09-01,486,74694,139678,68050,36350,64484,74694,37878,89744,40362,17996,38123,37878,0,186,217
2020-09-02,486,76076,141342,69584,37582,66219,76076,36086,88610,40827,17530,38680,36086,0,183,211
2020-09-03,486,77368,143830,72074,38518,68904,77368,33210,85596,40072,16347,38145,33210,0,88,148
2020-09-04,486,79168,147442,71741,39337,69337,79168,30058,83008,39995,14940,37345,30058,0,83,37
2020-09-08,486,88896,161306,75613,44122,74142,88896,22064,70220,35172,10943,31752,22064,0,82,24
2020-09-09,486,89718,165250,77976,44253,75403,89718,19646,66556,32517,9577,28455,19646,0,119,22
2020-09-10,486,90344,168652,79367,43995,76365,90344,17670,62204,31261,8329,26314,17670,0,367,133
2020-09-11,486,92458,173890,84021,45326,80749,92458,15726,56230,27399,7397,23571,15726,0,312,163
2020-09-14,486,89514,172526,83133,44144,80146,89514,15514,57222,28206,7466,24639,15514,0,163,123
2020-09-15,486,87108,167900,80355,43046,77682,87108,16454,62698,31885,8019,27808,16454,0,220,97
2020-09-16,486,86492,166210,79016,42747,76480,86492,17072,64538,33185,8292,28688,17072,0,197,74
2020-09-17,486,85670,164108,78863,42267,76008,85670,17924,67044,34051,8691,29805,17924,0,236,121
2020-09-18,486,83366,163082,79019,40996,75689,83366,17662,67424,32932,8438,29079,17662,0,243,121
2020-09-21,486,89916,178812,86269,44422,83464,89916,13778,52502,26033,6615,22533,13778,0,196,136
2020-09-22,486,93860,183824,87830,46264,85592,93860,13176,47902,22665,6375,20185,13176,0,98,74
2020-09-23,486,97394,185086,87611,47207,84756,97394,12800,46386,22431,6086,18640,12800,0,359,105
2020-09-24,486,104926,189180,91438,51165,88749,104926,11930,42760,20045,5668,16921,11930,0,384,98
2020-09-25,486,106708,187176,90210,52476,88266,106708,12440,44710,21381,5963,18805,12440,0,231,86
2020-09-28,486,104280,185664,89968,51474,87816,104280,12768,46468,22655,6094,19760,12768,0,296,106
2020-09-29,486,102682,182456,87692,50689,85499,102682,13550,49588,24608,6457,21256,13550,0,279,141
2020-09-30,486,103870,181990,86872,51445,85021,103870,13676,50604,26625,6572,22805,13676,0,252,163
2020-10-01,486,99398,171748,81196,49153,79538,99398,16416,60668,31827,7974,27868,16416,0,312,140
2020-10-02,486,95094,161424,75844,46996,74094,95094,20810,71002,36597,10167,32585,20810,0,263,116
2020-10-05,486,103458,171844,82919,51462,81636,103458,18124,60944,30485,8939,28157,18124,0,166,66
2020-10-06,486,111678,181416,86537,55666,85831,111678,16014,51628,27014,7938,24443,16014,0,98,34
2020-10-07,486,119670,190566,92665,59730,91839,119670,13740,43048,21230,6821,19671,13740,0,59,25
2020-10-08,486,129814,200248,96973,64829,96507,129814,11138,33880,17386,5548,15884,11138,0,41,12
2020-10-09,486,138926,207234,101540,69327,100968,138926,9274,26936,13614,4553,12425,9274,0,51,17
2020-10-12,486,149962,213162,104988,74878,104487,149962,7282,21140,10217,3496,9217,7282,0,26,24
2020-10-13,486,158176,215578,107100,79003,106603,158176,5838,18560,8769,2799,8103,5838,0,37,29
2020-10-14,486,165522,216802,107672,82679,107212,165522,5092,17398,8364,2452,7705,5092,0,26,34
2020-10-15,486,170830,217668,108729,85101,107597,170830,4936,15888,7928,2279,7054,4936,0,172,94
2020-10-16,486,176950,218104,108687,88190,107747,176950,5070,15300,8051,2345,6927,5070,0,200,122
2020-10-19,486,172262,218010,108830,85942,108102,172262,5686,16320,8038,2643,7395,5686,0,127,123
2020-10-20,486,167720,218040,108397,83605,107879,167720,5388,16504,8266,2513,7561,5388,0,119,97
2020-10-21,486,159582,218340,108680,79561,108056,159582,5464,16196,7724,2542,7166,5464,0,105,72
2020-10-22,486,134950,209120,103555,67404,102504,134950,7364,24276,11386,3569,10346,7364,0,23,49
2020-10-23,486,110062,190196,93293,54903,91122,110062,12948,41938,19976,6337,17688,12948,0,48,58
2020-10-26,486,112428,192002,93173,56033,91682,112428,12406,40828,20394,6078,18116,12406,0,64,67
2020-10-27,486,118360,194842,96156,58991,94586,118360,11288,38288,17389,5442,16151,11288,0,87,87
2020-10-28,486,146200,212802,105399,72655,104415,146200,6170,20700,10014,2914,8894,6170,0,186,80
2020-10-29,486,165462,217370,106949,82051,106479,165462,4468,16724,9061,2029,7604,4468,0,340,50
2020-10-30,486,175536,218150,108782,87431,108129,175536,4210,15776,8147,1961,7389,4210,0,189,49
2020-11-02,486,174580,218894,108830,86917,108301,174580,4354,15506,8065,2006,7220,4354,0,157,62
2020-11-03,486,169754,218944,109192,84652,108584,169754,4508,15350,7485,2070,6940,4508,0,102,68
2020-11-04,486,165864,218748,109484,82732,108526,165864,4422,15068,6716,2006,6195,4422,0,61,66
2020-11-05,486,160102,217800,108914,79890,107935,160102,4370,15900,7380,2030,6739,4370,0,76,83
2020-11-06,486,152524,216398,108347,76116,107299,152524,4724,17422,8072,2208,7466,4724,0,72,77
2020-11-09,486,151668,218242,107908,75622,107016,151668,4226,15230,7761,1940,6756,4226,0,74,104
2020-11-10,486,146826,216158,107289,73285,106318,146826,4670,17042,8234,2152,7166,4670,0,58,84
2020-11-11,486,148760,214638,105997,74251,105142,148760,5016,18528,9470,2396,7998,5016,0,69,68
2020-11-12,486,150216,214104,106263,74967,105298,150216,5120,18748,9510,2468,8247,5120,0,80,45
2020-11-13,486,151494,212562,106076,75591,104949,151494,5466,19966,9838,2604,8778,5466,0,69,44
2020-11-16,486,154934,212174,105145,77204,104191,154934,5810,20582,10586,2748,9173,5810,0,116,88
2020-11-17,486,156748,211884,105765,78032,104627,156748,6088,20670,9822,2842,8739,6088,0,143,84
2020-11-18,486,157162,211012,104975,78193,103869,157162,6312,21398,10870,2980,9526,6312,0,215,95
2020-11-19,486,157050,210912,105658,78252,104364,157050,6364,21900,10086,2977,9217,6364,0,105,95
2020-11-20,486,157016,210304,105218,78271,104069,157016,6824,22784,10902,3218,10019,6824,0,125,84
2020-11-23,486,157036,211280,106056,78323,104704,157036,6848,21948,10291,3218,9561,6848,0,124,92
2020-11-24,486,156100,212412,106656,77939,105529,156100,6910,21540,9158,3248,8802,6910,0,37,85
2020-11-25,486,145302,210400,104847,72566,103874,145302,7098,23694,10544,3436,9923,7098,0,30,32
2020-11-27,486,128736,204738,98725,64205,97687,128736,8606,28804,15042,4236,12398,8606,0,70,21
2020-11-30,486,104506,181492,90141,52012,87815,104506,15054,50706,23841,7472,21844,15054,0,135,23
2020-12-01,486,89242,158638,77599,44340,75863,89242,23756,72578,34965,11825,32955,23756,0,173,19
2020-12-02,486,87420,149452,73796,43519,71546,87420,28554,80308,38151,14078,36244,28554,0,78,62
2020-12-03,486,86978,147270,72970,43077,69823,86978,31504,83694,38686,15130,36533,31504,0,111,208
