date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-12,217,18283,7140
2020-05-13,217,18345,7324
2020-05-14,217,18327,7384
2020-05-15,217,18259,7594
2020-05-18,217,18001,7806
2020-05-19,217,17925,7736
2020-05-20,217,17583,7962
2020-05-21,217,17221,8268
2020-05-22,217,17455,7496
2020-05-25,217,18017,6338
2020-05-26,217,18325,6120
2020-05-27,217,18521,6154
2020-05-28,217,18651,6126
2020-05-29,217,19011,6316
2020-06-01,217,19359,6180
2020-06-02,217,19817,5664
2020-06-03,217,19887,5118
2020-06-04,217,19725,4894
2020-06-05,217,19053,4912
2020-06-08,217,18283,5028
2020-06-09,217,18321,5032
2020-06-10,217,18547,5324
2020-06-11,217,18427,5518
2020-06-12,217,18253,5546
2020-06-15,217,17973,5450
2020-06-16,217,17645,5586
2020-06-17,217,17535,5656
2020-06-18,217,17523,5428
2020-06-19,217,17425,5158
2020-06-22,217,17081,5018
2020-06-23,217,16935,5084
2020-06-24,217,17355,5068
2020-06-29,217,17327,5398
2020-06-30,217,17509,6066
2020-07-01,217,18275,5688
2020-07-02,217,19971,4382
2020-07-03,217,23083,2976
2020-07-06,217,27193,1722
2020-07-07,217,30999,1254
2020-07-08,217,33465,1084
2020-07-09,217,35431,900
2020-07-10,217,36471,778
2020-07-13,217,37347,666
2020-07-14,217,38089,570
2020-07-15,217,38673,488
2020-07-16,217,39015,450
2020-07-17,217,39357,442
2020-07-20,217,39625,426
2020-07-21,217,39859,430
2020-07-22,217,40103,410
2020-07-23,217,40759,344
2020-07-24,217,41297,282
2020-07-27,217,42001,204
2020-07-28,217,42713,128
2020-07-29,217,43041,112
2020-07-30,217,42725,122
2020-07-31,217,42377,338
2020-08-03,217,41517,574
2020-08-04,217,40281,1224
2020-08-05,217,38663,1302
2020-08-06,217,35839,1382
2020-08-07,217,32241,1520
2020-08-10,217,26895,1860
2020-08-11,217,20635,3268
2020-08-12,217,16271,6200
2020-08-13,217,15173,7758
2020-08-14,217,15039,8080
2020-08-17,217,14805,7286
2020-08-18,217,15051,6660
2020-08-19,217,14953,6848
2020-08-20,217,14731,7112
2020-08-21,217,14663,7254
2020-08-24,217,14479,7498
2020-08-25,217,14091,7564
2020-08-26,217,13775,7368
2020-08-27,217,13645,7120
2020-08-28,217,13585,7170
2020-08-31,217,13703,7210
2020-09-01,217,13499,7618
2020-09-02,217,13301,7936
2020-09-03,217,13533,8460
2020-09-04,217,13987,8616
2020-09-07,217,14275,8518
2020-09-08,217,14417,8306
2020-09-09,217,14975,7650
2020-09-10,217,15705,7176
2020-09-11,217,16545,6760
2020-09-14,217,16783,7040
2020-09-15,217,16487,7784
2020-09-16,217,16499,8362
2020-09-17,217,16559,8620
2020-09-18,217,16493,8470
2020-09-21,217,16583,8228
2020-09-22,217,16647,8328
2020-09-23,217,16759,8162
2020-09-24,217,16883,7450
2020-09-25,217,17051,6848
2020-09-28,217,17117,6668
2020-09-29,217,17307,6444
2020-09-30,217,17567,6604
2020-10-09,217,17529,6776
2020-10-12,217,17939,5772
2020-10-13,217,18405,4880
2020-10-14,217,18431,4532
2020-10-15,217,18371,4538
2020-10-16,217,18197,4706
2020-10-19,217,17727,5036
2020-10-20,217,17639,5166
2020-10-21,217,17573,5202
2020-10-22,217,17539,5200
2020-10-23,217,17489,5118
2020-10-26,217,17321,5058
2020-10-27,217,17371,5546
2020-10-28,217,17105,5514
2020-10-29,217,16873,5420
2020-10-30,217,16351,5418
2020-11-02,217,15467,5864
2020-11-03,217,15023,6686
2020-11-04,217,14967,7316
2020-11-05,217,15155,7788
2020-11-06,217,15501,7442
2020-11-09,217,15629,6820
2020-11-10,217,15635,6568
2020-11-11,217,15479,6850
2020-11-12,217,15581,7404
2020-11-13,217,15399,8144
2020-11-16,217,15229,8694
2020-11-17,217,15221,8722
2020-11-18,217,15309,8786
2020-11-19,217,15355,8724
2020-11-20,217,15627,8744
2020-11-23,217,16055,8826
2020-11-24,217,16257,8792
2020-11-25,217,16319,8658
2020-11-26,217,16305,8706
2020-11-27,217,16237,8506
2020-11-30,217,16263,8308
2020-12-01,217,16561,8094
2020-12-02,217,17005,7670
2020-12-03,217,17347,7474
2020-12-04,217,17587,7336
2020-12-07,217,17003,7576
2020-12-08,217,16053,8160
2020-12-09,217,15527,8492
2020-12-10,217,15375,8464
2020-12-11,217,15759,8466
2020-12-14,217,16065,8788
2020-12-15,217,16275,9104
2020-12-16,217,16461,9206
2020-12-17,217,16629,9334
2020-12-18,217,16353,9398
2020-12-21,217,15939,9484
2020-12-22,217,15821,9748
2020-12-23,217,15865,10050
2020-12-24,217,15963,10140
2020-12-25,217,15875,10220
2020-12-28,217,15687,10168
2020-12-29,217,15509,10380
2020-12-30,217,15305,10998
2020-12-31,217,15089,11310
2021-01-04,217,15017,11468
2021-01-05,217,15261,11334
2021-01-06,217,15759,10478
2021-01-07,217,16427,9724
2021-01-08,217,17007,9076
2021-01-11,217,17129,8596
2021-01-12,217,16885,8548
2021-01-13,217,17063,8022
2021-01-14,217,17353,7644
2021-01-15,217,17523,7422
2021-01-18,217,17825,7230
2021-01-19,217,17935,7070
2021-01-20,217,18103,7000
2021-01-21,217,18251,6858
2021-01-22,217,18203,6640
2021-01-25,217,18083,6156
2021-01-26,217,18157,5956
2021-01-27,217,18369,5896
2021-01-28,217,18707,5680
2021-01-29,217,19131,5336
2021-02-01,217,19329,4980
2021-02-02,217,19419,4958
2021-02-03,217,19311,5198
2021-02-04,217,18903,5300
2021-02-05,217,18255,5728
2021-02-08,217,17583,6082
2021-02-09,217,17289,6464
2021-02-10,217,16693,7084
2021-02-18,217,16401,7300
2021-02-19,217,16059,7638
2021-02-22,217,15543,7754
2021-02-23,217,15221,8258
2021-02-24,217,15225,8694
