epoch,loss
1,0.34560674569810856
2,0.11924998849809423
3,0.07130990742671287
4,0.05575555564954908
5,0.04616369776806465
6,0.03877303752678237
7,0.0328211300646647
8,0.02775192470282946
9,0.022967049363717768
10,0.018744676136585633
11,0.01539383288312572
12,0.012372123728756589
13,0.009436745403794893
14,0.006349180056983902
15,0.003996779240962113
16,0.0017081409759440113
17,-0.0006555001245309802
18,-0.0032532341972134273
19,-0.0057596989395902855
20,-0.00797455187677895
21,-0.009979580306996914
22,-0.011636835541338889
23,NaN detected
