epoch,loss
1,0.8899563352110966
2,0.8007519650343394
3,0.7665257846428344
4,0.7507831702882487
5,0.7386883192352568
6,0.7285407766386313
7,0.7203004488863719
8,0.7132451787307608
9,0.7068843813828882
10,0.7009206148709465
11,0.695156040324582
12,0.6894896271105525
13,0.6838574769313845
14,0.6782206623294201
15,0.6725232791039424
16,0.6667842269480427
17,0.6610176380564425
18,0.6553417167109816
19,0.649994782442253
20,0.6451298920744365
21,0.6407292157820723
22,0.63665611225556
23,0.6329575762148327
24,0.6295930292400895
25,0.626453641712156
26,0.6235693593961774
27,0.6209366509369612
28,0.6184870530235235
29,0.6162896010760712
30,0.6142919308505984
