date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,200,25360,37972,45,17,39,25360,1252,10662,19855,626,5310,1252,8638,12563,0
2020-05-08,200,24888,37644,2,1,2,24888,1238,11278,19898,619,5638,1238,8936,12343,0
2020-05-11,200,24182,37794,196,35,172,24182,1222,12024,19704,608,5952,1222,9866,11956,3
2020-05-12,200,22620,37338,75,39,71,22620,1278,12366,19825,637,6163,1278,9840,11171,2
2020-05-13,200,21574,36942,383,159,361,21574,1396,14462,19517,695,7042,1396,11496,10528,3
2020-05-14,200,21062,36808,704,223,676,21062,1550,15384,19196,770,7298,1550,12290,10208,5
2020-05-15,200,20324,36302,251,70,244,20324,1816,16412,19649,907,8053,1816,12814,9992,1
2020-05-18,200,20094,36356,45,35,43,20094,1776,16686,19855,887,8334,1776,13126,9912,1
2020-05-19,200,20308,36784,24,21,24,20308,1742,16666,19876,871,8330,1742,13520,10033,0
2020-05-20,200,20616,36646,18,13,18,20616,1778,16420,19882,889,8206,1778,13130,10195,0
2020-05-21,200,20626,36856,12,5,8,20626,1792,16424,19888,894,8205,1792,13334,10208,2
2020-05-22,200,20428,36814,6,3,6,20428,1828,16582,19894,914,8288,1828,13462,10111,0
2020-05-26,200,20346,36728,3,3,3,20346,1930,17040,19897,965,8520,1930,13836,10070,0
2020-05-27,200,19796,36542,14,7,12,19796,2060,17316,19886,1030,8653,2060,13940,9791,0
2020-05-28,200,18814,36140,11,7,10,18814,2350,17766,19889,1174,8881,2350,14012,9300,1
2020-05-29,200,18158,35748,14,6,12,18158,2626,18228,19886,1312,9106,2626,14064,8973,1
2020-06-01,200,18460,35798,14,9,12,18460,2522,17902,19886,1259,8946,2522,13780,9121,2
