date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-07,200,25360,1252,37972,10662
2020-05-08,200,24888,1238,37644,11278
2020-05-11,200,24182,1222,37794,12024
2020-05-12,200,22620,1278,37338,12366
2020-05-13,200,21574,1396,36942,14462
2020-05-14,200,21062,1550,36808,15384
2020-05-15,200,20324,1816,36302,16412
2020-05-18,200,20094,1776,36356,16686
2020-05-19,200,20308,1742,36784,16666
2020-05-20,200,20616,1778,36646,16420
2020-05-21,200,20626,1792,36856,16424
2020-05-22,200,20428,1828,36814,16582
2020-05-26,200,20346,1930,36728,17040
2020-05-27,200,19796,2060,36542,17316
2020-05-28,200,18814,2350,36140,17766
2020-05-29,200,18158,2626,35748,18228
2020-06-01,200,18460,2522,35798,17902
2020-06-02,200,19018,2470,35852,17538
2020-06-03,200,19714,2394,36134,17258
2020-06-04,200,20208,2296,36296,16672
2020-06-05,200,20820,2232,36564,16332
2020-06-08,200,21136,2334,36362,16346
2020-06-09,200,21210,2456,36170,15804
2020-06-10,200,21392,2586,36136,15082
2020-06-11,200,21984,2376,36226,14610
2020-06-12,200,22488,2190,36400,14032
2020-06-15,200,22884,2054,36940,13996
2020-06-16,200,22916,2158,36464,13752
2020-06-17,200,22774,2392,36088,13496
2020-06-18,200,22392,2678,35576,13900
2020-06-19,200,22090,2804,35146,14430
2020-06-22,200,21916,2918,34984,14956
2020-06-23,200,21636,3090,34798,15422
2020-06-24,200,21256,3240,34690,16036
2020-06-25,200,20924,3454,34572,16476
2020-06-26,200,20444,3650,33958,16934
2020-06-29,200,20024,3924,34180,17648
2020-06-30,200,19442,4094,34004,17964
2020-07-01,200,18740,4154,33742,18836
2020-07-02,200,18032,4034,33704,19350
2020-07-06,200,16696,3976,34032,20460
2020-07-07,200,14672,4526,33382,22452
2020-07-08,200,13024,5654,31810,23908
2020-07-09,200,11942,7148,29976,24838
2020-07-10,200,12084,7558,29388,24898
2020-07-13,200,12040,7464,29208,24718
2020-07-14,200,11806,7320,29498,24862
2020-07-15,200,11652,7148,29676,25120
2020-07-16,200,11730,7068,29574,25314
2020-07-17,200,11908,6952,29562,25030
2020-07-20,200,12144,6960,29798,24848
2020-07-21,200,12652,6600,30652,24484
2020-07-22,200,12856,6682,30722,23942
2020-07-23,200,12998,6414,30776,23568
2020-07-24,200,12890,6346,30672,23720
2020-07-27,200,12688,6542,30422,24202
2020-07-28,200,12530,6760,30130,24230
2020-07-29,200,12544,6654,30208,24138
2020-07-30,200,12270,6484,30392,24474
2020-07-31,200,11728,6268,30496,24810
2020-08-03,200,11500,6230,30624,25030
2020-08-04,200,11350,6010,30806,25242
2020-08-05,200,11466,5656,30916,24634
2020-08-06,200,11624,5572,30508,23616
2020-08-07,200,11848,5496,30100,22728
2020-08-10,200,12126,5468,30688,22886
2020-08-11,200,12242,5766,30868,23092
2020-08-12,200,12300,6102,30760,23634
2020-08-13,200,12368,6298,30564,23564
2020-08-14,200,12262,6598,30128,23388
2020-08-17,200,12306,7022,29790,23552
2020-08-18,200,12088,7348,29264,23720
2020-08-19,200,11968,7646,28902,23978
2020-08-20,200,11830,7992,28644,24180
2020-08-21,200,11760,8056,28568,24212
2020-08-24,200,11930,8138,28666,24192
2020-08-25,200,11918,8200,28590,24000
2020-08-26,200,11942,8110,28744,24276
2020-08-27,200,11980,8090,28896,24372
2020-08-28,200,12220,8264,28950,24590
2020-08-31,200,12240,8358,28606,24308
2020-09-01,200,12238,8640,28336,24292
2020-09-02,200,12246,8996,28194,24716
2020-09-03,200,12164,8966,28026,24906
2020-09-04,200,12154,8128,28828,25096
2020-09-08,200,12394,6962,30476,25088
2020-09-09,200,12480,6336,30840,24536
2020-09-10,200,12730,6008,31172,23952
2020-09-11,200,13386,5836,31630,23442
2020-09-14,200,13538,5864,31472,22860
2020-09-15,200,13380,6066,31038,23194
2020-09-16,200,13220,6380,31140,23770
2020-09-17,200,13188,6472,31070,23864
2020-09-18,200,13174,6530,31184,23874
2020-09-21,200,13360,6132,31428,23710
2020-09-22,200,13600,5936,31906,24064
2020-09-23,200,13756,5712,32140,23854
2020-09-24,200,14382,5252,32700,23420
2020-09-25,200,14888,5098,33096,23204
2020-09-28,200,15004,4994,32986,23026
2020-09-29,200,15044,4926,32990,22720
2020-09-30,200,15176,4896,33004,22392
2020-10-01,200,15490,5080,33032,22124
2020-10-02,200,15606,5100,32978,21936
2020-10-05,200,15882,4724,33428,21652
2020-10-06,200,15822,4496,33594,21424
2020-10-07,200,16154,4106,34216,20978
2020-10-08,200,17140,3670,34758,20390
2020-10-09,200,17928,3464,35072,19588
2020-10-12,200,18992,3164,35694,18742
2020-10-13,200,19970,2742,36178,17768
2020-10-14,200,20792,2594,36550,16670
2020-10-15,200,20864,2424,36176,16138
2020-10-16,200,21526,2366,35858,15640
2020-10-19,200,21668,2208,35964,15134
2020-10-20,200,21854,2070,36022,14542
2020-10-21,200,21622,2004,36442,15044
2020-10-22,200,20674,2108,36682,15860
2020-10-23,200,20118,2288,36344,16274
2020-10-26,200,20180,2374,36230,16008
2020-10-27,200,20474,2390,36420,16146
2020-10-28,200,21262,2198,36928,15502
2020-10-29,200,21978,2168,37154,14848
2020-10-30,200,22374,2178,37052,15204
2020-11-02,200,22102,2238,36860,15660
2020-11-03,200,21126,2354,36802,16442
2020-11-04,200,20018,2450,36626,17568
2020-11-05,200,18550,2568,36480,18516
2020-11-06,200,17072,2834,36050,19654
2020-11-09,200,16146,2930,35828,20564
2020-11-10,200,15372,3272,35290,21502
2020-11-11,200,15290,3612,34852,21556
2020-11-12,200,15332,3808,34582,21670
2020-11-13,200,15418,4002,34330,21560
2020-11-16,200,15890,4012,34518,20812
2020-11-17,200,16216,4058,34542,20712
2020-11-18,200,16454,4094,34322,20402
2020-11-19,200,16732,4146,34450,19948
2020-11-20,200,17078,4180,34426,19728
2020-11-23,200,17432,4080,34668,19180
2020-11-24,200,17772,3884,34812,18678
2020-11-25,200,17574,3786,34578,18678
2020-11-27,200,17626,3710,34530,18428
2020-11-30,200,17430,3832,34024,18468
2020-12-01,200,17776,3772,33852,18310
2020-12-02,200,18096,3806,33910,17864
2020-12-03,200,18510,3738,33984,17286
2020-12-04,200,19208,3692,34382,16508
2020-12-07,200,19838,3672,34764,16094
2020-12-08,200,20378,3668,35210,15700
2020-12-09,200,21030,3588,35252,14934
2020-12-10,200,21050,3752,34880,14410
2020-12-11,200,20964,3874,34640,14462
2020-12-14,200,21048,3904,34320,14420
2020-12-15,200,20986,3980,33684,13894
2020-12-16,200,21208,3840,33640,13828
2020-12-17,200,21484,3588,33872,13970
2020-12-18,200,21664,3172,34604,13658
2020-12-21,200,21278,3228,34644,13758
2020-12-22,200,20764,3264,34820,14536
2020-12-23,200,20394,3330,34926,15048
2020-12-24,200,20264,3350,34934,15984
2020-12-28,200,19908,3330,35110,16342
2020-12-29,200,19260,3340,34984,16666
2020-12-30,200,18614,3468,34600,17578
2020-12-31,200,18138,3536,34750,18380
2021-01-04,200,17578,3594,34554,18664
2021-01-05,200,16862,3584,34446,18940
2021-01-06,200,15788,3294,34448,19668
2021-01-07,200,15644,3072,34790,19730
2021-01-08,200,16074,3210,34734,19610
2021-01-11,200,16406,3354,34598,19386
2021-01-12,200,16980,3456,34468,19272
2021-01-13,200,17126,3664,34482,19174
2021-01-14,200,17168,3844,34290,19186
2021-01-15,200,16844,4000,33958,19470
2021-01-19,200,16790,4114,33784,19536
2021-01-20,200,16792,4232,33910,19882
2021-01-21,200,16922,4160,33786,19892
2021-01-22,200,16908,4278,33432,19426
2021-01-25,200,16742,4404,33026,19422
2021-01-26,200,16502,4502,32558,19226
2021-01-27,200,16006,4550,32628,19830
2021-01-28,200,15972,4648,32642,20066
2021-01-29,200,16100,4648,32322,19874
2021-02-01,200,16320,4666,32494,20444
2021-02-02,200,16406,4616,32468,20238
2021-02-03,200,16428,4636,32666,19968
2021-02-04,200,16534,4464,33382,19972
2021-02-05,200,16444,4354,33568,20278
2021-02-08,200,16386,4204,33856,20650
2021-02-09,200,16568,3870,34232,20396
2021-02-10,200,16526,3726,34548,20254
2021-02-11,200,16442,3496,35072,20624
2021-02-12,200,16122,3314,35306,20830
2021-02-16,200,16376,2980,35720,20378
2021-02-17,200,16410,3014,35580,20788
2021-02-18,200,16228,3356,35016,20948
2021-02-19,200,16186,3606,34416,20912
2021-02-22,200,15970,3762,34004,20646
2021-02-23,200,15632,3986,34138,21332
2021-02-24,200,15542,4178,34086,21692
2021-02-25,200,15886,4284,34138,21776
2021-02-26,200,16098,4382,33960,21722
2021-03-01,200,16212,4550,33632,21440
2021-03-02,200,16608,4836,33404,21244
2021-03-03,200,16476,4966,33234,21226
2021-03-04,200,16544,4918,33568,21224
2021-03-05,200,16500,5058,33386,21326
2021-03-08,200,16026,5362,32896,21888
2021-03-09,200,15474,5758,32388,22398
2021-03-10,200,14950,6378,31712,23120
2021-03-11,200,14542,6932,31332,23740
2021-03-12,200,14274,7388,30818,23918
2021-03-15,200,14110,7632,30706,24236
2021-03-16,200,14048,7986,30604,24412
2021-03-17,200,14246,8268,30436,24356
2021-03-18,200,14356,8418,30294,24166
2021-03-19,200,14378,8672,29872,24102
2021-03-22,200,14348,8668,29642,23776
2021-03-23,200,14178,8328,29842,23816
2021-03-24,200,14538,7914,30224,23154
2021-03-25,200,15082,6966,31626,22816
2021-03-26,200,14930,6680,31842,22992
2021-03-29,200,14908,6454,32286,23164
2021-03-30,200,15060,6304,32646,23242
2021-03-31,200,14976,5968,33094,23252
2021-04-01,200,14528,5688,33054,23844
2021-04-05,200,14092,5126,33566,24334
2021-04-06,200,14094,4578,34118,24346
2021-04-07,200,14186,4302,34310,23890
2021-04-08,200,14100,4186,34378,23648
2021-04-09,200,14046,4228,34034,23546
2021-04-12,200,13896,4336,33792,23520
2021-04-13,200,13466,4782,33038,24050
2021-04-14,200,12996,5320,32112,24434
2021-04-15,200,12846,5804,31356,24514
2021-04-16,200,12830,6174,30638,24316
2021-04-19,200,12672,6422,30082,24260
2021-04-20,200,12682,6292,30754,24376
2021-04-21,200,12590,6148,31098,24582
2021-04-22,200,12008,6272,30718,25098
2021-04-23,200,11074,6808,29362,25758
2021-04-26,200,11282,6384,30056,25700
2021-04-27,200,11420,6246,30226,25368
2021-04-28,200,11556,6552,29846,25234
2021-04-29,200,11738,6474,30020,25040
2021-04-30,200,11566,6468,29992,25094
2021-05-03,200,11418,6692,29756,25426
2021-05-04,200,11052,6604,30282,25866
2021-05-05,200,10860,6502,30610,26318
2021-05-06,200,10994,6542,30864,26416
2021-05-07,200,11116,6768,30752,26490
2021-05-10,200,11264,6886,30442,26234
2021-05-11,200,11848,6508,30920,25392
2021-05-12,200,12364,6062,31286,24888
2021-05-13,200,12966,5952,31422,24236
2021-05-14,200,13180,6194,31068,23980
2021-05-17,200,13384,6340,30826,23564
2021-05-18,200,13518,6554,30184,23242
