epoch,loss
1,1.7843528566548699
2,1.2046470232841962
3,1.056475725536209
4,0.9937663885853942
5,0.9448178154252526
6,0.8942873953831824
7,0.8432413594084873
8,0.8158074283211453
9,0.8007089169536318
10,0.789472924044407
11,0.7804610344931894
12,0.7727796623357257
13,0.7660440380337245
14,0.7600988423308932
15,0.7548547874618892
16,0.7501972976722813
17,0.7456928891092912
18,0.7411072626545614
19,0.7352969088978636
20,0.730054121158625
21,0.7248734683933712
22,0.7202165672011244
23,0.7161676689220551
24,0.7125264668330215
25,0.709112973191535
26,0.7058917067396013
27,0.7027620163634606
28,0.6999359171701255
29,0.6973284580960011
30,0.6949865052918145
