dt,mae,mse,rmse,r2,WS-dist,KS-d,KS-p
2025-02-05,0.02390377831696719,0.001653187061164647,0.04065940310880925,-0.03196493833371172,0.02076350030906613,0.42,3.432078828289855e-16
2025-02-06,0.022887084608231804,0.0011398230507787422,0.033761265538761166,-0.11951010147596963,0.02185657004844652,0.655,7.776686295567051e-41
2025-02-07,0.021616849648614593,0.0012310497881082582,0.035086319101727645,-0.009811489647561844,0.019752624670845126,0.405,4.734741877153768e-15
2025-02-10,0.022528209106205437,0.001641044233335798,0.04050980416313806,0.005731264088734256,0.0210275105431207,0.39,5.86730162802883e-14
2025-02-11,0.019166857192791886,0.0009790985935170065,0.031290551185893266,-0.009137641492040771,0.017916993612432285,0.51,4.743100570215328e-24
2025-02-12,0.02520304792487357,0.0015282617589014525,0.03909298861562585,-0.11626658925836586,0.02212511290713807,0.665,3.300428027316528e-42
2025-02-13,0.021688203203778372,0.0012082940273944066,0.034760523980435144,-0.061236458274797956,0.0213723776778743,0.575,6.7854964852395645e-31
2025-02-14,0.02426278247282424,0.0023699455009866307,0.0486820860377473,-0.006515356633538971,0.024215329311728047,0.7,2.93081659326077e-47
2025-02-18,0.02085754350049635,0.0022820765756499536,0.047771085142060084,-0.00912571393775119,0.01963476995214204,0.5,4.3551245255930685e-23
2025-02-19,0.024018286267628797,0.0023387830562198496,0.048360966245721865,-0.02017507769338489,0.023450833364711238,0.535,1.464559370199308e-26
2025-02-20,0.02771593373477539,0.0014216944113263886,0.037705363163963675,-0.4427549551482379,0.027548088418185134,0.78,1.9405624065926838e-60
2025-02-21,0.022899857951889688,0.001252955485182754,0.03539711125477267,-0.0820431604454992,0.02258168431235519,0.6,8.213772674533615e-34
2025-02-24,0.025678421716488375,0.001415485666553013,0.037622940695179755,-0.05953743434905712,0.02456874720277109,0.48,3.1330954373417528e-21
2025-02-25,0.020140254036551068,0.0009374935187904357,0.030618515946897813,-0.06294226480649501,0.019012506602096524,0.475,8.832345232887228e-21
2025-02-26,0.02693144850463412,0.0015156873224442225,0.0389318291690003,-0.25774952722345157,0.02615486791326937,0.655,7.776686295567051e-41
2025-02-27,0.027649120666569375,0.0037202595411086115,0.060993930362853416,-0.010965031063827624,0.027326571242869704,0.715,1.5043375363626547e-49
2025-02-28,0.03609755090717263,0.002490294232244912,0.04990284793721609,-0.774436937282976,0.035771919613064175,0.815,4.783210550644595e-67
2025-03-03,0.02632791739816648,0.0018071148142306229,0.04251017306752141,-0.03747777085741344,0.026056994716489874,0.65,3.677261662618134e-40
2025-03-04,0.02767373738058805,0.0017588663940783158,0.041938841115108504,-0.28602683324183653,0.02736289781534329,0.725,4.0460443344030955e-51
2025-03-05,0.026793604064315787,0.0017757570005382467,0.04213973185176013,-0.11465988127616966,0.026582686892235415,0.665,3.300428027316528e-42
OVERALL,0.024702024430178163,0.0017233586016277133,0.04151335449741099,-0.010770759496244509,0.023483672519841854,0.43925,0.0
