date,n_nodes,cos_pos,pred_pos,overlap_cos_pred_pos,cos_neg,pred_neg,overlap_cos_pred_neg,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,200,24702,6503,3278,1826,13397,558,8973,355
2020-05-08,200,23842,6388,3272,2066,13512,732,8549,301
2020-05-11,200,22990,5519,2678,2176,14381,796,8717,292
2020-05-12,200,21878,3875,1661,2494,16025,953,9178,294
2020-05-13,200,20964,5011,1858,2548,14889,812,8524,462
2020-05-14,200,20334,7619,3585,2590,12281,834,6482,461
2020-05-15,200,19560,8139,3837,2876,11761,891,5843,547
2020-05-18,200,19274,6193,2655,2698,13707,757,6882,592
2020-05-19,200,19564,6793,3141,2666,13107,883,6541,450
2020-05-20,200,19766,7545,3483,2598,12355,781,6300,518
2020-05-21,200,19864,7895,3463,2492,12005,688,6369,558
2020-05-22,200,19880,7376,3637,2492,12524,833,6203,413
2020-05-26,200,19824,3836,1471,2426,16064,754,8341,459
2020-05-27,200,19296,1871,434,2434,18029,961,9114,256
2020-05-28,200,18574,4159,1143,2758,15741,812,8044,567
2020-05-29,200,17960,3893,1200,3066,16007,1051,7680,482
2020-06-01,200,18296,7599,2677,2938,12301,677,6371,792
2020-06-02,200,18876,5385,1939,2770,14515,872,7399,513
2020-06-03,200,19792,4381,1326,2634,15519,756,8470,561
2020-06-04,200,20404,4883,1594,2628,15017,632,8508,682
2020-06-05,200,21162,3891,937,2748,16009,678,9544,696
2020-06-08,200,21684,3935,1115,2906,15965,698,9627,755
2020-06-09,200,21934,7025,2857,3190,12875,566,8010,1029
2020-06-10,200,22282,4823,1907,3526,15077,1109,9134,654
2020-06-11,200,22728,4610,2050,3394,15290,1062,9214,635
2020-06-12,200,23314,3592,1563,3200,16308,1158,9994,442
2020-06-15,200,23830,8913,5148,3084,10987,810,6667,732
2020-06-16,200,23956,4823,2666,3256,15077,1084,9212,544
2020-06-17,200,23976,7319,4337,3280,12581,1023,7551,617
2020-06-18,200,23844,9645,5560,3260,10255,675,6262,955
2020-06-19,200,23524,4987,2932,3344,14913,1287,8730,385
2020-06-22,200,23134,7801,4079,3490,12099,888,7388,857
2020-06-23,200,22520,7661,3645,3572,12239,775,7515,1011
2020-06-24,200,21814,7342,3314,3556,12558,828,7493,950
2020-06-25,200,20976,8135,3696,3816,11765,763,6692,1145
2020-06-26,200,20458,7846,4601,3840,12054,1319,5528,601
2020-06-29,200,19784,8451,3962,3854,11449,945,5830,982
2020-06-30,200,18832,8352,4054,3944,11548,1157,5262,815
2020-07-01,200,17618,7321,2858,4152,12579,1281,5851,795
2020-07-02,200,16488,8572,3211,4170,11328,1138,4933,947
2020-07-06,200,15038,7177,2185,4320,12723,1307,5234,853
2020-07-07,200,13440,8349,1978,5206,11551,1313,4642,1290
2020-07-08,200,12408,6968,1420,6646,12932,1834,4684,1489
2020-07-09,200,12078,6351,1513,8106,13549,2223,4426,1830
2020-07-10,200,12142,9406,2231,8534,10494,1672,3740,2595
2020-07-13,200,12182,6770,1186,8650,13130,2121,4805,2204
2020-07-14,200,12090,7063,1406,8814,12837,2410,4539,1997
2020-07-15,200,12260,6301,1532,8468,13599,2675,4498,1559
2020-07-16,200,12266,7219,1724,8316,12681,2332,4309,1826
2020-07-17,200,12450,8262,1983,8100,11638,2109,4142,1941
2020-07-20,200,12574,8549,2245,7902,11351,2012,3942,1939
2020-07-21,200,13068,6725,1686,7474,13175,1997,4748,1740
2020-07-22,200,13326,8424,2349,7400,11476,1975,4214,1725
2020-07-23,200,13286,6233,1542,7280,13667,2224,5001,1416
2020-07-24,200,13006,6062,1577,7372,13838,2476,4826,1210
2020-07-27,200,12742,6437,1704,7638,13463,2586,4567,1233
2020-07-28,200,12540,8817,2615,7888,11083,2144,3555,1800
2020-07-29,200,12396,7161,2057,7846,12739,2413,4041,1510
2020-07-30,200,12138,7155,1783,7692,12745,2229,4186,1617
2020-07-31,200,11926,4268,902,7568,15632,2745,4961,1039
2020-08-03,200,11762,6119,1549,7516,13781,2442,4232,1316
2020-08-04,200,11770,6410,1422,7268,13490,2168,4363,1466
2020-08-05,200,11896,5362,1156,6408,14538,2066,4692,1138
2020-08-06,200,12058,7086,1773,5802,12814,1672,4156,1229
2020-08-07,200,12586,7267,1672,5494,12633,1433,4521,1314
2020-08-10,200,13252,6448,1436,5296,13452,1510,5090,1138
2020-08-11,200,13680,5760,1262,5486,14140,1703,5478,1040
2020-08-12,200,13908,6418,1319,5784,13482,1624,5535,1268
