epoch,loss
0,610.9186411355835
1,91.80828976786994
2,94.42519765118368
3,92.27644201665143
4,91.44221368334652
5,84.11879279878404
6,85.94905793433095
7,89.58395352706411
8,78.80992288371317
9,82.24528669999316
