date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-12,217,17373,7891,35283,26098
2020-05-13,217,17599,7931,35358,25969
2020-05-14,217,17695,8137,35276,26241
2020-05-15,217,17477,8383,34986,26737
2020-05-18,217,17271,8523,34750,26929
2020-05-19,217,17151,8696,34852,27266
2020-05-20,217,16787,8960,34374,27467
2020-05-21,217,16675,9055,34423,27573
2020-05-22,217,16558,8653,34484,27612
2020-05-25,217,16844,7632,35522,27274
2020-05-26,217,17283,6936,36962,26982
2020-05-27,217,17573,6871,37387,26768
2020-05-28,217,17847,6880,37457,26471
2020-05-29,217,18317,6966,37023,25902
2020-06-01,217,18675,6793,37032,25208
2020-06-02,217,18585,6339,37736,25293
2020-06-03,217,18491,5745,38906,25662
2020-06-04,217,18118,5440,39331,26107
2020-06-05,217,17292,5642,38983,26745
2020-06-08,217,16564,5817,38491,27188
2020-06-09,217,16662,5950,38487,27207
2020-06-10,217,17106,6097,38389,26756
2020-06-11,217,17334,6234,37982,26470
2020-06-12,217,16955,6397,37278,26860
2020-06-15,217,16566,6366,37255,27153
2020-06-16,217,16205,6483,37300,27607
2020-06-17,217,16135,6473,37685,27818
2020-06-18,217,16177,6299,37994,27525
2020-06-19,217,15866,6155,37768,27618
2020-06-22,217,15805,5961,37531,27371
2020-06-23,217,16001,5804,37269,26727
2020-06-24,217,16392,5852,36907,26333
2020-06-29,217,16587,6300,36172,26056
2020-06-30,217,16959,6625,36161,25803
2020-07-01,217,17317,6597,36480,25272
2020-07-02,217,18283,5545,37820,23933
2020-07-03,217,20663,3885,40852,21855
2020-07-06,217,24529,2192,43768,18592
2020-07-07,217,28807,1183,45653,15382
2020-07-08,217,31887,815,46128,13121
2020-07-09,217,34094,634,46411,11475
2020-07-10,217,35622,506,46568,10194
2020-07-13,217,36805,407,46668,9128
2020-07-14,217,37682,346,46719,8221
2020-07-15,217,38414,304,46758,7629
2020-07-16,217,38767,258,46798,7059
2020-07-17,217,39069,242,46738,6882
2020-07-20,217,39310,251,46585,6693
2020-07-21,217,39573,262,46754,6260
2020-07-22,217,40107,260,46697,5718
2020-07-23,217,40761,215,46714,5256
2020-07-24,217,41323,193,46782,4782
2020-07-27,217,42057,159,46798,4053
2020-07-28,217,42631,118,46780,3718
2020-07-29,217,42801,108,46785,3626
2020-07-30,217,42538,136,46720,3821
2020-07-31,217,41879,283,46741,4656
2020-08-03,217,40741,728,46224,5382
2020-08-04,217,39292,1087,45700,5465
2020-08-05,217,37066,1258,45351,8283
2020-08-06,217,33661,1354,45112,10890
2020-08-07,217,29065,1590,44712,15047
2020-08-10,217,22300,2567,43139,20541
2020-08-11,217,16054,5394,37877,26215
2020-08-12,217,13586,8187,33700,29112
2020-08-13,217,13260,8835,33171,29890
2020-08-14,217,13143,9235,32935,30300
2020-08-17,217,12515,9377,32188,30666
2020-08-18,217,12701,8590,32745,30466
2020-08-19,217,12945,8053,33849,30400
2020-08-20,217,12960,8241,33908,30648
2020-08-21,217,12986,8422,33535,30614
2020-08-24,217,12887,8755,32981,30518
2020-08-25,217,12703,8777,32810,30239
2020-08-26,217,12461,8600,32679,30361
2020-08-27,217,12332,8273,33088,30703
2020-08-28,217,12308,8243,33728,30758
2020-08-31,217,12038,8626,33467,30883
2020-09-01,217,11834,8936,33253,30916
2020-09-02,217,11806,9290,32826,30634
2020-09-03,217,12132,9651,32713,30789
2020-09-04,217,12430,9980,32887,31121
2020-09-07,217,12730,9883,33065,31019
2020-09-08,217,13152,9578,33248,30555
2020-09-09,217,13661,9020,34198,30097
2020-09-10,217,14448,8303,35284,29739
2020-09-11,217,15368,7757,35947,28872
2020-09-14,217,15667,8123,35787,28534
2020-09-15,217,15632,8833,34859,28266
