date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-12,217,17373,35283,9631,7642,9551,17373,7891,26098,5083,3214,5049,7891,14451,1,2
2020-05-13,217,17599,35358,9650,7623,9565,17599,7931,25969,5570,3292,5479,7931,14413,14,7
2020-05-14,217,17695,35276,9184,7594,9088,17695,8137,26241,5512,3381,5411,8137,14573,17,2
2020-05-15,217,17477,34986,8495,7283,8444,17477,8383,26737,5380,3424,5341,8383,14781,13,5
2020-05-18,217,17271,34750,8533,7054,8437,17271,8523,26929,5300,3243,5231,8523,14725,8,18
2020-05-19,217,17151,34852,9276,7487,9218,17151,8696,27266,6063,3609,6006,8696,15067,9,5
2020-05-20,217,16787,34374,8214,6644,8143,16787,8960,27467,5214,3149,5126,8960,14802,19,25
2020-05-21,217,16675,34423,8034,6515,7929,16675,9055,27573,5130,3155,5008,9055,14940,30,45
2020-05-22,217,16558,34484,9321,7472,9293,16558,8653,27612,5592,3486,5537,8653,15045,5,0
2020-05-25,217,16844,35522,9958,7459,9832,16844,7632,27274,4629,2757,4558,7632,15749,14,19
2020-05-26,217,17283,36962,9742,7383,9676,17283,6936,26982,3481,2316,3441,6936,16902,4,3
2020-05-27,217,17573,37387,9674,7554,9590,17573,6871,26768,3903,2523,3862,6871,17155,7,15
2020-05-28,217,17847,37457,10358,8027,10288,17847,6880,26471,4221,2644,4119,6880,16957,20,18
2020-05-29,217,18317,37023,10358,8150,10313,18317,6966,25902,4231,2733,4125,6966,16184,5,12
2020-06-01,217,18675,37032,9319,7870,9301,18675,6793,25208,4324,2809,4196,6793,15425,2,0
2020-06-02,217,18585,37736,9248,7763,9203,18585,6339,25293,4306,2731,4201,6339,16004,9,1
2020-06-03,217,18491,38906,8340,6980,8313,18491,5745,25662,4016,2411,3983,5745,17494,4,1
2020-06-04,217,18118,39331,7903,6771,7895,18118,5440,26107,3228,2105,3217,5440,18350,1,0
2020-06-05,217,17292,38983,7344,6025,7333,17292,5642,26745,3276,2082,3237,5642,18646,6,0
2020-06-08,217,16564,38491,8095,6321,8083,16564,5817,27188,3343,2208,3321,5817,18592,8,1
2020-06-09,217,16662,38487,8666,6633,8647,16662,5950,27207,3931,2454,3885,5950,18619,24,0
2020-06-10,217,17106,38389,9133,7071,9118,17106,6097,26756,4289,2654,4251,6097,18067,13,0
2020-06-11,217,17334,37982,8465,6811,8384,17334,6234,26470,4367,2658,4277,6234,17439,26,16
2020-06-12,217,16955,37278,7934,6492,7888,16955,6397,26860,4304,2592,4196,6397,17083,31,8
2020-06-15,217,16566,37255,7955,6483,7912,16566,6366,27153,4166,2594,4094,6366,17370,11,1
2020-06-16,217,16205,37300,8521,6875,8495,16205,6483,27607,4063,2626,4032,6483,17861,4,0
2020-06-17,217,16135,37685,8544,6752,8516,16135,6473,27818,3935,2589,3920,6473,18480,0,0
2020-06-18,217,16177,37994,9159,6823,9121,16177,6299,27525,4736,2681,4683,6299,18482,22,3
2020-06-19,217,15866,37768,7266,5863,7259,15866,6155,27618,3855,2352,3821,6155,18322,12,1
2020-06-22,217,15805,37531,8324,6348,8297,15805,5961,27371,4710,2450,4643,5961,17872,21,0
2020-06-23,217,16001,37269,8436,6581,8420,16001,5804,26727,4543,2371,4512,5804,16973,1,1
2020-06-24,217,16392,36907,8458,6588,8372,16392,5852,26333,4668,2463,4595,5852,16187,26,7
2020-06-29,217,16587,36172,8352,6544,8299,16587,6300,26056,4879,2721,4804,6300,15260,19,4
2020-06-30,217,16959,36161,9094,7148,9025,16959,6625,25803,4814,2839,4751,6625,14964,10,13
2020-07-01,217,17317,36480,9168,7199,8982,17317,6597,25272,5015,2885,4943,6597,14916,21,5
2020-07-02,217,18283,37820,9950,7383,9829,18283,5545,23933,3349,1950,3287,5545,14764,23,11
2020-07-03,217,20663,40852,10699,8160,10652,20663,3885,21855,1558,949,1549,3885,15642,1,6
2020-07-06,217,24529,43768,10795,9131,10755,24529,2192,18592,924,527,907,2192,15278,8,4
2020-07-07,217,28807,45653,11923,10505,11916,28807,1183,15382,227,171,226,1183,13946,1,0
2020-07-08,217,31887,46128,14159,12601,14147,31887,815,13121,89,59,88,815,12161,0,7
2020-07-09,217,34094,46411,15014,13857,15005,34094,634,11475,0,0,0,634,10797,0,8
2020-07-10,217,35622,46568,16630,15419,16621,35622,506,10194,0,0,0,506,9673,0,8
2020-07-13,217,36805,46668,17689,16691,17684,36805,407,9128,3,3,3,407,8708,0,5
2020-07-14,217,37682,46719,18800,17482,18784,37682,346,8221,29,2,15,346,7853,7,12
2020-07-15,217,38414,46758,19499,18162,19493,38414,304,7629,76,14,59,304,7298,10,3
2020-07-16,217,38767,46798,20172,18494,20169,38767,258,7059,9,0,7,258,6769,0,3
2020-07-17,217,39069,46738,19062,18031,19061,39069,242,6882,56,8,39,242,6535,10,1
2020-07-20,217,39310,46585,19257,18114,19244,39310,251,6693,0,0,0,251,6192,0,2
2020-07-21,217,39573,46754,18390,17251,18375,39573,262,6260,5,1,5,262,5929,0,9
2020-07-22,217,40107,46697,18019,17005,18017,40107,260,5718,0,0,0,260,5330,0,2
2020-07-23,217,40761,46714,20237,18959,20204,40761,215,5256,0,0,0,215,4886,0,9
2020-07-24,217,41323,46782,19715,18867,19710,41323,193,4782,16,1,15,193,4477,0,3
2020-07-27,217,42057,46798,19879,19135,19878,42057,159,4053,4,0,3,159,3762,1,1
2020-07-28,217,42631,46780,19979,19385,19979,42631,118,3718,7,0,7,118,3409,0,0
2020-07-29,217,42801,46785,21021,20340,21021,42801,108,3626,5,0,5,108,3322,0,0
2020-07-30,217,42538,46720,20261,19809,20261,42538,136,3821,140,2,125,136,3452,14,0
2020-07-31,217,41879,46741,20252,19606,20249,41879,283,4656,23,6,14,283,4309,8,1
2020-08-03,217,40741,46224,20326,19417,20297,40741,728,5382,235,110,198,728,4530,34,18
2020-08-04,217,39292,45700,21333,19019,21297,39292,1087,5465,448,373,448,1087,4077,0,25
2020-08-05,217,37066,45351,18809,17114,18798,37066,1258,8283,637,420,635,1258,6548,1,1
2020-08-06,217,33661,45112,18222,15946,18209,33661,1354,10890,610,370,603,1354,8920,1,1
2020-08-07,217,29065,44712,14726,13008,14722,29065,1590,15047,752,367,747,1590,12672,4,2
2020-08-10,217,22300,43139,11135,9060,11121,22300,2567,20541,1651,703,1639,2567,16593,3,7
2020-08-11,217,16054,37877,9744,6966,9697,16054,5394,26215,5527,2445,5421,5394,17024,32,3
2020-08-12,217,13586,33700,9057,6115,8977,13586,8187,29112,6699,3583,6670,8187,15774,3,6
2020-08-13,217,13260,33171,7645,4723,7353,13260,8835,29890,4574,2318,4317,8835,16072,80,28
2020-08-14,217,13143,32935,7374,4258,7078,13143,9235,30300,4925,2503,4787,9235,16304,50,49
