epoch,loss
1,0.9143166162943809
2,0.853732164715063
3,0.8089333206762399
4,0.7824300930437172
5,0.7656166545246297
6,0.7529067371137887
7,0.743089944559058
8,0.7354658387715268
9,0.7292138563228803
10,0.7237265728876048
11,0.7186597035635847
12,0.7138997675912081
13,0.7094064076584136
14,0.7051734805704476
15,0.7010714913702872
16,0.6970009092570545
17,0.6928592230905061
18,0.688629404316019
19,0.6843304800979491
20,0.6799656321198163
21,0.6756299172964965
22,0.6714356341972155
23,0.6675277595644461
24,0.6639023845425374
25,0.6605763526639646
26,0.6575542782827122
27,0.6547546576576633
28,0.6521775009616103
29,0.6498074823040578
30,0.6476027227309167
