sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.002057613,0.0020576133,0.30223566,0.6821193,0.015645072
1,2024-05-13,0.002057614,0.0020576129,0.8832853,2.3130472e-08,0.116714746
1,2024-05-14,0.0020576133,0.0020576133,0.78482807,0.18726562,0.0279063
1,2024-05-15,0.0020576129,0.0020576124,0.014427448,0.9855726,1.2715902e-09
1,2024-05-16,0.0020576133,0.002057613,0.13399075,0.26776612,0.59824306
1,2024-05-17,0.002057613,0.0020576124,0.77149034,0.20864151,0.019868156
1,2024-05-20,0.0020576124,0.002057613,0.98763967,0.00995064,0.0024096814
1,2024-05-21,0.0020576129,0.0020576136,0.16596301,0.023893133,0.8101439
1,2024-05-22,0.0020576129,0.002057613,0.89177424,0.048081946,0.060143795
1,2024-05-23,0.0020576133,0.0020576129,0.02923267,0.15340634,0.81736094
1,2024-05-24,0.002057614,0.0020576129,3.9590095e-06,0.99999523,8.4857345e-07
1,2024-05-28,0.0020576129,0.0020576136,0.74494284,0.16394156,0.09111552
1,2024-05-29,0.0020576138,0.0020576129,0.9930532,0.004791387,0.0021555293
1,2024-05-30,0.0020576126,0.0020576133,0.98417324,0.0020751231,0.0137516465
1,2024-05-31,0.0020576129,0.0020576138,0.9932487,0.004994268,0.0017570277
1,2024-06-03,0.0020576133,0.002057613,0.999238,0.00028753377,0.00047444052
1,2024-06-04,0.0020576133,0.002057613,0.4571522,0.47320905,0.06963877
1,2024-06-05,0.0020576129,0.0020576126,0.98952,0.010479915,2.8013128e-13
1,2024-06-06,0.0020576133,0.002057613,0.9965878,0.0026489233,0.0007633006
1,2024-06-07,0.0020576133,0.0020576136,0.46063867,0.0419188,0.49744254
