sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.00019898728,0.0020533802,0.48574874,0.38802075,0.12623052
1,2024-05-13,0.00011431184,0.0020533793,0.13881385,0.8589572,0.0022290153
1,2024-05-14,0.00039797457,0.0020533793,0.9603955,0.019057114,0.02054737
1,2024-05-15,0.00042761097,0.0020533802,1.0,2.577268e-09,4.6099322e-10
1,2024-05-16,0.00016935088,0.0020533795,0.14240386,0.36688912,0.49070704
1,2024-05-17,0.0005969618,0.0020533795,0.9085951,0.08916169,0.0022432671
1,2024-05-20,0.0002582601,0.0020533795,0.054589886,0.031666014,0.9137441
1,2024-05-21,0.00050805265,0.0020533793,0.1135913,0.8768134,0.009595278
1,2024-05-22,0.000241325,0.0020533788,0.09709633,0.39994103,0.50296265
1,2024-05-23,9.314298e-05,0.0020533795,0.6911459,0.24323726,0.0656168
1,2024-05-24,0.00011431184,0.002053379,0.013953064,0.13481238,0.85123456
1,2024-05-28,7.197412e-05,0.0020533795,0.7586257,0.24115902,0.0002153071
1,2024-05-29,0.00013124692,0.0020533793,6.1448197e-10,5.3190563e-10,1.0
1,2024-05-30,0.0011600535,0.0020533793,0.07384188,0.4927438,0.4334143
1,2024-05-31,0.001265898,0.0020533793,0.08625572,0.6387169,0.2750274
1,2024-06-03,0.0005969618,0.0020533793,0.0020683333,0.11755279,0.8803789
1,2024-06-04,0.0004530136,0.002053379,0.331751,0.6662618,0.0019872407
1,2024-06-05,0.0006604684,0.0020533798,0.00083046826,0.00088044326,0.9982891
1,2024-06-06,0.00037257193,0.0020533793,0.6234623,0.37241668,0.004120969
1,2024-06-07,0.0005927281,0.002053379,0.04281216,0.95654935,0.00063848763
