date,nodes,pos_edges,neg_edges
2020-05-11,100,896,42
2020-05-12,100,862,36
2020-05-13,100,774,36
2020-05-14,100,772,20
2020-05-15,100,878,16
2020-05-18,100,884,28
2020-05-19,100,834,28
2020-05-20,100,742,50
2020-05-21,100,750,52
2020-05-22,100,802,54
2020-05-26,100,860,56
2020-05-27,100,866,54
2020-05-28,100,844,50
2020-05-29,100,780,54
2020-06-01,100,780,44
2020-06-02,100,834,46
2020-06-03,100,830,72
2020-06-04,100,836,118
2020-06-05,100,946,164
2020-06-08,100,1110,188
2020-06-09,100,1186,236
2020-06-10,100,1254,284
2020-06-11,100,1236,268
2020-06-12,100,1100,118
2020-06-15,100,954,62
2020-06-16,100,966,32
2020-06-17,100,982,38
2020-06-18,100,1002,34
2020-06-19,100,1168,52
2020-06-22,100,1358,58
2020-06-23,100,1540,94
2020-06-24,100,1700,122
2020-06-25,100,2034,120
2020-06-26,100,2298,112
2020-06-29,100,2574,78
2020-06-30,100,1934,668
2020-07-01,100,2996,72
2020-07-02,100,1982,736
2020-07-06,100,2706,46
2020-07-07,100,2350,500
2020-07-08,100,1698,26
2020-07-09,100,1320,24
2020-07-10,100,956,14
2020-07-13,100,930,14
2020-07-14,100,932,12
2020-07-15,100,822,10
2020-07-16,100,754,10
2020-07-17,100,870,14
2020-07-20,100,946,28
2020-07-21,100,906,68
2020-07-22,100,1000,84
2020-07-23,100,1060,136
2020-07-24,100,1066,136
2020-07-27,100,984,110
2020-07-28,100,832,134
2020-07-29,100,800,164
2020-07-30,100,816,232
2020-07-31,100,786,268
2020-08-03,100,682,220
2020-08-04,100,626,178
2020-08-05,100,584,168
2020-08-06,100,560,116
2020-08-07,100,494,112
2020-08-10,100,440,76
2020-08-11,100,434,62
2020-08-12,100,454,74
2020-08-13,100,436,70
2020-08-14,100,454,82
2020-08-17,100,426,84
2020-08-18,100,408,92
2020-08-19,100,388,104
2020-08-20,100,370,106
2020-08-21,100,410,146
2020-08-24,100,448,136
2020-08-25,100,462,150
2020-08-26,100,494,150
2020-08-27,100,492,146
2020-08-28,100,560,144
2020-08-31,100,548,164
2020-09-01,100,566,188
2020-09-02,100,628,184
2020-09-03,100,688,190
