date,nodes,pos_edges,neg_edges
2024-12-09,100,1526,1686
2024-12-10,100,2366,3060
2024-12-11,100,1700,2126
2024-12-12,100,2192,2924
2024-12-13,100,1692,2436
2024-12-16,100,2168,2920
2024-12-17,100,1780,2498
2024-12-18,100,2054,2900
2024-12-19,100,1904,2464
2024-12-20,100,2466,2116
2024-12-23,100,2944,1682
2024-12-24,100,3496,930
2024-12-26,100,2632,1906
2024-12-27,100,3380,1124
2024-12-30,100,2502,2020
2024-12-31,100,2898,1864
2025-01-02,100,2944,1550
2025-01-03,100,3608,1248
2025-01-06,100,2184,1942
2025-01-07,100,2264,2372
2025-01-08,100,1926,2332
2025-01-10,100,1940,2842
2025-01-13,100,1920,2438
2025-01-14,100,2226,2520
2025-01-15,100,2432,2024
2025-01-16,100,2238,2318
2025-01-17,100,1712,2528
2025-01-21,100,2076,2760
2025-01-22,100,1860,2436
2025-01-23,100,2378,2274
2025-01-24,100,2250,2426
2025-01-27,100,2088,2380
2025-01-28,100,2260,2386
2025-01-29,100,2050,1928
2025-01-30,100,1742,3330
2025-01-31,100,1890,2240
2025-02-03,100,2026,2888
2025-02-04,100,1728,2506
2025-02-05,100,2162,2492
2025-02-06,100,1740,2612
2025-02-07,100,1656,3002
2025-02-10,100,1842,2740
2025-02-11,100,1780,2892
2025-02-12,100,1888,2664
2025-02-13,100,1936,2768
2025-02-14,100,1934,2664
2025-02-18,100,1934,2664
2025-02-19,100,1884,2566
2025-02-20,100,2246,2584
2025-02-21,100,1734,2544
2025-02-24,100,2138,2824
2025-02-25,100,2142,2090
2025-02-26,100,2198,2790
2025-02-27,100,2106,2324
2025-02-28,100,2214,2670
2025-03-03,100,1914,2332
2025-03-04,100,2604,2260
2025-03-05,100,2262,2156
2025-03-06,100,3248,1794
2025-02-24,100,746,2326
2025-02-25,100,1166,3390
2025-02-26,100,876,2762
2025-02-27,100,1278,3258
2025-02-28,100,996,2690
2025-03-03,100,1306,3132
2025-03-04,100,1136,2622
2025-03-05,100,1476,2870
2025-03-06,100,1282,2488
2025-02-21,100,708,800
2025-02-24,100,1598,2878
2025-02-25,100,2198,5784
2025-02-21,100,708,800
2025-02-24,100,1598,2878
2025-02-25,100,2198,5784
2025-02-26,100,2082,6104
2025-02-27,100,2310,6370
2025-02-28,100,2410,6462
2025-03-03,100,2074,5706
2025-03-04,100,2470,5878
2025-03-05,100,2690,5916
2025-02-21,100,708,800
2025-02-24,100,1598,2878
2025-02-25,100,2198,5784
2025-02-26,100,2082,6104
2025-02-27,100,2310,6370
2025-02-28,100,2410,6462
2025-03-03,100,2074,5706
2025-03-04,100,2470,5878
2025-03-05,100,2690,5916
2025-03-06,100,2818,5972
