date,nodes,pos_edges,neg_edges
2020-05-11,100,1420,1548
2020-05-12,100,3112,2222
2020-05-13,100,2348,1520
2020-05-14,100,2738,2304
2020-05-15,100,1712,2344
2020-05-18,100,2172,2818
2020-05-19,100,1566,2516
2020-05-20,100,2980,1774
2020-05-21,100,2726,1734
2020-05-22,100,3328,1566
2020-05-26,100,2702,1696
2020-05-27,100,2480,2030
2020-05-28,100,3180,1400
2020-05-29,100,2660,1874
2020-06-01,100,3054,1648
2020-06-02,100,2666,1616
2020-06-03,100,3344,1632
2020-06-04,100,3106,1248
2020-06-05,100,3752,1248
2020-06-08,100,2856,1470
2020-06-09,100,3828,1248
2020-06-10,100,2772,1398
2020-06-11,100,4144,914
2020-06-12,100,3028,1180
2020-06-15,100,2476,1606
2020-06-16,100,1776,3152
2020-06-17,100,2104,2000
2020-06-18,100,2694,1844
2020-06-19,100,2504,1958
2020-06-22,100,2066,2668
2020-06-23,100,2224,1854
2020-06-24,100,2034,2806
2020-06-25,100,1856,2310
2020-06-26,100,2118,3012
2020-06-29,100,2110,2020
2020-06-30,100,2200,2574
2020-07-01,100,2420,1902
2020-07-02,100,1940,2736
2020-07-06,100,1752,2450
2020-07-07,100,2120,2928
2020-07-08,100,1978,2122
2020-07-09,100,2254,2778
2020-07-10,100,1974,2392
2020-07-13,100,2156,2738
2020-07-14,100,1986,2418
2020-07-15,100,2266,2386
2020-07-16,100,1736,2436
2020-07-17,100,2548,1954
2020-07-20,100,2490,2088
2020-07-21,100,2212,2140
2020-07-22,100,2560,2158
2020-07-23,100,2708,1574
2020-07-24,100,2246,2304
2020-07-27,100,2062,2614
2020-07-28,100,1780,2648
2020-07-29,100,1976,2754
2020-07-30,100,1958,2424
2020-07-31,100,1848,2754
2020-08-03,100,1710,2750
2020-08-04,100,1876,2716
2020-08-05,100,1978,2538
2020-08-06,100,2370,2208
2020-08-07,100,2808,1718
2020-08-10,100,2500,2104
2020-08-11,100,1946,2338
2020-08-12,100,2416,2626
2020-08-13,100,2226,2100
2020-08-14,100,1886,2764
2020-08-17,100,2170,2396
2020-08-18,100,1882,2682
2020-08-19,100,2056,2482
2020-08-20,100,2172,2384
2020-08-21,100,1966,2542
2020-08-24,100,1752,2648
2020-08-25,100,1956,2898
2020-08-26,100,1726,2650
2020-08-27,100,2038,2808
2020-08-28,100,1912,2460
2020-08-31,100,2352,2720
2020-09-01,100,1960,2300
2020-09-02,100,2190,2688
2020-09-03,100,2056,2432
2020-09-04,100,2212,2516
2020-09-08,100,2206,1952
2020-09-09,100,2110,2334
2020-09-10,100,2368,2256
2020-09-11,100,1800,2730
2020-09-14,100,2320,2440
2020-09-15,100,2116,2416
2020-09-16,100,2294,2438
2020-09-17,100,1696,2700
2020-09-18,100,1994,2802
2020-09-21,100,1928,2630
2020-09-22,100,2356,2048
