sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.002057613,0.002057613,0.9907441,0.0064321626,0.0028237475
1,2024-05-13,0.0020576124,0.0020576129,0.9711195,0.028880512,7.819798e-13
1,2024-05-14,0.0020576129,0.0020576136,1.0,4.1041424e-08,5.2666604e-08
1,2024-05-15,0.0020576145,0.0020576136,0.8196257,0.16711153,0.013262819
1,2024-05-16,0.002057613,0.0020576133,0.6066671,0.23853719,0.15479568
1,2024-05-17,0.002057614,0.0020576129,1.0,4.7439217e-09,4.7439217e-09
1,2024-05-20,0.0020576124,0.0020576133,0.74799323,0.25200674,4.40889e-08
1,2024-05-21,0.0020576138,0.0020576133,0.4101889,0.16647226,0.42333883
1,2024-05-22,0.0020576129,0.0020576133,0.44832915,0.059612546,0.49205834
1,2024-05-23,0.0020576143,0.0020576129,0.776354,0.08636866,0.13727741
1,2024-05-24,0.0020576133,0.0020576126,0.7288743,0.18383466,0.08729111
1,2024-05-28,0.0020576133,0.0020576136,0.10734151,0.68694586,0.20571265
1,2024-05-29,0.0020576133,0.002057613,0.9855938,0.014406189,7.881827e-08
1,2024-05-30,0.0020576129,0.002057613,0.46036255,0.5293924,0.01024497
1,2024-05-31,0.0020576129,0.0020576138,0.9089044,0.051375307,0.039720263
1,2024-06-03,0.002057613,0.0020576129,0.5800129,0.013145975,0.40684107
1,2024-06-04,0.0020576126,0.0020576133,0.988932,0.0049787266,0.0060892515
1,2024-06-05,0.0020576133,0.0020576133,0.999971,1.39853455e-05,1.5050525e-05
1,2024-06-06,0.002057613,0.002057613,0.97900325,0.020638237,0.0003584968
1,2024-06-07,0.0020576138,0.0020576129,0.58033603,0.39103132,0.028632669
