epoch,loss
1,0.45346907555381427
2,0.2556579216769051
3,0.17249711808189241
4,0.12544640608308502
5,0.09913111827125459
6,0.08209549261455704
7,0.07011433932593189
8,0.06063104086675564
9,0.051677748194362105
10,0.04357524968686258
11,0.036376437902929264
12,0.03002212699237013
13,0.024413149003071805
14,0.01935434998459511
15,0.015321989076666669
16,0.01188470984212471
17,0.008912672097706346
18,0.006332036523651353
19,0.0038243627048890824
20,0.0014728243336530659
21,-0.0005844823570937663
22,-0.0023738830080207184
23,-0.004010771016155976
24,-0.005484641417131212
25,-0.007022674557171456
26,-0.008763471797439555
27,-0.010573944349751173
28,-0.012602092884435492
29,-0.014339662085420984
30,-0.015922371115179995
