date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-07,10,72,24
2020-05-08,10,72,22
2020-05-11,10,72,20
2020-05-12,10,72,20
2020-05-13,10,66,20
2020-05-14,10,62,18
2020-05-15,10,52,18
2020-05-18,10,50,26
2020-05-19,10,52,24
2020-05-20,10,54,24
2020-05-21,10,54,26
2020-05-22,10,56,30
2020-05-26,10,56,28
2020-05-27,10,56,28
2020-05-28,10,56,28
2020-05-29,10,56,28
2020-06-01,10,56,24
2020-06-02,10,58,24
2020-06-03,10,60,24
2020-06-04,10,60,16
2020-06-05,10,60,12
2020-06-08,10,62,12
2020-06-09,10,70,10
2020-06-10,10,78,0
2020-06-11,10,78,0
2020-06-12,10,74,0
2020-06-15,10,70,0
2020-06-16,10,74,2
2020-06-17,10,76,2
2020-06-18,10,74,4
2020-06-19,10,74,10
2020-06-22,10,76,10
2020-06-23,10,76,10
2020-06-24,10,76,10
2020-06-25,10,76,10
2020-06-26,10,74,8
2020-06-29,10,66,8
2020-06-30,10,64,8
2020-07-01,10,62,10
2020-07-02,10,62,10
2020-07-06,10,62,12
2020-07-07,10,64,12
2020-07-08,10,58,16
2020-07-09,10,48,28
2020-07-10,10,48,26
2020-07-13,10,54,28
2020-07-14,10,52,30
2020-07-15,10,52,32
2020-07-16,10,52,32
2020-07-17,10,50,32
2020-07-20,10,50,30
2020-07-21,10,50,30
2020-07-22,10,48,32
2020-07-23,10,48,32
2020-07-24,10,48,32
2020-07-27,10,48,32
2020-07-28,10,48,34
2020-07-29,10,50,34
2020-07-30,10,50,34
2020-07-31,10,48,34
2020-08-03,10,46,30
2020-08-04,10,42,32
2020-08-05,10,38,32
2020-08-06,10,40,34
2020-08-07,10,40,32
2020-08-10,10,42,34
2020-08-11,10,42,36
2020-08-12,10,42,40
2020-08-13,10,44,40
2020-08-14,10,44,40
2020-08-17,10,44,38
2020-08-18,10,44,38
2020-08-19,10,44,38
2020-08-20,10,44,32
2020-08-21,10,46,30
2020-08-24,10,48,26
2020-08-25,10,50,24
2020-08-26,10,50,22
2020-08-27,10,50,20
2020-08-28,10,52,22
2020-08-31,10,56,22
2020-09-01,10,58,14
2020-09-02,10,64,14
2020-09-03,10,66,14
2020-09-04,10,66,14
2020-09-08,10,66,18
2020-09-09,10,68,18
2020-09-10,10,66,18
2020-09-11,10,64,18
2020-09-14,10,66,18
2020-09-15,10,68,18
2020-09-16,10,64,18
2020-09-17,10,68,18
2020-09-18,10,68,18
2020-09-21,10,70,14
2020-09-22,10,72,16
2020-09-23,10,72,14
2020-09-24,10,70,6
2020-09-25,10,68,6
2020-09-28,10,62,2
2020-09-29,10,60,2
2020-09-30,10,58,2
2020-10-01,10,56,0
2020-10-02,10,58,2
2020-10-05,10,58,2
2020-10-06,10,56,6
2020-10-07,10,56,8
2020-10-08,10,56,8
2020-10-09,10,62,6
2020-10-12,10,64,0
2020-10-13,10,76,0
2020-10-14,10,78,0
2020-10-15,10,78,0
2020-10-16,10,76,0
2020-10-19,10,78,0
2020-10-20,10,78,0
2020-10-21,10,74,2
2020-10-22,10,72,12
2020-10-23,10,68,18
2020-10-26,10,68,16
2020-10-27,10,64,14
2020-10-28,10,70,8
2020-10-29,10,72,8
2020-10-30,10,72,8
2020-11-02,10,78,8
2020-11-03,10,80,6
2020-11-04,10,74,6
2020-11-05,10,74,10
2020-11-06,10,76,10
2020-11-09,10,70,10
2020-11-10,10,66,10
2020-11-11,10,62,14
2020-11-12,10,58,24
2020-11-13,10,58,24
2020-11-16,10,58,26
2020-11-17,10,58,24
2020-11-18,10,60,22
2020-11-19,10,56,18
2020-11-20,10,54,14
2020-11-23,10,54,16
2020-11-24,10,56,20
2020-11-25,10,58,16
2020-11-27,10,56,16
2020-11-30,10,54,16
2020-12-01,10,52,14
2020-12-02,10,52,12
2020-12-03,10,54,10
2020-12-04,10,58,10
2020-12-07,10,58,8
2020-12-08,10,58,8
2020-12-09,10,60,10
2020-12-10,10,62,10
2020-12-11,10,64,10
2020-12-14,10,64,10
2020-12-15,10,66,8
2020-12-16,10,70,8
2020-12-17,10,72,8
2020-12-18,10,72,8
2020-12-21,10,72,8
2020-12-22,10,70,10
2020-12-23,10,66,14
2020-12-24,10,62,14
2020-12-28,10,58,14
2020-12-29,10,50,18
2020-12-30,10,50,20
2020-12-31,10,46,26
2021-01-04,10,44,34
2021-01-05,10,42,36
2021-01-06,10,40,34
2021-01-07,10,40,32
2021-01-08,10,40,36
2021-01-11,10,40,32
2021-01-12,10,40,36
2021-01-13,10,38,36
2021-01-14,10,36,36
2021-01-15,10,36,36
2021-01-19,10,36,40
2021-01-20,10,34,38
2021-01-21,10,38,36
2021-01-22,10,38,36
2021-01-25,10,38,34
2021-01-26,10,38,30
2021-01-27,10,40,30
2021-01-28,10,40,24
2021-01-29,10,40,24
2021-02-01,10,44,26
2021-02-02,10,44,26
2021-02-03,10,44,26
2021-02-04,10,48,28
2021-02-05,10,48,26
2021-02-08,10,48,24
2021-02-09,10,46,26
2021-02-10,10,44,22
2021-02-11,10,42,22
2021-02-12,10,42,20
2021-02-16,10,42,26
2021-02-17,10,46,26
2021-02-18,10,42,24
2021-02-19,10,42,30
2021-02-22,10,46,32
2021-02-23,10,44,32
2021-02-24,10,44,36
2021-02-25,10,44,36
2021-02-26,10,44,34
2021-03-01,10,46,32
2021-03-02,10,46,34
2021-03-03,10,48,34
2021-03-04,10,52,34
2021-03-05,10,52,34
2021-03-08,10,52,34
2021-03-09,10,52,34
2021-03-10,10,52,36
2021-03-11,10,52,34
2021-03-12,10,50,36
2021-03-15,10,48,36
2021-03-16,10,48,32
2021-03-17,10,50,32
2021-03-18,10,54,32
2021-03-19,10,54,32
2021-03-22,10,56,32
2021-03-23,10,58,32
2021-03-24,10,58,32
2021-03-25,10,58,24
2021-03-26,10,58,24
2021-03-29,10,58,24
2021-03-30,10,58,22
2021-03-31,10,60,24
2021-04-01,10,60,26
2021-04-05,10,58,20
2021-04-06,10,56,24
2021-04-07,10,58,24
2021-04-08,10,60,26
2021-04-09,10,62,28
2021-04-12,10,64,26
2021-04-13,10,68,26
2021-04-14,10,68,26
2021-04-15,10,66,26
2021-04-16,10,68,26
2021-04-19,10,64,28
2021-04-20,10,64,28
2021-04-21,10,66,28
2021-04-22,10,66,28
2021-04-23,10,62,30
2021-04-26,10,60,30
2021-04-27,10,54,30
2021-04-28,10,54,30
2021-04-29,10,54,30
2021-04-30,10,52,30
2021-05-03,10,52,34
2021-05-04,10,48,34
2021-05-05,10,46,32
2021-05-06,10,44,30
2021-05-07,10,44,32
2021-05-10,10,42,32
2021-05-11,10,46,22
2021-05-12,10,52,22
2021-05-13,10,62,18
2021-05-14,10,64,18
2021-05-17,10,64,20
2021-05-18,10,64,22
2021-05-19,10,66,22
2021-05-20,10,64,22
2021-05-21,10,66,22
2021-05-24,10,66,24
2021-05-25,10,70,18
2021-05-26,10,72,16
2021-05-27,10,74,12
2021-05-28,10,74,12
2021-06-01,10,78,10
2021-06-02,10,80,8
2021-06-03,10,80,10
2021-06-04,10,84,10
2021-06-07,10,86,8
2021-06-08,10,76,8
2021-06-09,10,70,8
2021-06-10,10,66,12
2021-06-11,10,64,16
2021-06-14,10,62,16
2021-06-15,10,58,16
2021-06-16,10,54,16
2021-06-17,10,60,14
2021-06-18,10,52,16
2021-06-21,10,56,18
2021-06-22,10,58,20
2021-06-23,10,62,24
2021-06-24,10,60,26
2021-06-25,10,60,28
2021-06-28,10,60,30
2021-06-29,10,60,32
2021-06-30,10,60,32
2021-07-01,10,60,32
2021-07-02,10,60,32
2021-07-06,10,58,32
2021-07-07,10,58,32
2021-07-08,10,56,34
2021-07-09,10,54,36
2021-07-12,10,54,34
2021-07-13,10,50,36
2021-07-14,10,50,38
2021-07-15,10,54,36
2021-07-16,10,54,36
2021-07-19,10,54,34
2021-07-20,10,52,32
2021-07-21,10,52,32
2021-07-22,10,50,32
2021-07-23,10,48,32
2021-07-26,10,48,30
2021-07-27,10,46,30
2021-07-28,10,44,30
2021-07-29,10,40,30
2021-07-30,10,38,32
2021-08-02,10,36,34
2021-08-03,10,36,36
2021-08-04,10,34,34
2021-08-05,10,34,36
2021-08-06,10,34,36
2021-08-09,10,38,36
2021-08-10,10,40,38
2021-08-11,10,42,36
2021-08-12,10,42,36
2021-08-13,10,42,34
2021-08-16,10,40,36
2021-08-17,10,40,38
2021-08-18,10,40,38
2021-08-19,10,40,38
