code,dt
AAL,2022-04-01
AAPL,2022-04-01
AMD,2022-04-01
AMZN,2022-04-01
GOOGL,2022-04-01
INTC,2022-04-01
MARA,2022-04-01
NVDA,2022-04-01
PLUG,2022-04-01
TSLA,2022-04-01
