sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.002057613,0.0020576136,0.8650384,0.1349616,3.6341676e-20
1,2024-05-13,0.002057613,0.0020576126,1.0,1.7468353e-09,1.7426546e-09
1,2024-05-14,0.002057613,0.0020576129,0.9897124,3.8797324e-10,0.010287547
1,2024-05-15,0.0020576138,0.0020576133,0.7658373,0.20701252,0.027150126
1,2024-05-16,0.002057614,0.0020576126,0.53121334,0.025568023,0.44321865
1,2024-05-17,0.002057613,0.0020576133,0.46916467,0.16722183,0.36361352
1,2024-05-20,0.002057613,0.0020576129,0.9595191,0.010815614,0.029665343
1,2024-05-21,0.0020576133,0.002057613,0.36016813,0.5943778,0.045454096
1,2024-05-22,0.002057613,0.0020576129,0.99320394,0.003033141,0.0037629073
1,2024-05-23,0.0020576138,0.0020576136,0.94480455,8.810532e-06,0.05518665
1,2024-05-24,0.0020576133,0.0020576129,0.97274905,8.151126e-10,0.027250882
1,2024-05-28,0.0020576133,0.0020576136,0.31011134,0.68988836,3.8711414e-07
1,2024-05-29,0.0020576129,0.0020576136,0.18411781,0.7689437,0.046938412
1,2024-05-30,0.0020576133,0.0020576133,0.9641346,0.035865456,1.9933356e-08
1,2024-05-31,0.002057613,0.002057613,0.9999558,2.2108385e-05,2.2098633e-05
1,2024-06-03,0.002057613,0.0020576133,1.0,3.757333e-09,3.757333e-09
1,2024-06-04,0.0020576143,0.002057613,0.50349754,0.48315597,0.013346523
1,2024-06-05,0.0020576122,0.002057614,0.9954057,0.0026766013,0.0019177581
1,2024-06-06,0.0020576133,0.0020576129,0.65521526,0.16120072,0.18358402
1,2024-06-07,0.0020576129,0.0020576126,0.98189956,0.00866927,0.009431193
