sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082945,0.0046082954,1.0,1.5625455e-09,4.6968923e-10
1,2025-02-07,0.0046082945,0.0046082945,0.15336084,0.82016724,0.026471918
1,2025-02-10,0.0046082945,0.0046082945,0.99963605,0.00017725171,0.00018677404
1,2025-02-11,0.0046082945,0.0046082945,0.32104725,0.19509262,0.48386016
1,2025-02-12,0.004608295,0.0046082945,0.18993564,0.7950272,0.015037071
1,2025-02-13,0.0046082954,0.0046082954,1.0,5.2499747e-08,5.3672153e-08
1,2025-02-14,0.004608294,0.0046082954,0.99098057,3.9279647e-07,0.009019078
1,2025-02-17,0.0046082954,0.0046082954,1.0,4.726704e-10,4.726704e-10
1,2025-02-18,0.0046082954,0.004608295,0.031112166,0.484444,0.484444
1,2025-02-19,0.0046082954,0.0046082945,0.98148286,0.018512154,4.9699734e-06
1,2025-02-20,0.0046082954,0.0046082954,0.16842644,0.19515513,0.63641834
1,2025-02-21,0.0046082954,0.0046082945,1.0,3.4184483e-10,5.6977423e-11
1,2025-02-24,0.0046082954,0.004608295,0.9730278,0.021822894,0.00514938
1,2025-02-25,0.0046082945,0.0046082945,0.8842148,0.115785204,7.8027945e-11
1,2025-02-26,0.0046082954,0.0046082954,0.15830755,3.410242e-07,0.8416921
1,2025-02-27,0.0046082954,0.0046082954,0.94014263,0.057286717,0.002570611
1,2025-02-28,0.0046082945,0.0046082945,0.999999,5.1209014e-07,5.120897e-07
1,2025-03-03,0.004608295,0.004608295,0.71596855,0.26791984,0.016111623
1,2025-03-04,0.0046082945,0.0046082945,0.1515825,0.011477721,0.8369398
1,2025-03-05,0.004608295,0.0046082945,0.963652,2.5777668e-05,0.03632225
