sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-07,0.0046082945,0.004608295,0.17382444,1.2171318e-12,0.8261755
1,2025-02-10,0.0046082945,0.0046082954,0.82048255,0.1203094,0.059208088
1,2025-02-11,0.0046082945,0.0046082954,0.536865,1.9820714e-05,0.46311516
1,2025-02-12,0.0046082954,0.0046082945,0.4421584,0.5223108,0.035530817
1,2025-02-13,0.0046082954,0.004608295,0.33507252,0.6546239,0.010303557
1,2025-02-14,0.004608295,0.0046082945,0.7132286,0.019878047,0.2668934
1,2025-02-17,0.004608295,0.0046082954,0.9979877,6.3929374e-06,0.0020059212
1,2025-02-18,0.0046082945,0.004608295,0.9563935,0.038015164,0.0055914037
1,2025-02-19,0.0046082954,0.004608295,0.96710867,0.011273478,0.021617906
1,2025-02-20,0.004608295,0.004608294,0.82044256,0.013199314,0.16635814
1,2025-02-21,0.004608295,0.0046082945,0.43287602,2.194763e-06,0.5671218
1,2025-02-24,0.0046082945,0.0046082945,0.9725558,0.024196576,0.0032475928
1,2025-02-25,0.0046082954,0.0046082945,0.03155831,0.7983667,0.17007497
1,2025-02-26,0.004608294,0.0046082945,0.9998845,5.767586e-05,5.7814694e-05
1,2025-02-27,0.004608296,0.004608295,0.5522157,0.35548562,0.09229867
1,2025-02-28,0.0046082945,0.0046082945,0.049914166,0.8551945,0.09489128
1,2025-03-03,0.004608295,0.004608295,7.867398e-08,0.99999994,7.4757025e-08
1,2025-03-04,0.004608295,0.004608295,0.9999698,1.51540335e-05,1.5000751e-05
1,2025-03-05,0.0046082954,0.0046082945,0.5264234,0.43716776,0.036408868
1,2025-03-06,0.0046082945,0.0046082954,0.99979436,9.330558e-05,0.000112255206
