date,nodes,pos_edges,neg_edges
2020-05-08,200,6520,1908
2020-05-11,200,13440,2408
2020-05-12,200,17686,2828
2020-05-13,200,18188,3108
2020-05-14,200,18488,3510
2020-05-15,200,16322,2300
2020-05-18,200,13972,2730
2020-05-19,200,12798,2924
2020-05-20,200,13458,2960
2020-05-21,200,14206,3058
2020-05-22,200,13624,3066
2020-05-26,200,12948,2914
2020-05-27,200,12724,3002
2020-05-28,200,12850,3262
2020-05-29,200,12950,3650
2020-06-01,200,12200,4010
2020-06-02,200,11676,3864
2020-06-03,200,11734,3688
2020-06-04,200,12384,3776
2020-06-05,200,13240,3706
2020-06-08,200,13892,3618
2020-06-09,200,14142,3712
2020-06-10,200,14412,3972
2020-06-11,200,14864,4178
2020-06-12,200,15212,4124
2020-06-15,200,15880,4094
2020-06-16,200,16068,4174
2020-06-17,200,16224,4218
2020-06-18,200,16558,4220
2020-06-19,200,16876,4456
2020-06-22,200,16724,4526
2020-06-23,200,16414,4658
2020-06-24,200,16184,4774
2020-06-25,200,16106,4718
2020-06-26,200,15842,4706
2020-06-29,200,15204,4566
2020-06-30,200,14548,4540
2020-07-01,200,13822,4562
2020-07-02,200,13306,4840
2020-07-06,200,12890,4864
2020-07-07,200,12052,4978
2020-07-08,200,11128,5512
2020-07-09,200,10248,6338
2020-07-10,200,9498,7610
2020-07-13,200,8954,8020
2020-07-14,200,8110,8378
2020-07-15,200,7910,8570
2020-07-16,200,7928,8788
2020-07-17,200,8092,8682
2020-07-20,200,8042,8636
2020-07-21,200,7940,8584
2020-07-22,200,7966,8120
2020-07-23,200,8010,7880
2020-07-24,200,8068,7464
2020-07-27,200,8024,7388
2020-07-28,200,7982,7428
2020-07-29,200,7886,7550
2020-07-30,200,7656,7290
2020-07-31,200,7448,7032
2020-08-03,200,7280,6986
2020-08-04,200,6892,7002
2020-08-05,200,6616,6858
2020-08-06,200,6540,6476
2020-08-07,200,6532,6136
2020-08-10,200,6694,5962
2020-08-11,200,6744,5924
2020-08-12,200,6928,6026
2020-08-13,200,7012,6222
2020-08-14,200,6894,6072
2020-08-17,200,6760,6116
2020-08-18,200,6652,6340
2020-08-19,200,6436,6800
2020-08-20,200,6340,7166
2020-08-21,200,6306,7454
2020-08-24,200,6302,7588
2020-08-25,200,6326,7594
2020-08-26,200,6470,7640
2020-08-27,200,6610,7690
2020-08-28,200,6826,7792
2020-08-31,200,6942,7988
2020-09-01,200,7036,8068
2020-09-02,200,7060,8198
2020-09-03,200,7220,8648
2020-09-04,200,7220,8824
2020-09-08,200,7198,8782
2020-09-09,200,7326,8660
2020-09-10,200,7550,8746
2020-09-11,200,7812,8516
2020-09-14,200,7956,8292
2020-09-15,200,8002,8244
2020-09-16,200,7966,8226
2020-09-17,200,7778,8022
2020-09-18,200,7584,7846
2020-09-21,200,7486,7786
2020-09-22,200,7504,7742
2020-09-23,200,7518,7572
2020-09-24,200,7444,7158
2020-09-25,200,7558,6624
2020-09-28,200,7676,6268
2020-09-29,200,7730,5958
2020-09-30,200,7700,5756
2020-10-01,200,7780,5594
2020-10-02,200,8020,5894
2020-10-05,200,7994,5980
2020-10-06,200,8082,5932
2020-10-07,200,8100,6046
2020-10-08,200,8194,5880
2020-10-09,200,8420,5544
2020-10-12,200,8646,5330
2020-10-13,200,9196,5094
2020-10-14,200,9858,4644
2020-10-15,200,10594,4372
2020-10-16,200,10984,4028
2020-10-19,200,11636,3996
2020-10-20,200,12006,4004
2020-10-21,200,12210,4000
2020-10-22,200,12160,3942
2020-10-23,200,11856,4186
2020-10-26,200,11622,4402
2020-10-27,200,11322,4464
2020-10-28,200,11120,4464
2020-10-29,200,11244,4310
2020-10-30,200,11712,3972
2020-11-02,200,12224,3526
2020-11-03,200,12490,3312
2020-11-04,200,12554,3162
2020-11-05,200,12468,3152
2020-11-06,200,12020,2978
2020-11-09,200,11302,2966
2020-11-10,200,11226,3024
2020-11-11,200,10896,3172
2020-11-12,200,10434,3372
2020-11-13,200,10018,3386
2020-11-16,200,9824,3464
2020-11-17,200,10042,3640
2020-11-18,200,10336,3676
2020-11-19,200,10542,3666
2020-11-20,200,10756,3646
2020-11-23,200,10926,3588
2020-11-24,200,11030,3484
2020-11-25,200,11146,3414
2020-11-27,200,11334,3452
2020-11-30,200,11510,3518
2020-12-01,200,11636,3680
2020-12-02,200,11960,3750
2020-12-03,200,12260,3856
2020-12-04,200,12536,3838
2020-12-07,200,12858,3868
2020-12-08,200,13348,3840
2020-12-09,200,13884,3964
2020-12-10,200,14750,3776
2020-12-11,200,15396,3826
2020-12-14,200,15680,3820
2020-12-15,200,15862,3860
2020-12-16,200,16226,3944
2020-12-17,200,16184,3978
2020-12-18,200,16092,3862
2020-12-21,200,15712,3668
2020-12-22,200,15280,3536
2020-12-23,200,14394,3522
2020-12-24,200,13646,3678
2020-12-28,200,12998,3826
2020-12-29,200,12442,4092
2020-12-30,200,11976,4332
2020-12-31,200,11274,4492
2021-01-04,200,10614,4608
2021-01-05,200,9806,4862
2021-01-06,200,9140,5198
2021-01-07,200,8578,5484
2021-01-08,200,8166,5492
2021-01-11,200,8012,5488
2021-01-12,200,7816,5388
2021-01-13,200,8022,5306
2021-01-14,200,8074,5124
2021-01-15,200,8102,5030
2021-01-19,200,8062,5120
2021-01-20,200,7946,5272
2021-01-21,200,7822,5358
2021-01-22,200,7866,5306
2021-01-25,200,7952,5420
2021-01-26,200,8028,5566
2021-01-27,200,8194,5624
2021-01-28,200,8362,5714
2021-01-29,200,8370,5738
2021-02-01,200,8288,5632
2021-02-02,200,8322,5538
2021-02-03,200,8312,5362
2021-02-04,200,8478,5310
2021-02-05,200,8720,5230
2021-02-08,200,8794,5052
2021-02-09,200,8842,4916
2021-02-10,200,8948,4652
2021-02-11,200,8998,4418
2021-02-12,200,8978,4252
2021-02-16,200,8796,4246
2021-02-17,200,8740,4120
2021-02-18,200,8876,4200
2021-02-19,200,8706,4260
2021-02-22,200,8628,4430
2021-02-23,200,8576,4492
2021-02-24,200,8574,4486
2021-02-25,200,8548,4550
2021-02-26,200,8926,4572
2021-03-01,200,9412,4538
2021-03-02,200,9674,4484
2021-03-03,200,9932,4582
2021-03-04,200,10212,4676
2021-03-05,200,10536,4752
2021-03-08,200,10792,4990
2021-03-09,200,10926,5176
2021-03-10,200,10766,5542
2021-03-11,200,10708,5970
2021-03-12,200,10472,6378
2021-03-15,200,10224,6720
2021-03-16,200,9878,6958
2021-03-17,200,9706,7176
2021-03-18,200,9694,7350
2021-03-19,200,9562,7374
2021-03-22,200,9428,7576
2021-03-23,200,9490,7686
2021-03-24,200,9444,7704
2021-03-25,200,9368,7482
2021-03-26,200,9428,7104
2021-03-29,200,9250,6628
2021-03-30,200,9248,6330
2021-03-31,200,9290,5938
2021-04-01,200,9278,5594
2021-04-05,200,9058,5562
2021-04-06,200,8906,5688
2021-04-07,200,9018,5898
2021-04-08,200,8902,5804
2021-04-09,200,8854,5608
2021-04-12,200,8714,5490
2021-04-13,200,8722,5414
2021-04-14,200,8588,5564
2021-04-15,200,8464,5874
2021-04-16,200,8322,6162
2021-04-19,200,8188,6516
2021-04-20,200,8068,6688
2021-04-21,200,7782,6746
2021-04-22,200,7788,6738
2021-04-23,200,7550,6728
2021-04-26,200,7198,6956
2021-04-27,200,6828,6858
2021-04-28,200,6606,6826
2021-04-29,200,6314,7008
2021-04-30,200,6106,7000
2021-05-03,200,5872,6804
2021-05-04,200,5712,6864
2021-05-05,200,5604,6760
2021-05-06,200,5534,6484
2021-05-07,200,5656,6598
2021-05-10,200,5754,6606
2021-05-11,200,6088,6744
2021-05-12,200,6720,6674
2021-05-13,200,7186,6468
2021-05-14,200,7736,6486
2021-05-17,200,8366,6402
2021-05-18,200,8772,6324
2021-05-19,200,9110,6422
2021-05-20,200,9412,6602
2021-05-21,200,9492,6614
2021-05-24,200,9616,6546
2021-05-25,200,9708,6556
2021-05-26,200,9768,6648
2021-05-27,200,9828,6780
2021-05-28,200,10036,7014
2021-06-01,200,10272,7142
2021-06-02,200,10494,7178
2021-06-03,200,10574,7044
2021-06-04,200,10548,6934
2021-06-07,200,10490,6828
2021-06-08,200,10558,6594
2021-06-09,200,10472,6262
2021-06-10,200,10066,5836
2021-06-11,200,9586,5546
2021-06-14,200,9072,5480
2021-06-15,200,8818,5288
2021-06-16,200,8564,5104
2021-06-17,200,8266,5060
2021-06-18,200,8164,5332
2021-06-21,200,8178,5466
2021-06-22,200,8210,5674
2021-06-23,200,8056,5830
2021-06-24,200,7838,5984
2021-06-25,200,7768,5984
2021-06-28,200,7786,6096
2021-06-29,200,7682,6300
2021-06-30,200,7566,6510
2021-07-01,200,7448,6740
2021-07-02,200,7458,6824
2021-07-06,200,7464,6898
2021-07-07,200,7362,7074
2021-07-08,200,7302,7294
2021-07-09,200,7450,7330
2021-07-12,200,7400,7352
2021-07-13,200,7166,7308
2021-07-14,200,7002,7466
2021-07-15,200,7066,7554
2021-07-16,200,7136,7516
2021-07-19,200,7250,7342
2021-07-20,200,7682,7072
2021-07-21,200,7956,6788
2021-07-22,200,8150,6350
2021-07-23,200,8330,6114
2021-07-26,200,8438,5974
