date,nodes,pos_edges,neg_edges
2023-05-02,200,6606,2036
2023-05-03,200,8364,4908
2023-05-04,200,9224,7288
2023-05-05,200,9590,7850
2023-05-08,200,9986,8236
2023-05-09,200,6666,7992
2023-05-10,200,6234,7720
2023-05-11,200,6416,7442
2023-05-12,200,6750,7852
2023-05-15,200,7038,8250
2023-05-16,200,6366,8332
2023-05-17,200,6304,8364
2023-05-18,200,6416,8340
2023-05-19,200,6636,8562
2023-05-22,200,6850,8846
2023-05-23,200,6438,8904
2023-05-24,200,6494,8822
2023-05-25,200,6462,8952
2023-05-26,200,6526,9314
2023-05-30,200,6656,9630
2023-05-31,200,6148,9622
2023-06-01,200,6066,9514
2023-06-02,200,6202,9506
2023-06-05,200,6416,9774
2023-06-06,200,6534,9900
2023-06-07,200,6320,9764
2023-06-08,200,6396,9280
2023-06-09,200,6604,8876
2023-06-12,200,6928,8550
2023-06-13,200,7178,8348
2023-06-14,200,7272,7976
2023-06-15,200,7548,7574
2023-06-16,200,7752,7352
2023-06-20,200,8004,7208
2023-06-21,200,8228,7226
2023-06-22,200,8422,7404
2023-06-23,200,8648,7504
2023-06-26,200,8614,7360
2023-06-27,200,8698,7346
2023-06-28,200,8774,7210
2023-06-29,200,8814,6956
2023-06-30,200,9084,6888
2023-07-03,200,9482,6812
2023-07-05,200,9484,6654
2023-07-06,200,9504,6522
2023-07-07,200,9420,6350
2023-07-10,200,9238,6238
2023-07-11,200,9042,6184
2023-07-12,200,8986,6198
2023-07-13,200,9408,5938
2023-07-14,200,10110,5608
2023-07-17,200,10696,5062
2023-07-18,200,10898,4612
2023-07-19,200,11164,4340
2023-07-20,200,11566,4188
2023-07-21,200,11608,3946
2023-07-24,200,11850,3740
2023-07-25,200,12274,3682
2023-07-26,200,12576,3608
2023-07-27,200,12676,3658
2023-07-28,200,12884,3648
2023-07-31,200,13036,3624
2023-08-01,200,13156,3470
2023-08-02,200,13170,3306
2023-08-03,200,12980,3244
2023-08-04,200,12872,3288
2023-08-07,200,12678,3262
2023-08-08,200,12342,3248
2023-08-09,200,12032,3290
2023-08-10,200,11340,3784
2023-08-11,200,10564,4564
2023-08-14,200,9780,4944
2023-08-15,200,9286,5252
2023-08-16,200,8924,5694
2023-08-17,200,8872,6198
2023-08-18,200,8900,6184
2023-08-21,200,9202,6268
2023-08-22,200,9510,6370
2023-08-23,200,9824,6414
2023-08-24,200,10120,6254
2023-08-25,200,10340,6178
2023-08-28,200,10652,6240
2023-08-29,200,10794,6566
2023-08-30,200,11040,6810
2023-08-31,200,11170,6822
2023-09-01,200,11298,6808
2023-09-05,200,11442,6656
2023-09-06,200,11622,6368
2023-09-07,200,11636,6060
2023-09-08,200,11566,5734
2023-09-11,200,11486,5462
2023-09-12,200,11018,5272
2023-09-13,200,10610,5074
2023-09-14,200,10094,4980
2023-09-15,200,9656,4964
2023-09-18,200,9076,5082
2023-09-19,200,8376,5600
2023-09-20,200,7720,6036
2023-09-21,200,7240,6298
2023-09-22,200,7068,6394
2023-09-25,200,7380,6438
2023-09-26,200,7842,6308
2023-09-27,200,8458,5972
2023-09-28,200,8942,5550
2023-09-29,200,9358,5294
2023-10-02,200,9646,5136
2023-10-03,200,9894,5024
2023-10-04,200,10326,4810
2023-10-05,200,10978,4654
2023-10-06,200,11574,4462
2023-10-09,200,12216,4140
2023-10-10,200,12636,3742
2023-10-11,200,12902,3616
2023-10-12,200,13038,3436
2023-10-13,200,13174,3324
2023-10-16,200,13228,3236
2023-10-17,200,13216,3166
2023-10-18,200,13044,3034
2023-10-19,200,12818,3012
2023-10-20,200,12464,2918
2023-10-23,200,12190,2882
2023-10-24,200,11874,2756
2023-10-25,200,11352,2958
2023-10-26,200,11112,3140
2023-10-27,200,11154,3288
2023-10-30,200,11196,3304
2023-10-31,200,11112,3340
2023-11-01,200,10932,3540
2023-11-02,200,10668,3860
2023-11-03,200,10242,4086
2023-11-06,200,9812,4174
2023-11-07,200,9444,4154
2023-11-08,200,9338,3922
2023-11-09,200,9374,3710
2023-11-10,200,9502,3512
2023-11-13,200,9520,3514
2023-11-14,200,9618,3544
2023-11-15,200,9902,3548
2023-11-16,200,10442,3446
2023-11-17,200,10854,3340
2023-11-20,200,11038,3254
2023-11-21,200,11272,3200
2023-11-22,200,11484,3154
2023-11-24,200,11570,3154
2023-11-27,200,11688,3220
2023-11-28,200,11662,3428
2023-11-29,200,11698,3754
2023-11-30,200,11484,3962
2023-12-01,200,11474,4112
2023-12-04,200,11470,4196
2023-12-05,200,11626,4270
2023-12-06,200,11596,4410
2023-12-07,200,11706,4632
2023-12-08,200,11556,4662
2023-12-11,200,11504,4794
2023-12-12,200,11586,4846
2023-12-13,200,11628,5002
2023-12-14,200,11608,5104
2023-12-15,200,11810,5212
2023-12-18,200,11884,5190
2023-12-19,200,11664,5188
2023-12-20,200,11648,5108
2023-12-21,200,11630,5026
2023-12-22,200,11550,5016
