date,nodes,pos_edges,neg_edges
2021-12-23,200,16912,2864
2021-12-27,200,20786,5064
2021-12-28,200,21258,5508
2021-12-29,200,21666,5850
2021-12-30,200,22104,6280
2021-12-31,200,11856,5960
2022-01-03,200,10514,6044
2022-01-04,200,10686,6636
2022-01-05,200,10950,7062
2022-01-06,200,11366,7684
2022-01-07,200,9166,7624
2022-01-10,200,8940,7194
2022-01-11,200,9292,7310
2022-01-12,200,9520,7732
2022-01-13,200,9762,8272
2022-01-14,200,9262,8248
2022-01-18,200,9646,8336
2022-01-19,200,10540,8994
2022-01-20,200,11248,9292
2022-01-21,200,12128,9220
2022-01-24,200,12886,8452
2022-01-25,200,13596,7952
2022-01-26,200,14458,7404
2022-01-27,200,15402,6918
2022-01-28,200,16206,6498
2022-01-31,200,16346,6104
2022-02-01,200,16496,5938
2022-02-02,200,16718,5848
2022-02-03,200,17092,5880
2022-02-04,200,17638,5942
2022-02-07,200,17978,5726
2022-02-08,200,18220,5496
2022-02-09,200,18520,5124
2022-02-10,200,18726,4758
2022-02-11,200,19004,4220
2022-02-14,200,18786,3740
2022-02-15,200,18830,3214
2022-02-16,200,18708,2822
2022-02-17,200,18514,2492
2022-02-18,200,17918,2246
2022-02-22,200,16416,2312
2022-02-23,200,15190,2464
2022-02-24,200,14624,2470
2022-02-25,200,13558,2808
2022-02-28,200,12228,3586
2022-03-01,200,10882,3762
2022-03-02,200,10002,3878
2022-03-03,200,9304,4054
2022-03-04,200,9478,4344
2022-03-07,200,10330,4370
2022-03-08,200,11082,4528
2022-03-09,200,11262,4658
2022-03-10,200,11304,5186
2022-03-11,200,11530,5454
2022-03-14,200,12218,5438
2022-03-15,200,12818,5574
2022-03-16,200,13136,5664
2022-03-17,200,13470,5792
2022-03-18,200,13810,5696
2022-03-21,200,14174,5606
2022-03-22,200,14430,5528
2022-03-23,200,14780,5598
2022-03-24,200,14944,6166
2022-03-25,200,15008,5982
2022-03-28,200,14998,5956
2022-03-29,200,15476,5856
2022-03-30,200,16076,5564
2022-03-31,200,16436,4742
2022-04-01,200,16676,4436
2022-04-04,200,16754,3980
2022-04-05,200,16370,3582
2022-04-06,200,15868,3160
2022-04-07,200,15588,2602
2022-04-08,200,15422,2374
2022-04-11,200,15048,2466
2022-04-12,200,14836,2984
2022-04-13,200,14972,3442
2022-04-14,200,15062,3722
2022-04-18,200,15376,3954
2022-04-19,200,15484,4152
2022-04-20,200,15056,4312
2022-04-21,200,14968,4508
2022-04-22,200,15314,4612
2022-04-25,200,15730,4710
2022-04-26,200,16214,4758
2022-04-27,200,16628,4868
2022-04-28,200,17040,5040
2022-04-29,200,17390,5164
2022-05-02,200,17734,5240
2022-05-03,200,17776,5316
2022-05-04,200,17748,5216
2022-05-05,200,17754,5064
2022-05-06,200,17890,4936
2022-05-09,200,18220,4792
2022-05-10,200,18468,4544
2022-05-11,200,19146,4010
2022-05-12,200,20144,3496
2022-05-13,200,20580,3200
2022-05-16,200,20764,2996
2022-05-17,200,20770,2732
2022-05-18,200,20820,2514
2022-05-19,200,20994,2324
2022-05-20,200,20830,2184
2022-05-23,200,20232,2136
2022-05-24,200,19508,2080
2022-05-25,200,18742,2100
2022-05-26,200,17894,2168
2022-05-27,200,17334,2186
2022-05-31,200,16864,2278
2022-06-01,200,16736,2304
2022-06-02,200,16680,2224
2022-06-03,200,16652,2230
2022-06-06,200,16460,2260
2022-06-07,200,15940,2366
2022-06-08,200,15358,2536
2022-06-09,200,14194,2970
2022-06-10,200,12830,3880
2022-06-13,200,12522,3848
2022-06-14,200,12974,3598
2022-06-15,200,13296,3318
2022-06-16,200,14474,2762
2022-06-17,200,15396,1920
2022-06-21,200,16000,1832
2022-06-22,200,16556,1728
2022-06-23,200,16850,1658
2022-06-24,200,17230,1696
2022-06-27,200,17408,1662
2022-06-28,200,17706,1618
2022-06-29,200,17898,1604
2022-06-30,200,18110,1566
2022-07-01,200,18182,1540
2022-07-05,200,18352,1532
2022-07-06,200,18546,1728
2022-07-07,200,18676,1974
2022-07-08,200,18846,2664
2022-07-11,200,18490,3134
2022-07-12,200,18264,3238
2022-07-13,200,17714,3642
2022-07-14,200,16772,3994
2022-07-15,200,15624,4034
2022-07-18,200,13970,4868
2022-07-19,200,12522,5768
2022-07-20,200,11466,5974
2022-07-21,200,10668,6222
2022-07-22,200,10314,6526
2022-07-25,200,10246,6198
2022-07-26,200,10220,5892
2022-07-27,200,9988,6028
2022-07-28,200,9768,6086
2022-07-29,200,9632,6090
2022-08-01,200,9540,6284
2022-08-02,200,9600,6328
2022-08-03,200,9790,6240
2022-08-04,200,9938,6172
2022-08-05,200,10014,6140
2022-08-08,200,10564,5930
2022-08-09,200,10752,5748
2022-08-10,200,11046,5680
2022-08-11,200,11618,5608
2022-08-12,200,12214,5534
2022-08-15,200,12876,5330
2022-08-16,200,13492,5146
2022-08-17,200,13818,5018
2022-08-18,200,14264,5140
2022-08-19,200,14460,5170
2022-08-22,200,14446,5092
2022-08-23,200,14492,5012
2022-08-24,200,14542,4962
2022-08-25,200,14456,4722
2022-08-26,200,14558,4400
2022-08-29,200,15140,4264
2022-08-30,200,15984,4176
2022-08-31,200,16538,3950
2022-09-01,200,16970,3728
2022-09-02,200,17304,3476
2022-09-06,200,17672,3368
2022-09-07,200,18052,3352
2022-09-08,200,17984,3290
2022-09-09,200,17672,3278
2022-09-12,200,17390,3382
2022-09-13,200,16886,3658
2022-09-14,200,16296,4022
2022-09-15,200,15920,4232
2022-09-16,200,15760,4428
2022-09-19,200,15786,4482
2022-09-20,200,15878,4422
2022-09-21,200,16414,4206
2022-09-22,200,17746,3888
2022-09-23,200,19812,3358
2022-09-26,200,21642,2830
2022-09-27,200,23010,2218
2022-09-28,200,23660,1806
2022-09-29,200,24326,1666
2022-09-30,200,24786,1692
2022-10-03,200,25224,1732
2022-10-04,200,25344,1792
2022-10-05,200,25448,1806
2022-10-06,200,25484,1844
2022-10-07,200,25454,1800
2022-10-10,200,25398,1752
2022-10-11,200,25354,1604
2022-10-12,200,25470,1516
2022-10-13,200,25536,1412
2022-10-14,200,25076,1380
2022-10-17,200,24482,1370
2022-10-18,200,23822,1300
2022-10-19,200,23166,1294
2022-10-20,200,21878,1328
2022-10-21,200,20262,1570
2022-10-24,200,18404,2062
2022-10-25,200,16566,2614
2022-10-26,200,15028,2978
2022-10-27,200,13788,3520
2022-10-28,200,12612,4074
2022-10-31,200,12158,4422
2022-11-01,200,12168,4526
2022-11-02,200,12082,4656
2022-11-03,200,11890,4654
2022-11-04,200,11672,4592
2022-11-07,200,11272,4660
2022-11-08,200,10708,5066
2022-11-09,200,10148,5486
2022-11-10,200,9762,5862
2022-11-11,200,9722,5856
2022-11-14,200,9962,5708
2022-11-15,200,10440,5384
2022-11-16,200,10720,5060
2022-11-17,200,10920,4792
2022-11-18,200,11136,4746
2022-11-21,200,11368,4696
2022-11-22,200,11458,4856
2022-11-23,200,11410,5124
2022-11-25,200,11234,5458
2022-11-28,200,11162,5794
2022-11-29,200,11062,6418
2022-11-30,200,10890,7002
2022-12-01,200,10942,7176
2022-12-02,200,11118,7114
2022-12-05,200,11252,6960
2022-12-06,200,11236,6670
2022-12-07,200,11174,6166
2022-12-08,200,11320,6180
2022-12-09,200,11194,6054
2022-12-12,200,10740,6036
2022-12-13,200,10166,6132
2022-12-14,200,9774,6970
2022-12-15,200,9582,7158
2022-12-16,200,9978,7188
2022-12-19,200,10426,7096
2022-12-20,200,11082,6760
2022-12-21,200,11490,6150
2022-12-22,200,12062,5814
2022-12-23,200,12490,5666
2022-12-27,200,12902,5528
2022-12-28,200,13210,5360
2022-12-29,200,13388,5138
2022-12-30,200,13556,5350
2023-01-03,200,13598,5596
2023-01-04,200,13650,5808
2023-01-05,200,13480,5880
2023-01-06,200,13394,5768
2023-01-09,200,13440,5398
2023-01-10,200,13550,5044
2023-01-11,200,13958,4710
2023-01-12,200,15010,4792
2023-01-13,200,15862,4640
2023-01-17,200,16496,4364
2023-01-18,200,16740,4194
2023-01-19,200,16590,4108
