date,nodes,pos_edges,neg_edges
2025-02-21,200,3574,2186
2025-02-24,200,3720,2318
2025-02-25,200,6826,11016
2025-02-26,200,4702,2702
2025-02-27,200,5014,2880
2025-02-28,200,5324,2798
2025-03-03,200,5648,2758
2025-03-04,200,5934,2750
2025-03-05,200,6526,2570
2025-03-06,200,10794,11348
2025-02-21,200,3574,2186
2025-02-24,200,6748,10508
2025-02-25,200,9370,22578
2025-02-26,200,4702,2702
2025-02-27,200,8110,12466
2025-02-28,200,5324,2798
2025-03-03,200,8956,12618
2025-02-21,200,3574,2186
2025-02-24,200,6748,7544
2025-02-25,200,9350,13330
2025-02-21,200,3574,2186
2025-02-24,200,5570,3670
2025-02-25,200,7226,4982
2025-02-26,200,6086,4110
2025-02-27,200,6700,4560
2025-02-28,200,7276,4818
2025-03-03,200,6062,3496
2025-03-04,200,6598,3600
2025-03-05,200,7226,3726
2025-03-06,200,7836,4056
2025-02-21,200,3574,2186
2025-02-24,200,3720,2318
2025-02-25,200,4084,2510
2025-02-26,200,4702,2702
2025-02-27,200,5014,2880
2025-02-28,200,7406,4236
2025-03-03,200,8706,5118
2025-03-04,200,9254,5344
2025-03-05,200,9838,5534
2025-03-06,200,7710,4000
2025-02-21,200,3574,2186
2025-02-24,200,5570,3670
2025-02-25,200,7226,4982
2025-02-26,200,4702,2702
2025-02-27,200,6956,4214
2025-02-28,200,8472,5044
2025-03-03,200,8908,5410
2025-03-04,200,9426,5608
2025-03-05,200,7484,4124
2025-03-06,200,7544,3758
2025-02-21,200,3574,2186
2025-02-24,200,5570,3670
2025-02-25,200,7226,4982
2025-02-26,200,8006,5506
2025-02-27,200,8486,5856
2025-02-28,200,7070,4632
2025-03-03,200,6754,4222
2025-03-04,200,6812,3810
2025-03-05,200,7298,3850
2025-03-06,200,7782,4018
2025-02-21,200,3574,2186
2025-02-24,200,5570,3670
2025-02-25,200,7226,4982
2025-02-26,200,8006,5506
2025-02-27,200,8486,5856
2025-02-28,200,7070,4632
2025-03-03,200,6754,4222
2025-03-04,200,6812,3810
2025-03-05,200,7298,3850
2025-03-06,200,7782,4018
2025-02-21,200,3574,2186
2025-02-24,200,5570,5630
2025-02-25,200,7268,8822
2025-02-26,200,8010,9760
2025-02-27,200,8488,10290
2025-02-28,200,7072,9780
2025-03-03,200,6800,8912
2025-03-04,200,6888,7998
2025-03-05,200,7436,8084
2025-03-06,200,7958,8434
2020-05-08,200,6520,1908
2020-05-11,200,13418,1994
2020-05-12,200,18038,2184
2020-05-13,200,18412,2246
2020-05-14,200,18698,2418
2020-05-15,200,16464,826
2020-05-18,200,14058,1154
2020-05-19,200,12788,1268
2020-05-20,200,13488,1326
2020-05-21,200,14256,1374
2020-05-22,200,13616,1366
2020-05-26,200,12912,1298
2020-05-27,200,12658,1290
2020-05-28,200,12918,1312
2020-05-29,200,12938,1498
2020-06-01,200,12244,1596
2020-06-02,200,11822,1480
2020-06-03,200,11918,1396
2020-06-04,200,12664,1462
2020-06-05,200,13502,1416
2020-06-08,200,14158,1430
2020-06-09,200,14594,1560
2020-06-10,200,14728,1874
2020-06-11,200,15224,2046
2020-06-12,200,15850,2020
2020-06-15,200,16208,2120
2020-06-16,200,16556,2276
2020-06-17,200,16534,2184
2020-06-18,200,16860,2208
2020-06-19,200,17042,2320
2020-06-22,200,16850,2260
2020-06-23,200,16570,2210
2020-06-24,200,16330,2296
2020-06-25,200,15948,2338
2020-06-26,200,15640,2282
2020-06-29,200,15116,2192
2020-06-30,200,14134,2038
2020-07-01,200,13440,1894
2020-07-02,200,12990,1856
2020-07-06,200,12474,1842
2020-07-07,200,11618,1876
2020-07-08,200,10636,2264
2020-07-09,200,9862,2794
2020-07-10,200,9110,3632
2020-07-13,200,8688,3852
2020-07-14,200,7934,4084
2020-07-15,200,7762,4250
2020-07-16,200,7736,4196
2020-07-17,200,7790,3986
2020-07-20,200,7778,4008
2020-07-21,200,7742,3928
2020-07-22,200,7626,3752
2020-07-23,200,7748,3724
2020-07-24,200,7864,3512
2020-07-27,200,7852,3446
2020-07-28,200,7904,3628
2020-07-29,200,7742,3606
2020-07-30,200,7548,3364
2020-07-31,200,7468,3216
2020-08-03,200,7244,3164
2020-08-04,200,6916,3038
2020-08-05,200,6718,2734
2020-08-06,200,6624,2540
2020-08-07,200,6774,2268
2020-08-10,200,6960,2234
2020-08-11,200,7080,2018
2020-08-12,200,7188,2108
2020-08-13,200,7146,2260
2020-08-14,200,6876,2276
2020-08-17,200,6756,2284
2020-08-18,200,6634,2502
2020-08-19,200,6462,2674
2020-08-20,200,6374,3092
2020-08-21,200,6216,3340
2020-08-24,200,6124,3444
2020-08-25,200,6106,3484
2020-08-26,200,6256,3576
2020-08-27,200,6402,3572
2020-08-28,200,6526,3692
2020-08-31,200,6588,3792
2020-09-01,200,6616,3766
2020-09-02,200,6622,3936
2020-09-03,200,6698,4290
2020-09-04,200,6696,4336
2020-09-08,200,6706,4366
2020-09-09,200,6858,4434
2020-09-10,200,7020,4338
2020-09-11,200,7240,3970
2020-09-14,200,7318,3772
2020-09-15,200,7438,3672
2020-09-16,200,7244,3584
2020-09-17,200,7050,3434
2020-09-18,200,6902,3236
2020-09-21,200,6836,3142
2020-09-22,200,6780,3028
2020-09-23,200,6710,2940
2020-09-24,200,6738,2816
2020-09-25,200,6780,2568
2020-09-28,200,6838,2414
2020-09-29,200,6838,2310
2020-09-30,200,6848,2176
2020-10-01,200,6962,2198
2020-10-02,200,7106,2444
2020-10-05,200,7058,2490
2020-10-06,200,7254,2494
2020-10-07,200,7168,2524
2020-10-08,200,7252,2382
2020-10-09,200,7296,2120
2020-10-12,200,7486,2034
2020-10-13,200,7844,1888
2020-10-14,200,8432,1672
2020-10-15,200,8986,1558
2020-10-16,200,9350,1438
2020-10-19,200,9886,1514
2020-10-20,200,10076,1502
2020-10-21,200,10318,1532
2020-10-22,200,10296,1542
2020-10-23,200,10038,1502
2020-10-26,200,9778,1402
2020-10-27,200,9614,1404
2020-10-28,200,9408,1380
2020-10-29,200,9602,1274
2020-10-30,200,9848,1156
2020-11-02,200,10220,1048
2020-11-03,200,10392,1030
2020-11-04,200,10484,1040
2020-11-05,200,10186,1028
2020-11-06,200,9786,972
2020-11-09,200,9246,938
2020-11-10,200,8854,952
2020-11-11,200,8510,958
2020-11-12,200,8158,950
2020-11-13,200,7794,976
2020-11-16,200,7742,1006
2020-11-17,200,8044,1018
2020-11-18,200,8322,998
2020-11-19,200,8442,1040
2020-11-20,200,8632,1062
2020-11-23,200,8794,1086
2020-11-24,200,8842,1048
2020-11-25,200,9062,1034
2020-11-27,200,9228,1028
2020-11-30,200,9434,992
2020-12-01,200,9636,1064
2020-12-02,200,9902,1212
2020-12-03,200,10250,1272
2020-12-04,200,10494,1244
2020-12-07,200,10698,1262
2020-12-08,200,11036,1272
2020-12-09,200,11682,1262
2020-12-10,200,12426,1184
2020-12-11,200,12854,1240
2020-12-14,200,13026,1282
2020-12-15,200,13292,1248
2020-12-16,200,13464,1308
2020-12-17,200,13350,1398
2020-12-18,200,13256,1360
2020-12-21,200,12992,1290
2020-12-22,200,12446,1240
2020-12-23,200,11692,1156
2020-12-24,200,10994,1194
2020-12-28,200,10388,1250
2020-12-29,200,9870,1360
2020-12-30,200,9398,1422
2020-12-31,200,8742,1440
2021-01-04,200,8122,1462
2021-01-05,200,7434,1432
2021-01-06,200,6996,1518
2021-01-07,200,6592,1566
2021-01-08,200,6242,1618
2021-01-11,200,6050,1570
2021-01-12,200,6030,1686
2021-01-13,200,6182,1654
2021-01-14,200,6146,1620
2021-01-15,200,6246,1550
2021-01-19,200,6214,1582
2021-01-20,200,6122,1608
2021-01-21,200,6190,1602
2021-01-22,200,6222,1592
2021-01-25,200,6464,1642
2021-01-26,200,6500,1730
2021-01-27,200,6662,1782
2021-01-28,200,6776,1814
2021-01-29,200,6868,1820
2021-02-01,200,6814,1804
2021-02-02,200,6840,1820
2021-02-03,200,6832,1762
2021-02-04,200,6922,1754
2021-02-05,200,7138,1724
2021-02-08,200,7184,1642
2021-02-09,200,7132,1556
2021-02-10,200,7178,1472
2021-02-11,200,7088,1370
2021-02-12,200,7018,1262
2021-02-16,200,6832,1230
2021-02-17,200,6766,1176
2021-02-18,200,6882,1120
2021-02-19,200,6730,1178
2021-02-22,200,6696,1194
2021-02-23,200,6614,1204
2021-02-24,200,6570,1164
2021-02-25,200,6554,1216
2021-02-26,200,7040,1266
2021-03-01,200,7104,1298
2021-03-02,200,7176,1398
2021-03-03,200,7350,1494
2021-03-04,200,7498,1560
2021-03-05,200,7704,1618
2021-03-08,200,7788,1804
2021-03-09,200,7770,1890
2021-03-10,200,7542,2072
2021-03-11,200,7440,2288
2021-03-12,200,7164,2344
2021-03-15,200,6974,2390
2021-03-16,200,6762,2512
2021-03-17,200,6780,2722
2021-03-18,200,6734,2782
2021-03-19,200,6660,2854
2021-03-22,200,6730,3024
2021-03-23,200,6864,3056
2021-03-24,200,6868,2904
2021-03-25,200,6924,2692
2021-03-26,200,6824,2516
2021-03-29,200,6718,2236
2021-03-30,200,6594,1992
2021-03-31,200,6558,1722
2021-04-01,200,6464,1596
2021-04-05,200,6272,1636
2021-04-06,200,6252,1616
2021-04-07,200,6364,1646
2021-04-08,200,6150,1594
2021-04-09,200,6030,1556
2021-04-12,200,5928,1432
2021-04-13,200,5894,1402
2021-04-14,200,5670,1492
2021-04-15,200,5532,1560
2021-04-16,200,5364,1822
2021-04-19,200,5272,1898
2021-04-20,200,5178,2016
2021-04-21,200,5118,2054
2021-04-22,200,5080,2102
2021-04-23,200,4906,2208
2021-04-26,200,4702,2254
2021-04-27,200,4474,2228
2021-04-28,200,4328,2278
2021-04-29,200,4332,2368
2021-04-30,200,4238,2250
2021-05-03,200,4154,2198
2021-05-04,200,4072,2224
2021-05-05,200,3996,2122
2021-05-06,200,4042,2074
2021-05-07,200,4110,2068
2021-05-10,200,4184,2156
2021-05-11,200,4550,2306
2021-05-12,200,4816,2396
2021-05-13,200,5308,2346
2021-05-14,200,5872,2302
2021-05-17,200,6188,2284
2021-05-18,200,6448,2212
2021-05-19,200,6798,2256
2021-05-20,200,6882,2352
2021-05-21,200,6958,2454
2021-05-24,200,7078,2492
2021-05-25,200,7178,2530
2021-05-26,200,7236,2622
2021-05-27,200,7286,2728
2021-05-28,200,7330,2762
2021-06-01,200,7606,2794
2021-06-02,200,7692,2740
2021-06-03,200,7780,2618
2021-06-04,200,7758,2418
2021-06-07,200,7742,2226
2021-06-08,200,7736,2084
2021-06-09,200,7732,1850
2021-06-10,200,7340,1524
2021-06-11,200,7014,1468
2021-06-14,200,6678,1370
2021-06-15,200,6514,1290
2021-06-16,200,6340,1292
2021-06-17,200,6142,1280
2021-06-18,200,5894,1336
2021-06-21,200,5922,1390
2021-06-22,200,5870,1524
2021-06-23,200,5602,1608
2021-06-24,200,5484,1658
2021-06-25,200,5388,1622
2021-06-28,200,5294,1644
2021-06-29,200,5148,1702
2021-06-30,200,5012,1890
2021-07-01,200,4900,2110
2021-07-02,200,4866,2160
2021-07-06,200,4720,2220
2021-07-07,200,4544,2294
2021-07-08,200,4460,2378
2021-07-09,200,4430,2324
2021-07-12,200,4374,2318
2021-07-13,200,4214,2418
2021-07-14,200,4208,2514
2021-07-15,200,4282,2524
2021-07-16,200,4376,2550
2021-07-19,200,4544,2512
2021-07-20,200,4870,2388
2021-07-21,200,5072,2216
2021-07-22,200,5194,2016
2021-07-23,200,5322,1990
2021-07-26,200,5432,1956
2021-07-27,200,5430,1944
2021-07-28,200,5456,1920
2021-07-29,200,5602,1944
2021-07-30,200,5668,1898
2021-08-02,200,5608,1910
2021-08-03,200,5542,1894
2021-08-04,200,5530,1888
2021-08-05,200,5414,1832
2021-08-06,200,5162,1778
2021-08-09,200,4972,1746
2021-08-10,200,4780,1658
2021-08-11,200,4474,1544
2021-08-12,200,4178,1516
2021-08-13,200,3936,1432
2021-08-16,200,3660,1486
2021-08-17,200,3372,1822
2021-08-18,200,3286,1904
2021-08-19,200,3208,1814
2021-08-20,200,3412,1772
2021-08-23,200,3602,1784
2021-08-24,200,3722,1706
2021-08-25,200,3890,1698
2021-08-26,200,3964,1670
2021-08-27,200,4020,1756
2021-08-30,200,4062,1730
2021-08-31,200,4178,1628
2021-09-01,200,4228,1568
2021-09-02,200,4382,1582
2021-09-03,200,4460,1552
2021-09-07,200,4548,1578
2021-09-08,200,4644,1486
2021-09-09,200,4706,1418
2021-09-10,200,4756,1384
2021-09-13,200,4852,1362
2021-09-14,200,4832,1304
2021-09-15,200,4736,1182
2021-09-16,200,4604,1162
2021-09-17,200,4366,1240
2021-09-20,200,4102,1476
2021-09-21,200,4094,1632
2021-09-22,200,4182,1710
2021-09-23,200,4030,1698
2021-09-24,200,3952,1676
2021-09-27,200,3966,1564
2021-09-28,200,3982,1524
2021-09-29,200,3990,1496
2021-09-30,200,4020,1542
2021-10-01,200,4010,1576
2021-10-04,200,3978,1646
2021-10-05,200,4154,1628
2021-10-06,200,4244,1658
2021-10-07,200,4430,1712
2021-10-08,200,4522,1720
2021-10-11,200,4548,1684
2021-10-12,200,4528,1642
2021-10-13,200,4506,1646
2021-10-14,200,4460,1666
2021-10-15,200,4516,1654
2021-10-18,200,4516,1658
2021-10-19,200,4332,1774
2021-10-20,200,4176,1930
2021-10-21,200,4108,1884
2021-10-22,200,4188,1886
2021-10-25,200,4232,1906
2021-10-26,200,4336,2086
2021-10-27,200,4282,2040
2021-10-28,200,4166,2048
2021-10-29,200,3998,2064
2021-11-01,200,3914,2036
2021-11-02,200,3834,2016
2021-11-03,200,3784,2046
2021-11-04,200,3742,2094
2021-11-05,200,3708,2086
2021-11-08,200,3594,2084
2021-11-09,200,3512,1934
2021-11-10,200,3468,1930
2021-11-11,200,3450,1872
2021-11-12,200,3430,1910
2021-11-15,200,3400,1954
2021-11-16,200,3406,2016
2021-11-17,200,3358,2040
2021-11-18,200,3272,2100
2021-11-19,200,3184,2110
2021-11-22,200,3162,2066
2021-11-23,200,3106,2020
2021-11-24,200,3160,2054
2021-11-26,200,3222,2036
2021-11-29,200,3352,1946
2021-11-30,200,3518,1878
2021-12-01,200,3614,1756
2021-12-02,200,3880,1570
2021-12-03,200,4010,1458
2021-12-06,200,4210,1388
2021-12-07,200,4344,1276
2021-12-08,200,4446,1122
2021-12-09,200,4604,1046
2021-12-10,200,4724,1004
2021-12-13,200,4892,972
2021-12-14,200,5122,946
2021-12-15,200,5544,968
2021-12-16,200,5874,994
2021-12-17,200,6094,1006
2021-12-20,200,6282,1018
2021-12-21,200,6450,958
2021-12-22,200,6504,898
2021-12-23,200,6608,762
2021-12-27,200,6610,712
2021-12-28,200,6506,712
2021-12-29,200,6422,710
2021-12-30,200,6094,700
2021-12-31,200,5594,772
2022-01-03,200,5154,874
2022-01-04,200,4610,1056
2022-01-05,200,4060,1146
2022-01-06,200,3732,1152
2022-01-07,200,3500,1210
2022-01-10,200,3392,1314
2022-01-11,200,3336,1270
2022-01-12,200,3228,1250
2022-01-13,200,3142,1336
2022-01-14,200,3164,1454
2022-01-18,200,3280,1584
2022-01-19,200,3472,1604
2022-01-20,200,3752,1728
2022-01-21,200,4088,1722
2022-01-24,200,4438,1572
2022-01-25,200,4714,1402
2022-01-26,200,5014,1338
2022-01-27,200,5354,1222
2022-01-28,200,5762,1106
2022-01-31,200,5910,1040
2022-02-01,200,5994,992
2022-02-02,200,6078,952
2022-02-03,200,6160,938
2022-02-04,200,6276,928
2022-02-07,200,6516,910
2022-02-08,200,6750,812
2022-02-09,200,6892,696
2022-02-10,200,7088,590
2022-02-11,200,7258,538
2022-02-14,200,7324,468
2022-02-15,200,7400,352
2022-02-16,200,7384,300
2022-02-17,200,7232,248
2022-02-18,200,7046,216
2022-02-22,200,6642,198
2022-02-23,200,6164,204
2022-02-24,200,5854,166
2022-02-25,200,5392,168
2022-02-28,200,4648,260
2022-03-01,200,4082,300
2022-03-02,200,3784,294
2022-03-03,200,3478,294
2022-03-04,200,3354,302
2022-03-07,200,3430,304
2022-03-08,200,3902,284
2022-03-09,200,4228,300
2022-03-10,200,4264,306
2022-03-11,200,4218,396
2022-03-14,200,4404,418
2022-03-15,200,4740,436
2022-03-16,200,4944,474
2022-03-17,200,5036,524
2022-03-18,200,5114,538
2022-03-21,200,5206,498
2022-03-22,200,5260,488
2022-03-23,200,5352,510
2022-03-24,200,5438,578
2022-03-25,200,5616,546
2022-03-28,200,5708,522
2022-03-29,200,5726,540
2022-03-30,200,5880,520
2022-03-31,200,6012,450
2022-04-01,200,6064,400
2022-04-04,200,6014,356
2022-04-05,200,5824,292
2022-04-06,200,5530,232
2022-04-07,200,5304,180
2022-04-08,200,5198,140
2022-04-11,200,4998,116
2022-04-12,200,4726,144
2022-04-13,200,4802,262
2022-04-14,200,4824,338
2022-04-18,200,4928,418
2022-04-19,200,5066,508
2022-04-20,200,5040,536
2022-04-21,200,4970,582
2022-04-22,200,5192,622
2022-04-25,200,5454,644
2022-04-26,200,5544,670
2022-04-27,200,5770,698
2022-04-28,200,5830,748
2022-04-29,200,5906,796
2022-05-02,200,6056,790
2022-05-03,200,6126,788
2022-05-04,200,6092,866
2022-05-05,200,6022,856
2022-05-06,200,5988,834
2022-05-09,200,5910,822
2022-05-10,200,5946,772
2022-05-11,200,5916,672
2022-05-12,200,5996,500
2022-05-13,200,6202,404
2022-05-16,200,6234,334
2022-05-17,200,6308,314
2022-05-18,200,6318,282
2022-05-19,200,6364,242
2022-05-20,200,6398,200
2022-05-23,200,6286,172
2022-05-24,200,6192,136
2022-05-25,200,6020,86
2022-05-26,200,5894,68
2022-05-27,200,5752,56
2022-05-31,200,5688,46
2022-06-01,200,5676,32
2022-06-02,200,5760,24
2022-06-03,200,5954,22
2022-06-06,200,5922,14
2022-06-07,200,5800,12
2022-06-08,200,5552,10
2022-06-09,200,5240,8
2022-06-10,200,4760,8
2022-06-13,200,4252,8
2022-06-14,200,4200,8
2022-06-15,200,4194,10
2022-06-16,200,4266,8
2022-06-17,200,4418,6
2022-06-21,200,4476,6
2022-06-22,200,4534,6
2022-06-23,200,4572,4
2022-06-24,200,4590,6
2022-06-27,200,4710,8
2022-06-28,200,4782,8
2022-06-29,200,4816,8
2022-06-30,200,4850,6
2022-07-01,200,4934,4
2022-07-05,200,5050,2
2022-07-06,200,5148,0
2022-07-07,200,5210,0
2022-07-08,200,5312,0
2022-07-11,200,5294,0
2022-07-12,200,5112,0
2022-07-13,200,4990,0
2022-07-14,200,4806,0
2022-07-15,200,4462,0
2022-07-18,200,4044,0
2022-07-19,200,3544,0
2022-07-20,200,3272,0
2022-07-21,200,3074,0
2022-07-22,200,3092,0
2022-07-25,200,3032,0
2022-07-26,200,3120,0
2022-07-27,200,3092,0
2022-07-28,200,3024,0
2022-07-29,200,2898,0
2022-08-01,200,2840,0
2022-08-02,200,2746,0
2022-08-03,200,2724,0
2022-08-04,200,2750,0
2022-08-05,200,2746,0
2022-08-08,200,2816,0
2022-08-09,200,2940,0
2022-08-10,200,2998,0
2022-08-11,200,3086,0
2022-08-12,200,3204,0
2022-08-15,200,3396,0
2022-08-16,200,3558,0
2022-08-17,200,3672,0
2022-08-18,200,3672,0
2022-08-19,200,3676,0
2022-08-22,200,3678,0
2022-08-23,200,3730,0
2022-08-24,200,3866,0
2022-08-25,200,3854,0
2022-08-26,200,3826,0
2022-08-29,200,3974,0
2022-08-30,200,4058,0
2022-08-31,200,4220,0
2022-09-01,200,4410,0
2022-09-02,200,4458,0
2022-09-06,200,4526,0
2022-09-07,200,4596,0
2022-09-08,200,4620,0
2022-09-09,200,4586,0
2022-09-12,200,4472,0
2022-09-13,200,4280,0
2022-09-14,200,4112,0
2022-09-15,200,3906,0
2022-09-16,200,3772,0
2022-09-19,200,3630,0
2022-09-20,200,3552,0
2022-09-21,200,3470,0
2022-09-22,200,3504,0
2022-09-23,200,3752,0
2022-09-26,200,4094,0
2022-09-27,200,4316,0
2022-09-28,200,4344,0
2022-09-29,200,4340,0
2022-09-30,200,4346,0
2022-10-03,200,4316,0
2022-10-04,200,4268,0
2022-10-05,200,4220,0
2022-10-06,200,4202,0
2022-10-07,200,4170,0
2022-10-10,200,4192,0
2022-10-11,200,4210,0
2022-10-12,200,4226,0
2022-10-13,200,4330,0
2022-10-14,200,4362,0
2022-10-17,200,4340,0
2022-10-18,200,4328,0
2022-10-19,200,4310,0
2022-10-20,200,4164,0
2022-10-21,200,3926,0
2022-10-24,200,3666,0
2022-10-25,200,3390,0
2022-10-26,200,3098,0
2022-10-27,200,2858,0
2022-10-28,200,2512,0
2022-10-31,200,2298,0
2022-11-01,200,2098,0
2022-11-02,200,2030,0
2022-11-03,200,1964,0
2022-11-04,200,1950,0
2022-11-07,200,1842,0
2022-11-08,200,1744,0
2022-11-09,200,1636,0
2022-11-10,200,1538,0
2022-11-11,200,1370,0
2022-11-14,200,1476,0
2022-11-15,200,1526,0
2022-11-16,200,1660,0
2022-11-17,200,1676,0
2022-11-18,200,1710,0
2022-11-21,200,1750,0
2022-11-22,200,1810,0
2022-11-23,200,1830,0
2022-11-25,200,1836,0
2022-11-28,200,1838,0
2022-11-29,200,1840,0
2022-11-30,200,1824,0
2022-12-01,200,1840,0
2022-12-02,200,1850,0
2022-12-05,200,1960,0
2022-12-06,200,1994,0
2022-12-07,200,2030,0
2022-12-08,200,2056,0
2022-12-09,200,2110,0
2022-12-12,200,2012,0
2022-12-13,200,1862,0
2022-12-14,200,1728,0
2022-12-15,200,1578,0
2022-12-16,200,1532,0
2022-12-19,200,1576,0
2022-12-20,200,1706,0
2022-12-21,200,1814,0
2022-12-22,200,1870,0
2022-12-23,200,2014,0
2022-12-27,200,2106,0
2022-12-28,200,2180,0
2022-12-29,200,2262,0
2022-12-30,200,2282,0
2023-01-03,200,2322,0
2023-01-04,200,2380,0
2023-01-05,200,2386,0
2023-01-06,200,2390,0
2023-01-09,200,2412,0
