date,nodes,pos_edges,neg_edges
2021-12-27,200,8936,1882
2021-12-28,200,14556,3904
2021-12-29,200,16724,4986
2021-12-30,200,17282,5432
2021-12-31,200,17864,6024
2022-01-03,200,13340,6008
2022-01-04,200,10740,6128
2022-01-05,200,10234,6596
2022-01-06,200,10438,7020
2022-01-07,200,10798,7618
2022-01-10,200,9642,7758
2022-01-11,200,9184,7420
2022-01-12,200,9162,7242
2022-01-13,200,9370,7624
2022-01-14,200,9582,8138
2022-01-18,200,9410,8274
2022-01-19,200,9764,8396
2022-01-20,200,10520,8976
2022-01-21,200,11210,9250
2022-01-24,200,12082,9144
2022-01-25,200,12944,8504
2022-01-26,200,13624,8006
2022-01-27,200,14450,7392
2022-01-28,200,15390,6880
2022-01-31,200,16192,6426
2022-02-01,200,16366,6114
2022-02-02,200,16512,5964
2022-02-03,200,16708,5848
2022-02-04,200,17082,5882
2022-02-07,200,17624,5938
2022-02-08,200,18004,5748
2022-02-09,200,18248,5518
2022-02-10,200,18496,5116
2022-02-11,200,18696,4736
2022-02-14,200,18972,4174
2022-02-15,200,18862,3752
2022-02-16,200,18868,3224
2022-02-17,200,18660,2820
2022-02-18,200,18468,2490
2022-02-22,200,17864,2236
2022-02-23,200,16526,2314
2022-02-24,200,15240,2468
2022-02-25,200,14578,2468
2022-02-28,200,13490,2808
2022-03-01,200,12136,3582
2022-03-02,200,11022,3762
2022-03-03,200,10102,3878
2022-03-04,200,9292,4054
2022-03-07,200,9464,4342
2022-03-08,200,10314,4368
2022-03-09,200,11108,4530
2022-03-10,200,11286,4662
2022-03-11,200,11292,5186
2022-03-14,200,11520,5454
2022-03-15,200,12208,5438
2022-03-16,200,12820,5574
2022-03-17,200,13142,5664
2022-03-18,200,13466,5790
2022-03-21,200,13798,5688
2022-03-22,200,14166,5604
2022-03-23,200,14456,5526
2022-03-24,200,14796,5596
2022-03-25,200,14950,6164
2022-03-28,200,15012,5982
2022-03-29,200,14998,5956
2022-03-30,200,15494,5856
2022-03-31,200,16080,5562
2022-04-01,200,16428,4742
2022-04-04,200,16668,4438
2022-04-05,200,16748,3978
2022-04-06,200,16386,3584
2022-04-07,200,15872,3160
2022-04-08,200,15584,2602
2022-04-11,200,15420,2376
2022-04-12,200,15040,2466
2022-04-13,200,14836,2984
2022-04-14,200,14974,3442
2022-04-18,200,15062,3722
2022-04-19,200,15376,3954
2022-04-20,200,15482,4150
2022-04-21,200,15060,4310
2022-04-22,200,14966,4506
2022-04-25,200,15312,4612
2022-04-26,200,15726,4710
2022-04-27,200,16210,4758
2022-04-28,200,16628,4868
2022-04-29,200,17036,5040
2022-05-02,200,17388,5164
2022-05-03,200,17734,5240
2022-05-04,200,17776,5316
2022-05-05,200,17748,5216
2022-05-06,200,17754,5064
2022-05-09,200,17890,4936
2022-05-10,200,18222,4792
2022-05-11,200,18466,4544
2022-05-12,200,19148,4010
2022-05-13,200,20142,3496
2022-05-16,200,20574,3200
2022-05-17,200,20758,2996
2022-05-18,200,20766,2732
2022-05-19,200,20828,2514
2022-05-20,200,21004,2324
2022-05-23,200,20834,2184
2022-05-24,200,20232,2136
2022-05-25,200,19508,2080
2022-05-26,200,18748,2100
2022-05-27,200,17896,2168
2022-05-31,200,17332,2186
2022-06-01,200,16860,2278
2022-06-02,200,16732,2304
2022-06-03,200,16682,2224
2022-06-06,200,16652,2230
2022-06-07,200,16460,2260
2022-06-08,200,15938,2366
2022-06-09,200,15356,2536
2022-06-10,200,14198,2970
2022-06-13,200,12834,3880
2022-06-14,200,12524,3848
2022-06-15,200,12974,3598
2022-06-16,200,13296,3318
2022-06-17,200,14474,2762
2022-06-21,200,15396,1920
2022-06-22,200,16000,1832
2022-06-23,200,16556,1728
2022-06-24,200,16850,1658
2022-06-27,200,17234,1696
2022-06-28,200,17408,1662
2022-06-29,200,17706,1618
2022-06-30,200,17898,1604
2022-07-01,200,18110,1566
2022-07-05,200,18182,1540
2022-07-06,200,18352,1532
2022-07-07,200,18546,1728
2022-07-08,200,18676,1974
2022-07-11,200,18846,2664
2022-07-12,200,18494,3134
2022-07-13,200,18266,3238
2022-07-14,200,17716,3642
2022-07-15,200,16772,3994
2022-07-18,200,15624,4034
2022-07-19,200,13974,4868
2022-07-20,200,12526,5768
2022-07-21,200,11464,5974
2022-07-22,200,10666,6222
2022-07-25,200,10312,6526
2022-07-26,200,10246,6198
2022-07-27,200,10220,5892
2022-07-28,200,9988,6028
2022-07-29,200,9766,6086
2022-08-01,200,9630,6090
2022-08-02,200,9540,6284
2022-08-03,200,9600,6328
2022-08-04,200,9790,6240
2022-08-05,200,9938,6172
2022-08-08,200,10014,6140
2022-08-09,200,10564,5930
2022-08-10,200,10752,5748
2022-08-11,200,11046,5680
2022-08-12,200,11618,5608
2022-08-15,200,12214,5534
2022-08-16,200,12876,5330
2022-08-17,200,13492,5146
2022-08-18,200,13818,5018
2022-08-19,200,14264,5140
2022-08-22,200,14460,5170
2022-08-23,200,14446,5092
2022-08-24,200,14492,5012
2022-08-25,200,14542,4962
2022-08-26,200,14456,4722
2022-08-29,200,14558,4400
2022-08-30,200,15140,4264
2022-08-31,200,15984,4176
2022-09-01,200,16538,3950
2022-09-02,200,16970,3728
2022-09-06,200,17304,3476
2022-09-07,200,17672,3368
2022-09-08,200,18052,3352
2022-09-09,200,17984,3290
2022-09-12,200,17672,3278
2022-09-13,200,17390,3382
2022-09-14,200,16886,3658
2022-09-15,200,16294,4022
2022-09-16,200,15918,4232
2022-09-19,200,15758,4428
2022-09-20,200,15784,4482
2022-09-21,200,15878,4422
2022-09-22,200,16414,4206
2022-09-23,200,17746,3888
2022-09-26,200,19812,3358
2022-09-27,200,21642,2830
2022-09-28,200,23010,2218
2022-09-29,200,23660,1806
2022-09-30,200,24326,1666
2022-10-03,200,24786,1692
2022-10-04,200,25224,1732
2022-10-05,200,25344,1792
2022-10-06,200,25448,1806
2022-10-07,200,25484,1844
2022-10-10,200,25454,1800
2022-10-11,200,25398,1752
2022-10-12,200,25354,1604
2022-10-13,200,25470,1516
2022-10-14,200,25536,1412
2022-10-17,200,25076,1380
2022-10-18,200,24482,1370
2022-10-19,200,23822,1300
2022-10-20,200,23166,1294
2022-10-21,200,21878,1328
2022-10-24,200,20262,1570
2022-10-25,200,18404,2062
2022-10-26,200,16566,2614
2022-10-27,200,15028,2978
2022-10-28,200,13788,3520
2022-10-31,200,12612,4074
2022-11-01,200,12158,4422
2022-11-02,200,12168,4526
2022-11-03,200,12084,4656
2022-11-04,200,11892,4654
2022-11-07,200,11672,4592
2022-11-08,200,11272,4660
2022-11-09,200,10708,5066
2022-11-10,200,10148,5486
2022-11-11,200,9762,5862
2022-11-14,200,9722,5856
2022-11-15,200,9962,5708
2022-11-16,200,10440,5384
2022-11-17,200,10720,5060
2022-11-18,200,10920,4792
2022-11-21,200,11136,4746
2022-11-22,200,11368,4696
2022-11-23,200,11458,4856
2022-11-25,200,11410,5124
2022-11-28,200,11234,5458
2022-11-29,200,11162,5794
2022-11-30,200,11062,6418
2022-12-01,200,10890,7002
2022-12-02,200,10942,7176
2022-12-05,200,11118,7114
2022-12-06,200,11252,6960
2022-12-07,200,11236,6670
2022-12-08,200,11174,6166
2022-12-09,200,11320,6180
2022-12-12,200,11194,6054
2022-12-13,200,10740,6036
2022-12-14,200,10166,6132
