Stock
BL
CPRX
PI
JD
ZS
SIRI
DOOO
ECPG
LANC
GO
ITCI
AMD
GNPX
FULT
DTIL
XNCR
RPD
CNXN
VECO
GSHD
CSGS
VIR
PTGX
TXRH
SONO
CNOB
INCY
GABC
TOWN
VRTX
RGEN
CGBD
EXC
STX
NTCT
MTSI
BHFAL
ADI
ETSY
SLNO
AMWD
HURN
QDEL
TFSL
GH
SSNC
ARQT
CLNE
GMAB
PACB
JACK
CHI
CHTR
MXL
OTEX
CSIQ
CACC
LSTR
CVLT
TVTX
AUPH
PERI
ACET
GOGL
CSGP
PRGS
ASTE
RILY
LSCC
MARA
PRDO
MVIS
SNEX
OCUL
EFSC
TNXP
MRUS
JJSF
QFIN
FOX
BECN
PLYA
VICR
VTRS
IRTC
CHX
TRNS
IRWD
GPRO
XENE
GEN
WYNN
PATK
STRL
CG
BOKF
TRMB
VC
STKL
NMRK
LNTH
DSGX
GOOG
QCRH
TSCO
IMKTA
CAR
TRS
XRAY
KRRO
STGW
NMIH
ADTN
WSBC
ONB
AVXL
DDOG
CYRX
HAIN
KLAC
AGEN
FAMI
HEPA
CVCO
ADAP
ALLK
ESPR
IRDM
LBTYA
LKCO
MKSI
KALA
KRYS
LOGI
EEFT
SABR
ICFI
NSIT
SHEN
TSEM
MCHP
OLED
NNDM
MMYT
MORN
LIVN
KHC
IGMS
TRI
CME
BAND
VIAV
BGC
RPAY
MGTX
MEOH
FMBH
ARDX
FFIV
ENTG
QCOM
HBAN
LRCX
NBIX
GSM
BFC
MTLS
NFE
BKNG
CDNA
META
TRIP
INO
TIGR
WDFC
GWAV
BHF
VCEL
MAR
ODP
NVAX
PAYX
FTNT
HWKN
PEP
SEDG
VSTM
IBIO
ALGN
FIZZ
SYNA
FITB
SNDL
AZTA
SPT
LPRO
ADPT
SWTX
BRKR
WSC
