epoch,loss
1,0.8919476307921238
2,0.824466499656237
3,0.7758964109013528
4,0.7530092220469781
5,0.7393920754106741
6,0.7291103908289833
7,0.7207991424862789
8,0.7138027964095355
9,0.7075162144341093
10,0.701458528130765
11,0.6952436493336235
12,0.6885834430924679
13,0.681679574889502
14,0.6754125008304581
15,0.6699895552603728
16,0.6650711000823565
17,0.6604545595532741
18,0.656048281160969
19,0.6517801453694314
20,0.6477229470790073
21,0.6438233976671621
22,0.640022792628726
23,0.6362780744926437
24,0.632706083067506
25,0.6292671711729129
26,0.6260504517398221
27,0.6230701832046158
28,0.6202800320176037
29,0.6175725543734824
30,0.614886901430857
