date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,200,24740,38188,271,147,252,24740,1498,12978,19629,742,6379,1498,11168,12123,7
2020-05-08,200,23998,38024,124,69,118,23998,1630,13782,19776,812,6846,1630,11808,11830,3
2020-05-11,200,23226,37468,126,82,124,23226,1862,13484,19774,930,6718,1862,10974,11431,1
2020-05-12,200,22246,36744,275,124,257,22246,2206,13522,19625,1099,6636,2206,10290,10899,4
2020-05-13,200,21536,36660,1368,586,1313,21536,2438,14228,18532,1182,6408,2438,10906,10082,37
2020-05-14,200,21112,36338,3263,1559,3075,21112,2624,15076,16637,1185,6043,2624,11430,8897,127
2020-05-15,200,20340,35722,1480,805,1411,20340,3092,15624,18420,1513,7232,3092,11360,9265,33
2020-05-18,200,20026,35586,237,126,207,20026,3192,15686,19663,1592,7754,3192,11322,9787,4
2020-05-19,200,20120,35354,275,156,247,20120,3158,16092,19625,1572,7950,3158,11488,9804,7
2020-05-20,200,20304,35318,184,67,139,20304,3218,16268,19716,1587,8034,3218,11622,9985,22
2020-05-21,200,20334,35284,168,65,149,20334,3244,16394,19732,1612,8108,3244,11744,10002,10
2020-05-22,200,20000,35370,292,115,252,20000,3370,16974,19608,1663,8325,3370,12386,9785,22
2020-05-26,200,19530,35464,320,119,283,19530,3220,17352,19580,1589,8516,3220,12872,9546,21
2020-05-27,200,18656,35278,442,165,393,18656,3326,18416,19458,1637,8996,3326,13780,9063,26
2020-05-28,200,17792,34748,184,83,166,17792,3824,19546,19716,1903,9692,3824,14376,8713,9
2020-05-29,200,17146,33912,140,55,118,17146,4266,20196,19760,2120,10035,4266,14254,8418,13
2020-06-01,200,17314,33866,125,37,98,17314,4322,19948,19775,2156,9918,4322,13930,8520,5
2020-06-02,200,17668,33766,160,30,102,17668,4246,19348,19740,2093,9566,4246,13258,8704,30
2020-06-03,200,18190,34188,85,17,48,18190,4168,19228,19815,2070,9557,4168,13454,8978,14
2020-06-04,200,18694,34024,113,23,61,18694,4126,18892,19787,2034,9362,4126,12946,9224,29
2020-06-05,200,19334,34444,114,40,99,19334,3952,18126,19786,1968,9006,3952,12592,9527,8
2020-06-08,200,19722,34716,71,35,69,19722,3826,17922,19829,1913,8932,3826,12654,9726,0
2020-06-09,200,19892,34380,86,40,76,19892,4070,17718,19814,2027,8825,4070,12114,9806,8
2020-06-10,200,20218,34172,24,12,22,20218,4420,17158,19876,2209,8570,4420,11346,9997,1
2020-06-11,200,20418,34150,925,327,730,20418,4166,16414,18975,1998,7703,4166,10574,9782,85
2020-06-12,200,20796,34230,1581,610,1348,20796,4046,16144,18319,1917,7230,4046,10390,9688,106
2020-06-15,200,21156,34388,2386,1083,2154,21156,3844,15348,17514,1795,6607,3844,9746,9395,127
2020-06-16,200,21302,34058,325,177,315,21302,3836,14866,19575,1914,7332,3836,8938,10374,4
2020-06-17,200,21502,34078,349,220,335,21502,4000,14866,19551,1989,7331,4000,8954,10431,11
