date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-08-31,200,13676,7206,29730,21804
2020-09-01,200,13460,7132,29822,21956
2020-09-02,200,12920,7056,29498,22274
2020-09-03,200,12960,7092,29564,23048
2020-09-04,200,12760,6512,30516,23604
2020-09-08,200,12832,5566,32432,23980
2020-09-09,200,12644,5280,32648,23888
2020-09-10,200,12604,5394,32322,24196
2020-09-11,200,12732,5396,32156,23474
2020-09-14,200,12628,5628,31660,23574
2020-09-15,200,12454,5870,31548,24186
2020-09-16,200,12388,6062,31356,24356
2020-09-17,200,12530,6206,30942,24518
2020-09-18,200,12608,6232,30862,24438
2020-09-21,200,12932,6068,30842,24186
2020-09-22,200,13178,5960,31046,23860
2020-09-23,200,13584,5686,31402,23474
2020-09-24,200,14338,5314,32046,22628
2020-09-25,200,14784,5244,32286,22702
2020-09-28,200,14714,5204,32296,22680
2020-09-29,200,14696,5244,32532,22874
2020-09-30,200,14802,5246,32502,22668
2020-10-01,200,15134,5358,32700,22394
2020-10-02,200,15156,5456,32740,22586
2020-10-05,200,15028,5352,32758,22848
2020-10-06,200,14414,5506,32330,23272
2020-10-07,200,14304,5248,32774,23610
2020-10-08,200,14746,4614,33620,23194
2020-10-09,200,15286,4192,34376,22712
2020-10-12,200,16144,3638,35020,21678
2020-10-13,200,17236,3208,35366,20320
2020-10-14,200,18310,3178,35534,19172
2020-10-15,200,18800,3352,35176,18194
2020-10-16,200,19546,3816,34718,17432
2020-10-19,200,19836,3834,34430,17028
2020-10-20,200,20172,3730,34676,16798
2020-10-21,200,20190,3772,34338,16816
2020-10-22,200,19524,4200,33750,16902
2020-10-23,200,19166,4758,33134,16934
2020-10-26,200,19032,4810,32832,17090
2020-10-27,200,18942,4700,32980,17644
2020-10-28,200,19252,3930,34172,17206
2020-10-29,200,19630,3712,34628,17170
2020-10-30,200,19870,3742,34736,17158
2020-11-02,200,19624,3742,34668,17430
2020-11-03,200,18854,3698,34652,17808
2020-11-04,200,18302,3652,34792,18384
2020-11-05,200,17406,3520,35194,19782
2020-11-06,200,16284,3510,35040,20528
2020-11-09,200,15922,3044,35534,21022
2020-11-10,200,15680,3198,35438,21944
2020-11-11,200,15988,3406,35256,21934
2020-11-12,200,16516,3494,34962,21386
2020-11-13,200,16912,3710,34820,20852
2020-11-16,200,17734,3740,34484,20048
2020-11-17,200,18336,3748,34584,19604
2020-11-18,200,18794,3694,34642,19040
2020-11-19,200,19046,3698,34732,18626
2020-11-20,200,19340,3666,34670,18564
2020-11-23,200,19584,3500,35038,18218
2020-11-24,200,19856,3338,35444,17662
2020-11-25,200,19826,3330,35226,17770
2020-11-27,200,19950,3256,35138,17618
2020-11-30,200,19756,3490,34658,17118
2020-12-01,200,19666,3698,34292,17236
2020-12-02,200,19842,3448,34540,16860
2020-12-03,200,20248,3194,35160,16622
2020-12-04,200,20536,3064,35378,15982
2020-12-07,200,20892,3090,35652,15698
2020-12-08,200,21140,3074,35852,15318
2020-12-09,200,21680,2898,36062,14414
2020-12-10,200,21920,3072,35326,13640
2020-12-11,200,22014,3324,34662,12802
2020-12-14,200,22058,3492,34242,12376
2020-12-15,200,21856,3794,34222,12362
2020-12-16,200,21746,3918,33702,12560
2020-12-17,200,21774,3970,33648,12556
2020-12-18,200,21886,3946,33926,12868
2020-12-21,200,21356,4074,34008,13384
2020-12-22,200,20894,4112,34356,14328
2020-12-23,200,20682,4004,34444,14724
2020-12-24,200,20326,3990,34536,14998
2020-12-28,200,19896,3992,34200,15420
2020-12-29,200,19508,4116,33994,15846
2020-12-30,200,19118,4260,33728,16610
2020-12-31,200,18714,4312,33734,17258
2021-01-04,200,18232,4384,33438,17462
2021-01-05,200,17416,4508,32866,17870
2021-01-06,200,16560,4086,33026,18794
2021-01-07,200,16404,3496,33780,18952
2021-01-08,200,16666,3304,33770,19136
2021-01-11,200,16818,3436,33842,19508
2021-01-12,200,17110,3480,34020,19412
2021-01-13,200,17464,3632,33878,19276
2021-01-14,200,17728,3660,33642,18714
2021-01-15,200,17854,3812,33568,18760
2021-01-19,200,17874,3830,33606,18652
2021-01-20,200,17728,3828,33714,18596
2021-01-21,200,17956,3648,33672,18310
2021-01-22,200,18254,3692,33694,18332
2021-01-25,200,18418,3864,32978,18250
2021-01-26,200,18466,4140,32678,17994
2021-01-27,200,17978,4136,32942,17944
2021-01-28,200,17896,4366,33024,18424
2021-01-29,200,17976,4268,33306,18626
2021-02-01,200,18006,4356,33692,18920
2021-02-02,200,17946,4220,33564,18896
2021-02-03,200,17888,4066,33702,18974
2021-02-04,200,17746,3876,34456,19090
2021-02-05,200,17770,3538,34886,19300
2021-02-08,200,17732,3166,35340,19256
2021-02-09,200,17990,2746,36150,18520
2021-02-10,200,18060,2538,36446,18260
2021-02-11,200,18074,2470,36588,18108
2021-02-12,200,17554,2612,36394,18818
2021-02-16,200,17372,2698,36108,19310
2021-02-17,200,16742,2928,35030,19716
2021-02-18,200,16274,3308,34476,20520
2021-02-19,200,16086,3530,34136,20452
2021-02-22,200,15990,3588,33960,20490
2021-02-23,200,15938,3650,34196,20756
2021-02-24,200,15768,3802,34116,21074
2021-02-25,200,15878,3728,34376,20700
2021-02-26,200,16042,3694,34206,20690
2021-03-01,200,15952,3940,33600,20766
2021-03-02,200,16042,4324,33350,20818
2021-03-03,200,16000,4584,33206,20846
2021-03-04,200,16402,4642,33442,20656
2021-03-05,200,16682,4792,33546,20806
2021-03-08,200,16586,5414,32964,21444
2021-03-09,200,16222,5990,32164,22060
2021-03-10,200,15718,6614,31408,22592
2021-03-11,200,15148,7238,30862,23228
2021-03-12,200,14876,7810,30348,23454
2021-03-15,200,14760,8128,30118,23800
2021-03-16,200,14670,8604,29758,23914
2021-03-17,200,14648,8732,29226,23638
2021-03-18,200,14724,8760,29132,23380
2021-03-19,200,14744,8944,28952,23298
2021-03-22,200,14738,9012,28658,23066
2021-03-23,200,14556,8682,28606,23342
2021-03-24,200,14556,8126,29316,23282
2021-03-25,200,14890,7066,30216,23156
2021-03-26,200,14614,6724,30358,23398
2021-03-29,200,14696,6254,30986,23228
2021-03-30,200,14824,6006,32146,23392
2021-03-31,200,14736,5658,32904,23610
2021-04-01,200,14100,5350,32958,24152
2021-04-05,200,13448,4958,32924,24326
2021-04-06,200,13364,4566,33228,24058
2021-04-07,200,13570,4154,33916,23366
2021-04-08,200,13652,3972,34256,23312
2021-04-09,200,13460,3938,33964,23360
2021-04-12,200,13248,4034,33870,23608
2021-04-13,200,12756,4610,32840,24292
2021-04-14,200,12466,5404,31892,24632
2021-04-15,200,12382,5976,30914,24736
2021-04-16,200,12452,6556,30194,24356
2021-04-19,200,12622,6896,30084,24378
2021-04-20,200,12578,6904,30124,24254
2021-04-21,200,12424,6790,30142,24126
2021-04-22,200,11928,6958,29970,24726
2021-04-23,200,11266,7474,29222,25562
2021-04-26,200,11382,7264,29902,25626
2021-04-27,200,11300,7204,29712,25590
2021-04-28,200,11056,7576,29608,26094
2021-04-29,200,10900,7604,29194,25912
2021-04-30,200,10818,7686,29092,25996
2021-05-03,200,10616,7690,28782,26026
2021-05-04,200,10364,7550,29314,26422
2021-05-05,200,10598,7558,29910,26894
2021-05-06,200,10844,7330,30304,26678
2021-05-07,200,11020,7350,30314,26524
2021-05-10,200,11234,7412,30100,26410
2021-05-11,200,11978,7282,30252,25764
2021-05-12,200,12628,6970,30570,24990
2021-05-13,200,13280,6744,30622,24356
2021-05-14,200,13678,6904,30324,23800
2021-05-17,200,14020,7128,29798,23438
2021-05-18,200,14304,7386,29360,22954
2021-05-19,200,14660,7622,28804,22270
2021-05-20,200,14898,7720,29084,22168
2021-05-21,200,15030,7740,29380,22210
2021-05-24,200,14860,7990,29132,22446
2021-05-25,200,14740,8184,28932,22532
2021-05-26,200,14476,8316,28794,22844
2021-05-27,200,14428,8496,28270,22502
2021-05-28,200,14620,8482,28148,22392
2021-06-01,200,14918,8296,28162,22072
2021-06-02,200,14890,7778,28714,22166
2021-06-03,200,14642,7428,29214,22650
2021-06-04,200,14448,7004,29844,22712
2021-06-07,200,14206,6384,30394,22676
2021-06-08,200,14204,5766,31438,22472
2021-06-09,200,14076,5340,32166,22532
2021-06-10,200,13360,5440,31634,22888
2021-06-11,200,12994,5906,31074,23524
2021-06-14,200,13312,6028,30826,22830
2021-06-15,200,13716,6274,30478,22398
2021-06-16,200,13722,6330,30214,22240
2021-06-17,200,13334,6752,29622,22384
2021-06-18,200,13212,6462,30050,22434
2021-06-21,200,13338,6544,30376,22820
2021-06-22,200,13458,6622,30338,22734
2021-06-23,200,13394,6660,30484,23108
2021-06-24,200,13314,6596,30982,23440
2021-06-25,200,13044,6320,31138,23876
2021-06-28,200,12830,6362,31330,24096
2021-06-29,200,12404,6512,31174,24368
2021-06-30,200,11946,6586,30806,24704
2021-07-01,200,12064,6540,30872,24838
2021-07-02,200,12114,6598,30638,24870
2021-07-06,200,11916,6798,30428,25120
2021-07-07,200,11598,6926,30206,25248
2021-07-08,200,11716,6534,31208,25182
2021-07-09,200,11532,6556,30980,25294
2021-07-12,200,11364,6688,30528,25492
2021-07-13,200,11240,6882,30146,25608
2021-07-14,200,11466,6780,29944,25386
2021-07-15,200,12052,6362,30780,25004
2021-07-16,200,12612,6170,31782,24894
2021-07-19,200,13838,5250,32974,23256
2021-07-20,200,14398,5174,32684,22570
2021-07-21,200,14766,5188,32300,21950
2021-07-22,200,14984,5216,32126,21854
2021-07-23,200,15140,5214,32292,21908
2021-07-26,200,15146,5262,32492,21894
2021-07-27,200,15214,5430,32182,21768
2021-07-28,200,15020,5356,32180,21498
2021-07-29,200,15034,5206,32424,21358
2021-07-30,200,14942,5252,32164,21048
2021-08-02,200,14776,5320,31754,20798
2021-08-03,200,14902,5330,31404,20488
2021-08-04,200,14920,5190,31394,20792
2021-08-05,200,14372,5312,31766,22020
2021-08-06,200,13902,5018,32080,22362
2021-08-09,200,13668,5022,32166,22718
2021-08-10,200,13522,5192,32002,22982
2021-08-11,200,13094,5544,31784,23382
2021-08-12,200,12572,6074,31168,24234
2021-08-13,200,12166,6628,30154,24530
2021-08-16,200,11356,8196,28256,25268
2021-08-17,200,11254,8656,27598,25376
2021-08-18,200,11464,8582,27992,25406
2021-08-19,200,11802,8136,29052,25364
2021-08-20,200,12162,7982,29298,25118
2021-08-23,200,12246,8080,28888,24872
2021-08-24,200,12338,8248,28682,24738
2021-08-25,200,12466,8140,28518,24452
2021-08-26,200,12628,8224,28524,24360
2021-08-27,200,12778,8122,29186,24474
2021-08-30,200,13030,7926,29778,24462
2021-08-31,200,13274,7696,30478,24452
2021-09-01,200,13534,7346,30938,24210
2021-09-02,200,14002,6882,31632,23932
2021-09-03,200,14164,6628,31712,23566
2021-09-07,200,14164,6484,31608,23700
2021-09-08,200,13922,6364,31812,24158
2021-09-09,200,13454,6194,31764,24452
2021-09-10,200,13096,5846,32090,24756
2021-09-13,200,12962,5554,32344,24446
2021-09-14,200,12986,4984,33056,24110
2021-09-15,200,13198,4564,33900,24190
2021-09-16,200,13150,4588,33792,24154
2021-09-17,200,12840,5084,32508,24130
2021-09-20,200,13518,5274,32382,22812
2021-09-21,200,14434,5622,32230,22330
2021-09-22,200,14738,5868,32012,22326
2021-09-23,200,14776,5850,31802,22524
2021-09-24,200,14768,5844,31668,22512
2021-09-27,200,14604,5756,31970,22910
2021-09-28,200,14236,5976,31544,23496
2021-09-29,200,14162,6190,31302,23696
2021-09-30,200,14112,6440,30834,23718
2021-10-01,200,13834,7018,30066,23840
2021-10-04,200,13758,7514,29438,23868
2021-10-05,200,13778,7914,29072,23906
2021-10-06,200,14170,7856,29280,23576
2021-10-07,200,14280,7880,29296,23666
2021-10-08,200,14318,7896,29454,23782
2021-10-11,200,14192,7930,29356,23664
2021-10-12,200,14070,7956,29210,23590
2021-10-13,200,14058,8034,29364,23670
2021-10-14,200,14010,7880,29446,23598
2021-10-15,200,13968,7538,29646,23526
2021-10-18,200,13172,8022,28824,23892
2021-10-19,200,12752,8402,28232,24160
2021-10-20,200,12708,8428,28602,24594
2021-10-21,200,12654,8226,28672,24436
2021-10-22,200,12728,8132,28480,24368
2021-10-25,200,12788,8140,28734,24544
2021-10-26,200,12680,8018,29078,24738
2021-10-27,200,12324,7792,29192,24818
2021-10-28,200,12012,7666,29358,24990
2021-10-29,200,11668,7508,29592,25290
2021-11-01,200,11450,6994,29808,25042
2021-11-02,200,11394,6716,30166,25162
2021-11-03,200,11178,6578,30212,25338
2021-11-04,200,11534,6272,30704,25240
2021-11-05,200,11692,6142,30552,24892
2021-11-08,200,12178,6316,30384,24360
2021-11-09,200,12626,6536,30304,23974
2021-11-10,200,12830,6750,30034,23756
2021-11-11,200,12962,6914,29970,23544
2021-11-12,200,13044,7182,29880,23616
2021-11-15,200,13062,7120,29824,23546
2021-11-16,200,13054,7092,29782,23302
2021-11-17,200,12866,6998,29572,23422
2021-11-18,200,12712,6710,29498,23356
2021-11-19,200,12700,6392,29524,22872
2021-11-22,200,12760,6400,29836,23222
2021-11-23,200,12970,6466,30474,23686
2021-11-24,200,13376,6398,30856,23562
2021-11-26,200,14272,5644,31756,22640
2021-11-29,200,15112,5264,32500,21780
2021-11-30,200,16060,4646,33606,20532
2021-12-01,200,16980,4470,34090,20222
2021-12-02,200,17956,4216,34356,19468
2021-12-03,200,18664,4162,34400,18744
2021-12-06,200,19228,4038,34570,18110
2021-12-07,200,19756,4076,34782,17862
2021-12-08,200,20148,4060,34678,17238
2021-12-09,200,20788,3908,34824,16588
2021-12-10,200,21414,3820,34942,16078
2021-12-13,200,22100,3716,35072,15522
2021-12-14,200,22848,3528,35344,14500
2021-12-15,200,23294,3402,35578,14120
2021-12-16,200,23548,3218,35416,13994
2021-12-17,200,23834,2910,35596,13768
2021-12-20,200,24298,2638,36182,13344
2021-12-21,200,24560,2570,36334,13132
2021-12-22,200,24480,2482,36592,13054
2021-12-23,200,24246,2282,36746,13028
2021-12-27,200,23376,2256,37084,14300
2021-12-28,200,22706,2180,37346,15326
2021-12-29,200,21186,2510,36898,16932
2021-12-30,200,20000,2868,36284,18194
2021-12-31,200,18592,3682,35498,19536
2022-01-03,200,17404,4046,34984,20148
2022-01-04,200,16022,4288,34450,20956
2022-01-05,200,15376,4166,34300,21640
2022-01-06,200,14910,4148,34570,22674
2022-01-07,200,14752,4410,34558,23234
2022-01-10,200,14786,4596,34410,23306
2022-01-11,200,14582,4830,34038,23324
2022-01-12,200,14176,5078,33708,23684
2022-01-13,200,14028,5394,33158,23558
2022-01-14,200,14212,5498,32906,23462
2022-01-18,200,14624,5748,32066,22638
2022-01-19,200,15360,6172,31350,21884
2022-01-20,200,16388,6078,31840,20960
2022-01-21,200,17626,5544,32980,20024
2022-01-24,200,18784,5000,33938,19310
2022-01-25,200,19588,4846,34186,18530
2022-01-26,200,20122,4880,34108,17736
2022-01-27,200,21266,4764,34180,16762
2022-01-28,200,22292,4604,34666,15862
2022-01-31,200,22574,4634,34706,15668
2022-02-01,200,22372,4784,34548,15894
2022-02-02,200,22250,5006,34318,16268
2022-02-03,200,22414,4972,34214,15894
2022-02-04,200,22770,4708,34434,15640
2022-02-07,200,22928,4348,34706,15516
2022-02-08,200,23156,3806,35262,15162
2022-02-09,200,23418,3308,35704,14948
2022-02-10,200,23542,2966,36026,14580
2022-02-11,200,23662,2636,36416,14430
2022-02-14,200,23684,2352,36796,14046
2022-02-15,200,24050,2052,37292,13716
2022-02-16,200,23538,1850,37534,14118
2022-02-17,200,22660,1832,37468,15402
2022-02-18,200,21184,1916,37378,16546
2022-02-22,200,19576,2204,36980,18040
2022-02-23,200,18902,2348,36910,18836
2022-02-24,200,19814,2130,37276,17988
2022-02-25,200,17840,2478,36590,19292
2022-02-28,200,15744,3048,35766,20920
2022-03-01,200,14562,3394,34904,21822
2022-03-02,200,14474,3574,34732,22434
2022-03-03,200,14348,3670,34444,22432
2022-03-04,200,14482,3980,33872,22400
2022-03-07,200,15000,4270,33286,21630
2022-03-08,200,15670,4424,32920,21088
2022-03-09,200,15814,4628,32930,21070
2022-03-10,200,15872,4828,32560,21094
2022-03-11,200,15896,4936,32496,20952
2022-03-14,200,15960,4840,32596,20374
2022-03-15,200,16374,4828,33036,20244
2022-03-16,200,16344,4904,32610,20246
2022-03-17,200,16476,4912,32670,20076
2022-03-18,200,16714,4736,33278,20354
2022-03-21,200,17140,4556,33682,20074
2022-03-22,200,17336,4442,33832,19874
2022-03-23,200,17156,4664,33824,20162
2022-03-24,200,16144,5564,32690,21116
2022-03-25,200,16122,5460,33068,21274
2022-03-28,200,16252,5330,33452,21564
2022-03-29,200,16730,4848,33920,21160
2022-03-30,200,17302,4434,34186,20752
2022-03-31,200,17578,4190,34156,20482
2022-04-01,200,17406,3832,34750,20388
2022-04-04,200,16976,3556,34912,20306
2022-04-05,200,16604,3756,34742,20644
2022-04-06,200,16350,3606,35130,20730
2022-04-07,200,16024,3650,35302,21010
2022-04-08,200,15926,3910,34978,21476
2022-04-11,200,15574,4184,34312,21598
2022-04-12,200,15596,4782,33664,21458
2022-04-13,200,15942,5136,33356,20814
2022-04-14,200,16264,5380,33306,20662
2022-04-18,200,16764,5246,33382,20370
2022-04-19,200,16798,5480,33310,20428
2022-04-20,200,16250,5756,32844,21166
2022-04-21,200,15958,5940,32484,21348
2022-04-22,200,16654,5840,32548,20556
2022-04-25,200,17572,5492,33026,20066
2022-04-26,200,18590,4914,33668,18856
2022-04-27,200,19386,4494,34252,18140
2022-04-28,200,19644,4348,34194,17588
2022-04-29,200,20230,4092,34514,17162
2022-05-02,200,20778,3832,34874,16572
2022-05-03,200,21056,3740,34990,16148
2022-05-04,200,21180,3776,35138,15986
2022-05-05,200,21466,3730,35222,15652
2022-05-06,200,22300,3438,35544,15252
2022-05-09,200,23144,3034,36024,14508
2022-05-10,200,23832,2778,36190,13884
2022-05-11,200,24762,2394,36518,12728
2022-05-12,200,26062,2146,36906,11046
2022-05-13,200,26654,2180,36798,9880
2022-05-16,200,26958,2228,36416,9236
2022-05-17,200,26952,2276,36256,9276
2022-05-18,200,27504,2176,36324,8690
2022-05-19,200,28034,2046,36524,8650
2022-05-20,200,27892,2156,36544,8894
2022-05-23,200,27440,2208,36542,9226
2022-05-24,200,26710,2248,36386,9596
2022-05-25,200,25786,2352,36208,10528
2022-05-26,200,25020,2336,36180,11638
2022-05-27,200,24486,2164,36538,12124
2022-05-31,200,23630,2072,36808,12950
2022-06-01,200,23164,1966,37134,13760
2022-06-02,200,22860,1816,37476,13982
2022-06-03,200,22854,1762,37686,14196
2022-06-06,200,22554,1750,37880,14494
2022-06-07,200,21420,1914,37634,15750
2022-06-08,200,20354,2084,37282,16738
2022-06-09,200,18276,2654,36438,19040
2022-06-10,200,15920,3526,35416,21460
2022-06-13,200,17222,2910,36564,20650
2022-06-14,200,18874,2622,37066,19224
2022-06-15,200,19908,2496,37250,18574
2022-06-16,200,21236,2210,37480,17344
2022-06-17,200,21880,2172,37346,16458
2022-06-21,200,22216,2216,37270,16222
2022-06-22,200,22494,2240,37164,16092
2022-06-23,200,22364,2310,37150,16034
2022-06-24,200,22028,2348,37122,16380
2022-06-27,200,22136,2292,37220,16308
2022-06-28,200,22184,2296,37274,16400
2022-06-29,200,22076,2358,37252,16588
2022-06-30,200,22186,2304,37240,16620
2022-07-01,200,22230,2264,37222,16536
2022-07-05,200,22096,2252,37186,16772
2022-07-06,200,22070,2280,36760,16800
2022-07-07,200,22220,2380,36566,16332
2022-07-08,200,22296,2804,35934,15910
2022-07-11,200,22206,3124,35836,16168
2022-07-12,200,21794,3120,35966,16554
2022-07-13,200,20394,3322,35656,17740
2022-07-14,200,18642,3562,35178,19270
2022-07-15,200,17546,3748,34886,20456
2022-07-18,200,15592,4694,33346,22394
2022-07-19,200,14308,5514,32226,23556
2022-07-20,200,14528,5300,32392,23546
2022-07-21,200,15214,5110,32680,22990
2022-07-22,200,15980,4894,33168,22544
2022-07-25,200,16460,5052,33340,22008
2022-07-26,200,16386,5334,32998,22040
2022-07-27,200,16374,5466,32826,22052
2022-07-28,200,16620,5440,32942,21572
2022-07-29,200,16748,5530,32814,21360
2022-08-01,200,16750,5714,32766,21392
2022-08-02,200,16818,5900,32250,21106
2022-08-03,200,16854,5906,32176,20700
2022-08-04,200,16832,5912,32118,20964
2022-08-05,200,16564,5884,32064,21178
2022-08-08,200,16944,5488,32682,21038
2022-08-09,200,17058,5280,32572,20448
2022-08-10,200,17440,5166,32502,19676
2022-08-11,200,18210,5144,32362,18248
2022-08-12,200,19052,4938,32656,17430
2022-08-15,200,19672,4748,33240,17074
2022-08-16,200,20050,4532,33400,16894
2022-08-17,200,19758,4482,33372,17498
2022-08-18,200,19198,4708,32920,17856
2022-08-19,200,18572,4922,32770,18052
2022-08-22,200,18460,4704,33124,18224
2022-08-23,200,18504,4418,33326,18274
2022-08-24,200,18350,4456,33750,18712
2022-08-25,200,18110,4492,33988,19076
2022-08-26,200,18222,4196,34168,18980
2022-08-29,200,18872,3722,34574,18362
2022-08-30,200,19856,3404,34668,17378
2022-08-31,200,20514,3258,34820,16880
2022-09-01,200,21322,2896,36250,16498
2022-09-02,200,21838,2652,36476,16146
2022-09-06,200,22260,2492,36526,15898
2022-09-07,200,22772,2286,36728,15166
2022-09-08,200,22772,2154,36762,15048
2022-09-09,200,22342,2158,36804,15208
2022-09-12,200,21990,2102,36736,15574
2022-09-13,200,21544,2374,36298,15978
2022-09-14,200,21248,2624,35912,15766
2022-09-15,200,21352,2808,35690,15382
2022-09-16,200,21910,3000,35116,14354
2022-09-19,200,22352,3096,35064,14116
2022-09-20,200,22482,3130,34964,14662
2022-09-21,200,22610,3098,35026,15010
2022-09-22,200,23302,2666,35552,14740
2022-09-23,200,24478,1974,37036,14178
2022-09-26,200,25658,1624,37346,12842
2022-09-27,200,26298,1610,37524,12442
2022-09-28,200,26356,1682,37410,12218
2022-09-29,200,26442,1804,37344,12022
2022-09-30,200,26444,2050,36974,11822
2022-10-03,200,26400,2292,36496,11818
2022-10-04,200,25896,2544,36098,11796
2022-10-05,200,25644,2698,36136,12250
2022-10-06,200,25508,2692,36364,12500
2022-10-07,200,25602,2628,36348,12256
2022-10-10,200,25716,2614,36508,11580
2022-10-11,200,25896,2588,36396,11768
2022-10-12,200,26114,2570,36662,11964
2022-10-13,200,26206,2468,36744,11874
2022-10-14,200,25604,2384,36718,11958
2022-10-17,200,25006,2310,36792,12554
2022-10-18,200,24700,2200,36980,12962
2022-10-19,200,24118,2110,37044,13580
2022-10-20,200,22952,2040,37218,14730
2022-10-21,200,20806,2266,36832,16678
2022-10-24,200,18452,2822,35854,19452
2022-10-25,200,16938,3534,34730,20916
2022-10-26,200,16366,3698,34162,21122
2022-10-27,200,15654,4216,33654,21810
2022-10-28,200,15172,4882,33066,22054
2022-10-31,200,14978,5212,32658,22368
2022-11-01,200,15304,5116,32870,21816
2022-11-02,200,14922,5148,32284,21958
2022-11-03,200,14584,5174,32536,22158
2022-11-04,200,14254,5306,32394,22738
2022-11-07,200,13928,5568,31890,23158
2022-11-08,200,13488,5764,31568,23672
2022-11-09,200,13392,6070,31294,24038
2022-11-10,200,13122,6408,30712,24220
2022-11-11,200,13300,6144,31306,24080
2022-11-14,200,13654,6024,31688,23952
2022-11-15,200,14036,5828,31874,23420
2022-11-16,200,14278,5914,31950,23268
2022-11-17,200,14316,5996,32030,23092
2022-11-18,200,14460,6092,32026,22888
2022-11-21,200,14524,6176,31992,22966
2022-11-22,200,14472,6326,31972,23240
2022-11-23,200,14308,6728,31374,23420
2022-11-25,200,14222,6962,30948,23476
2022-11-28,200,14102,7314,30388,23504
2022-11-29,200,14040,7770,29772,23422
2022-11-30,200,13588,8184,29294,23660
2022-12-01,200,13712,7830,29942,23882
2022-12-02,200,13822,7570,30486,24038
2022-12-05,200,13760,7256,30432,23786
2022-12-06,200,13762,6816,31068,23602
2022-12-07,200,13824,6284,31602,23650
2022-12-08,200,13866,6504,31422,23896
2022-12-09,200,13970,6298,31610,23824
2022-12-12,200,13642,6130,31782,24102
2022-12-13,200,12918,6010,31984,24778
2022-12-14,200,12270,6472,31236,25436
2022-12-15,200,12538,6488,31082,24864
2022-12-16,200,13466,5912,32088,24182
2022-12-19,200,14516,5316,32788,23066
2022-12-20,200,15758,4946,33664,22052
