epoch,loss
1,0.29802293711884503
2,0.15006617257696964
3,0.11095459222390458
4,0.09302354174520489
5,0.07904008734570521
6,0.06410522112950294
7,0.05305672764155535
8,0.0458202805016065
9,0.04047449105935753
10,0.03592510151009628
11,0.031882130614993454
12,0.028400881557505146
13,0.025243206333550792
14,0.02232299639123454
15,0.01956437555719637
16,0.01678434318440788
17,0.014004152881172594
18,0.01126112739426606
19,0.008528741867929615
20,0.005879673027584421
21,0.003176888669399596
22,0.000415356203959678
23,-0.002379446978404755
24,-0.005040146097016813
25,-0.007556196172417122
26,-0.009984947958687113
27,-0.012426960224781129
28,-0.014821939749882058
29,-0.017304302543342108
30,-0.019947803896639933
