code,dt
A,2023-09-28
AAPL,2023-09-28
ABBV,2023-09-28
ABT,2023-09-28
ACGL,2023-09-28
ACN,2023-09-28
ADBE,2023-09-28
ADI,2023-09-28
ADM,2023-09-28
ADP,2023-09-28
ADSK,2023-09-28
AEE,2023-09-28
AEP,2023-09-28
AES,2023-09-28
AFL,2023-09-28
AIG,2023-09-28
AIZ,2023-09-28
AJG,2023-09-28
AKAM,2023-09-28
ALB,2023-09-28
ALGN,2023-09-28
ALL,2023-09-28
ALLE,2023-09-28
AMAT,2023-09-28
AMCR,2023-09-28
AMD,2023-09-28
AME,2023-09-28
AMGN,2023-09-28
AMP,2023-09-28
AMT,2023-09-28
AMZN,2023-09-28
ANET,2023-09-28
ANSS,2023-09-28
AON,2023-09-28
AOS,2023-09-28
APA,2023-09-28
APD,2023-09-28
APH,2023-09-28
APO,2023-09-28
APTV,2023-09-28
ARE,2023-09-28
ATO,2023-09-28
AVB,2023-09-28
AVGO,2023-09-28
AVY,2023-09-28
AWK,2023-09-28
AXON,2023-09-28
AXP,2023-09-28
AZO,2023-09-28
BA,2023-09-28
BAC,2023-09-28
BALL,2023-09-28
BAX,2023-09-28
BBY,2023-09-28
BDX,2023-09-28
BEN,2023-09-28
BG,2023-09-28
BK,2023-09-28
BKNG,2023-09-28
BKR,2023-09-28
BLDR,2023-09-28
BLK,2023-09-28
BMY,2023-09-28
BR,2023-09-28
BRO,2023-09-28
BSX,2023-09-28
BX,2023-09-28
BXP,2023-09-28
C,2023-09-28
CAG,2023-09-28
CAH,2023-09-28
CAT,2023-09-28
CB,2023-09-28
CBOE,2023-09-28
CBRE,2023-09-28
CCL,2023-09-28
CDNS,2023-09-28
CDW,2023-09-28
CF,2023-09-28
CFG,2023-09-28
CHD,2023-09-28
CHRW,2023-09-28
CHTR,2023-09-28
CI,2023-09-28
CINF,2023-09-28
CL,2023-09-28
CLX,2023-09-28
CMCSA,2023-09-28
CME,2023-09-28
CMG,2023-09-28
CMI,2023-09-28
CMS,2023-09-28
CNC,2023-09-28
CNP,2023-09-28
COF,2023-09-28
COO,2023-09-28
COP,2023-09-28
COR,2023-09-28
COST,2023-09-28
CPAY,2023-09-28
CPB,2023-09-28
CPRT,2023-09-28
CPT,2023-09-28
CRL,2023-09-28
CRM,2023-09-28
CRWD,2023-09-28
CSCO,2023-09-28
CSGP,2023-09-28
CSX,2023-09-28
CTAS,2023-09-28
CTRA,2023-09-28
CTSH,2023-09-28
CTVA,2023-09-28
CVS,2023-09-28
CVX,2023-09-28
CZR,2023-09-28
D,2023-09-28
DAL,2023-09-28
DAY,2023-09-28
DD,2023-09-28
DE,2023-09-28
DECK,2023-09-28
DELL,2023-09-28
DFS,2023-09-28
DG,2023-09-28
DGX,2023-09-28
DHI,2023-09-28
DHR,2023-09-28
DIS,2023-09-28
DLR,2023-09-28
DLTR,2023-09-28
DOC,2023-09-28
DOV,2023-09-28
DOW,2023-09-28
DPZ,2023-09-28
DRI,2023-09-28
DTE,2023-09-28
DUK,2023-09-28
DVA,2023-09-28
DVN,2023-09-28
DXCM,2023-09-28
EA,2023-09-28
EBAY,2023-09-28
ECL,2023-09-28
ED,2023-09-28
EFX,2023-09-28
EG,2023-09-28
EIX,2023-09-28
EL,2023-09-28
ELV,2023-09-28
EMN,2023-09-28
EMR,2023-09-28
ENPH,2023-09-28
EOG,2023-09-28
EPAM,2023-09-28
EQIX,2023-09-28
EQR,2023-09-28
EQT,2023-09-28
ERIE,2023-09-28
ES,2023-09-28
ESS,2023-09-28
ETN,2023-09-28
ETR,2023-09-28
EVRG,2023-09-28
EW,2023-09-28
EXC,2023-09-28
EXPD,2023-09-28
EXPE,2023-09-28
EXR,2023-09-28
F,2023-09-28
FANG,2023-09-28
FAST,2023-09-28
FCX,2023-09-28
FDS,2023-09-28
FDX,2023-09-28
FE,2023-09-28
FFIV,2023-09-28
FI,2023-09-28
FICO,2023-09-28
FIS,2023-09-28
FITB,2023-09-28
FOX,2023-09-28
FOXA,2023-09-28
FRT,2023-09-28
FSLR,2023-09-28
FTNT,2023-09-28
FTV,2023-09-28
GD,2023-09-28
GDDY,2023-09-28
GE,2023-09-28
GEN,2023-09-28
GILD,2023-09-28
GIS,2023-09-28
GL,2023-09-28
GLW,2023-09-28
GM,2023-09-28
GNRC,2023-09-28
GOOG,2023-09-28
GOOGL,2023-09-28
GPC,2023-09-28
GPN,2023-09-28
GRMN,2023-09-28
GS,2023-09-28
GWW,2023-09-28
HAL,2023-09-28
HAS,2023-09-28
HBAN,2023-09-28
HCA,2023-09-28
HD,2023-09-28
HES,2023-09-28
HIG,2023-09-28
HII,2023-09-28
HLT,2023-09-28
HOLX,2023-09-28
HON,2023-09-28
HPE,2023-09-28
HPQ,2023-09-28
HRL,2023-09-28
HSIC,2023-09-28
HST,2023-09-28
