date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,486,163002,225756,111762,81137,111561,163002,4352,9616,4673,1955,4204,4352,0,160,79
2020-05-08,486,150708,219932,107968,75015,107698,150708,5814,14750,7614,2766,6710,5814,0,95,82
2020-05-11,486,141174,209684,102921,70128,102324,141174,7742,24442,12010,3755,10777,7742,0,161,68
2020-05-12,486,128262,193438,93045,63573,92400,128262,11486,39930,20959,5652,18726,11486,0,258,52
2020-05-13,486,122030,188108,91545,60657,90589,122030,13338,45338,23189,6585,21336,13338,0,183,51
2020-05-14,486,120964,187898,92912,60287,91896,120964,14574,45928,22167,7214,21091,14574,0,108,51
2020-05-15,486,115246,180618,88789,57466,87990,115246,18542,53122,25564,9216,24538,18542,0,83,32
2020-05-18,486,113470,178218,87990,56612,86777,113470,19580,55532,25111,9753,24248,19580,0,84,22
2020-05-19,486,113820,177518,86652,56751,85965,113820,19414,56064,27003,9661,25981,19414,0,100,24
2020-05-20,486,113726,176418,86274,56701,85444,113726,19134,57108,27029,9518,25974,19134,0,99,29
2020-05-21,486,112902,174842,84586,56264,83532,112902,19236,58168,28670,9555,26718,19236,0,112,27
2020-05-22,486,111754,173922,83751,54980,82484,111754,19332,59104,28011,9584,26691,19332,0,96,34
2020-05-26,486,112866,175912,84359,55711,83283,112866,18586,57232,27134,9217,25572,18586,0,99,15
2020-05-27,486,112400,176850,86423,53858,83229,112400,19226,56638,22738,8908,20968,19226,0,547,148
2020-05-28,486,114624,181128,91172,56062,87621,114624,17726,52322,19552,8100,18561,17726,0,166,178
2020-05-29,486,118404,186546,90813,57937,89228,118404,15418,46668,20940,7625,19469,15418,0,190,30
2020-06-01,486,125400,194866,94059,61270,92555,125400,12518,38158,17002,6031,14927,12518,0,269,33
2020-06-02,486,133050,201086,99992,66043,98278,133050,10932,32302,12805,5169,11828,10932,0,90,65
2020-06-03,486,142170,206166,98708,69900,98382,142170,9442,27182,14656,4596,12400,9442,0,500,18
2020-06-04,486,149266,207632,101455,73977,100654,149266,9278,25856,11990,4342,10733,9278,0,114,52
2020-06-05,486,158088,209652,102156,78813,101875,158088,9168,24678,12406,4465,11431,9168,0,45,22
2020-06-08,486,164740,208866,99525,81381,99126,164740,9866,25410,14329,4747,11637,9866,0,188,50
2020-06-09,486,169300,208274,101674,84232,101468,169300,10714,25464,12881,5230,11630,10714,0,71,31
2020-06-10,486,172556,208774,102820,85891,101970,172556,11280,24754,9346,4396,8439,11280,0,84,103
2020-06-11,486,173842,210256,105138,86628,104057,173842,10506,23526,11455,4978,10556,10506,0,166,155
2020-06-12,486,174796,211250,106135,87186,104931,174796,9786,22908,11155,4677,10484,9786,0,161,151
2020-06-15,486,177056,213508,106484,88263,105747,177056,8958,20664,10770,4311,9752,8958,0,164,136
2020-06-16,486,178224,212576,106444,88916,105717,178224,9290,21408,10943,4534,10180,9290,0,157,81
2020-06-17,486,179172,212908,106819,89397,105957,179172,9358,20858,10529,4593,9955,9358,0,137,64
2020-06-18,486,179752,212530,106561,89725,105827,179752,9756,21368,10823,4799,10273,9756,0,127,63
2020-06-19,486,180524,212406,106487,90065,105641,180524,9780,20972,10233,4802,9675,9780,0,100,52
2020-06-22,486,180356,213004,106869,90020,105985,180356,10092,20660,10169,4963,9725,10092,0,82,54
2020-06-23,486,179122,212408,106023,89329,105491,179122,9786,21922,10823,4814,10315,9786,0,109,48
2020-06-24,486,179234,212588,106346,89366,105622,179234,8864,21588,10476,4360,9965,8864,0,118,30
