date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-07,486,163002,4352,225756,9616
2020-05-08,486,150708,5814,219932,14750
2020-05-11,486,141174,7742,209684,24442
2020-05-12,486,128262,11486,193438,39930
2020-05-13,486,122030,13338,188108,45338
2020-05-14,486,120964,14574,187898,45928
2020-05-15,486,115246,18542,180618,53122
2020-05-18,486,113470,19580,178218,55532
2020-05-19,486,113820,19414,177518,56064
2020-05-20,486,113726,19134,176418,57108
2020-05-21,486,112902,19236,174842,58168
2020-05-22,486,111754,19332,173922,59104
2020-05-26,486,112866,18586,175912,57232
2020-05-27,486,112400,19226,176850,56638
2020-05-28,486,114624,17726,181128,52322
2020-05-29,486,118404,15418,186546,46668
2020-06-01,486,125400,12518,194866,38158
2020-06-02,486,133050,10932,201086,32302
2020-06-03,486,142170,9442,206166,27182
2020-06-04,486,149266,9278,207632,25856
2020-06-05,486,158088,9168,209652,24678
2020-06-08,486,164740,9866,208866,25410
2020-06-09,486,169300,10714,208274,25464
2020-06-10,486,172556,11280,208774,24754
2020-06-11,486,173842,10506,210256,23526
2020-06-12,486,174796,9786,211250,22908
2020-06-15,486,177056,8958,213508,20664
2020-06-16,486,178224,9290,212576,21408
2020-06-17,486,179172,9358,212908,20858
2020-06-18,486,179752,9756,212530,21368
2020-06-19,486,180524,9780,212406,20972
2020-06-22,486,180356,10092,213004,20660
2020-06-23,486,179122,9786,212408,21922
2020-06-24,486,179234,8864,212588,21588
2020-06-25,486,176656,8582,212600,21956
2020-06-26,486,173034,9004,212022,22050
2020-06-29,486,169044,9780,210302,23356
2020-06-30,486,163994,10384,207870,25804
2020-07-01,486,156848,10754,204300,29322
2020-07-02,486,151098,9778,203288,30094
2020-07-06,486,141684,9134,202028,31794
2020-07-07,486,125484,11792,191384,41870
2020-07-08,486,111666,16982,175004,57910
2020-07-09,486,102294,24696,159790,73398
2020-07-10,486,100962,27764,155046,78046
2020-07-13,486,100454,28062,155178,77760
2020-07-14,486,98552,29274,153976,79356
2020-07-15,486,103256,26232,162678,70838
2020-07-16,486,105984,25420,166224,67392
2020-07-17,486,109092,24070,169962,63832
