date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-07,200,24702,1826,37662,12842
2020-05-08,200,23842,2066,37264,13408
2020-05-11,200,22990,2176,37332,14108
2020-05-12,200,21878,2494,36850,15266
2020-05-13,200,20964,2548,36732,16474
2020-05-14,200,20334,2590,36700,16856
2020-05-15,200,19560,2876,36226,18014
2020-05-18,200,19274,2698,36086,18142
2020-05-19,200,19564,2666,36342,17940
2020-05-20,200,19766,2598,36378,17642
2020-05-21,200,19864,2492,36606,17550
2020-05-22,200,19880,2492,36626,17678
2020-05-26,200,19824,2426,36658,17902
2020-05-27,200,19296,2434,36362,18188
2020-05-28,200,18574,2758,35736,19156
2020-05-29,200,17960,3066,35232,19660
2020-06-01,200,18296,2938,34976,18948
2020-06-02,200,18876,2770,35214,18392
2020-06-03,200,19792,2634,35570,18064
2020-06-04,200,20404,2628,35672,17282
2020-06-05,200,21162,2748,35544,16316
2020-06-08,200,21684,2906,35206,15686
2020-06-09,200,21934,3190,35078,15528
2020-06-10,200,22282,3526,34894,14824
2020-06-11,200,22728,3394,34998,14460
2020-06-12,200,23314,3200,35080,13942
2020-06-15,200,23830,3084,35456,13376
2020-06-16,200,23956,3256,35508,12830
2020-06-17,200,23976,3280,35424,12848
2020-06-18,200,23844,3260,35172,12926
2020-06-19,200,23524,3344,34976,13348
2020-06-22,200,23134,3490,34836,14494
2020-06-23,200,22520,3572,34958,15180
2020-06-24,200,21814,3556,34994,15796
2020-06-25,200,20976,3816,34530,16562
2020-06-26,200,20458,3840,34158,17354
2020-06-29,200,19784,3854,34076,17856
2020-06-30,200,18832,3944,33968,18864
2020-07-01,200,17618,4152,33978,20104
2020-07-02,200,16488,4170,33938,20958
2020-07-06,200,15038,4320,33492,22330
2020-07-07,200,13440,5206,31818,23488
2020-07-08,200,12408,6646,29704,24330
2020-07-09,200,12078,8106,28252,24742
2020-07-10,200,12142,8534,27784,24456
2020-07-13,200,12182,8650,27132,24180
2020-07-14,200,12090,8814,27468,24532
2020-07-15,200,12260,8468,27876,24766
2020-07-16,200,12266,8316,27992,24612
2020-07-17,200,12450,8100,28382,24530
2020-07-20,200,12574,7902,28790,24496
2020-07-21,200,13068,7474,29648,24186
2020-07-22,200,13326,7400,29872,24048
2020-07-23,200,13286,7280,29858,24020
2020-07-24,200,13006,7372,29540,24258
2020-07-27,200,12742,7638,29250,24660
2020-07-28,200,12540,7888,28834,24860
2020-07-29,200,12396,7846,28600,24714
2020-07-30,200,12138,7692,28974,24954
2020-07-31,200,11926,7568,29242,25366
2020-08-03,200,11762,7516,29504,25798
2020-08-04,200,11770,7268,29832,25752
2020-08-05,200,11896,6408,30006,25308
2020-08-06,200,12058,5802,30528,24410
2020-08-07,200,12586,5494,30970,23246
2020-08-10,200,13252,5296,32238,23238
2020-08-11,200,13680,5486,32474,23542
2020-08-12,200,13908,5784,32064,23588
2020-08-13,200,14046,5910,31794,23324
2020-08-14,200,14094,6058,31676,23472
2020-08-17,200,14074,6286,31380,23406
2020-08-18,200,13790,6646,30680,23744
2020-08-19,200,13530,6798,30432,23660
2020-08-20,200,13312,6922,30366,23824
2020-08-21,200,13278,6828,30416,23728
2020-08-24,200,13188,6742,29944,23270
2020-08-25,200,13236,6778,30120,23434
2020-08-26,200,13154,6764,30108,23324
2020-08-27,200,13168,6752,30092,23428
2020-08-28,200,13184,6878,29950,22962
2020-08-31,200,13360,6954,29954,23006
2020-09-01,200,13350,7050,30150,23138
2020-09-02,200,13072,7164,29958,23362
2020-09-03,200,12884,7196,30098,23458
2020-09-04,200,12562,6720,30590,24016
2020-09-08,200,12656,5758,31502,24086
2020-09-09,200,12734,5790,31666,23880
2020-09-10,200,12918,6048,31034,23564
2020-09-11,200,13348,6084,30710,23274
2020-09-14,200,13396,6410,30288,23290
2020-09-15,200,13210,6636,29936,23522
2020-09-16,200,13044,6824,29574,23704
2020-09-17,200,13058,7038,29490,23890
2020-09-18,200,13088,6972,29534,23770
2020-09-21,200,13176,6530,30390,23728
2020-09-22,200,13332,6360,30934,23842
2020-09-23,200,13550,6092,31308,23448
2020-09-24,200,14282,5802,32254,23082
2020-09-25,200,14702,5548,32602,22904
2020-09-28,200,14794,5464,32556,22680
2020-09-29,200,14714,5398,32558,22940
2020-09-30,200,14690,5318,32394,22988
2020-10-01,200,14662,5452,32450,23082
2020-10-02,200,14590,5422,32516,22880
2020-10-05,200,14790,4866,33330,22674
2020-10-06,200,14694,4658,33620,22810
2020-10-07,200,14866,4214,34212,22546
2020-10-08,200,15572,3662,35084,21650
2020-10-09,200,16240,3250,35522,20862
2020-10-12,200,17462,2862,35806,19556
2020-10-13,200,18432,2768,35882,18842
2020-10-14,200,19240,2748,35984,17978
2020-10-15,200,19628,2658,35662,17416
2020-10-16,200,20130,2706,35506,17188
2020-10-19,200,20494,2668,35698,16802
2020-10-20,200,20722,2646,35636,16640
2020-10-21,200,20530,2664,35592,16324
