date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,200,24702,37662,533,280,491,24702,1826,12842,19367,903,6202,1826,10506,11971,10
2020-05-08,200,23842,37264,781,462,712,23842,2066,13408,19119,1027,6479,2066,10690,11359,6
2020-05-11,200,22990,37332,389,271,387,22990,2176,14108,19511,1088,6961,2176,11442,11124,0
2020-05-12,200,21878,36850,407,281,390,21878,2494,15266,19493,1235,7535,2494,12118,10558,12
2020-05-13,200,20964,36732,259,157,251,20964,2548,16474,19641,1270,8165,2548,13210,10225,4
2020-05-14,200,20334,36700,448,275,426,20334,2590,16856,19452,1276,8299,2590,13560,9792,19
2020-05-15,200,19560,36226,961,613,858,19560,2876,18014,18939,1359,8708,2876,14250,9067,79
2020-05-18,200,19274,36086,1000,498,939,19274,2698,18142,18900,1314,8657,2698,14240,9039,35
2020-05-19,200,19564,36342,1126,540,1050,19564,2666,17940,18774,1298,8453,2666,14288,9142,35
2020-05-20,200,19766,36378,1749,714,1558,19766,2598,17642,18151,1174,7928,2598,14028,9069,125
2020-05-21,200,19864,36606,1887,944,1755,19864,2492,17550,18013,1145,7971,2492,14172,8888,101
2020-05-22,200,19880,36626,1211,661,1105,19880,2492,17678,18689,1175,8366,2492,14316,9179,71
2020-05-26,200,19824,36658,723,326,625,19824,2426,17902,19177,1144,8617,2426,14584,9486,69
2020-05-27,200,19296,36362,172,62,131,19296,2434,18188,19728,1191,8994,2434,14582,9486,26
2020-05-28,200,18574,35736,304,109,226,18574,2758,19156,19596,1321,9405,2758,14926,9078,58
2020-05-29,200,17960,35232,327,128,268,17960,3066,19660,19573,1491,9654,3066,14958,8752,42
2020-06-01,200,18296,34976,818,386,731,18296,2938,18948,19082,1407,9132,2938,14024,8662,62
2020-06-02,200,18876,35214,381,155,340,18876,2770,18392,19519,1363,9009,2770,13694,9183,22
2020-06-03,200,19792,35570,611,236,503,19792,2634,18064,19289,1274,8734,2634,13686,9560,43
2020-06-04,200,20404,35672,409,186,355,20404,2628,17282,19491,1284,8457,2628,13000,9916,30
2020-06-05,200,21162,35544,320,110,242,21162,2748,16316,19580,1360,7976,2748,11878,10371,14
2020-06-08,200,21684,35206,331,185,299,21684,2906,15686,19569,1439,7751,2906,10924,10557,14
2020-06-09,200,21934,35078,671,146,428,21934,3190,15528,19229,1480,7290,3190,10632,10721,115
2020-06-10,200,22282,34894,486,201,422,22282,3526,14824,19414,1731,7203,3526,9726,10840,32
2020-06-11,200,22728,34998,230,145,213,22728,3394,14460,19670,1684,7168,3394,9466,11119,13
2020-06-12,200,23314,35080,377,193,312,23314,3200,13942,19523,1571,6816,3200,9034,11364,29
2020-06-15,200,23830,35456,640,359,591,23830,3084,13376,19260,1514,6465,3084,8846,11456,28
2020-06-16,200,23956,35508,667,349,508,23956,3256,12830,19233,1496,6148,3256,8350,11529,132
2020-06-17,200,23976,35424,1815,1218,1636,23976,3280,12848,18085,1525,5966,3280,8300,10670,115
2020-06-18,200,23844,35172,2794,2005,2527,23844,3260,12926,17106,1437,5863,3260,8102,9817,193
2020-06-19,200,23524,34976,773,358,606,23524,3344,13348,19127,1581,6327,3344,8326,11304,91
2020-06-22,200,23134,34836,899,645,814,23134,3490,14494,19001,1722,7035,3490,9334,10822,23
2020-06-23,200,22520,34958,1311,797,1104,22520,3572,15180,18589,1653,7124,3572,10148,10363,133
2020-06-24,200,21814,34994,432,223,407,21814,3556,15796,19468,1771,7718,3556,10812,10584,7
2020-06-25,200,20976,34530,608,359,562,20976,3816,16562,19292,1884,8068,3816,11112,10029,24
2020-06-26,200,20458,34158,463,213,396,20458,3840,17354,19437,1894,8483,3840,11550,9916,26
2020-06-29,200,19784,34076,655,361,571,19784,3854,17856,19245,1878,8691,3854,11980,9431,49
2020-06-30,200,18832,33968,1317,642,1149,18832,3944,18864,18583,1879,8830,3944,12880,8674,93
2020-07-01,200,17618,33978,1013,375,864,17618,4152,20104,18887,1987,9520,4152,14150,8334,89
2020-07-02,200,16488,33938,950,430,856,16488,4170,20958,18950,2042,10029,4170,14980,7714,43
2020-07-06,200,15038,33492,1124,444,975,15038,4320,22330,18776,2080,10577,4320,15898,6975,80
2020-07-07,200,13440,31818,892,288,739,13440,5206,23488,19008,2548,11248,5206,15370,6332,55
2020-07-08,200,12408,29704,772,260,619,12408,6646,24330,19128,3249,11776,6646,14152,5844,74
2020-07-09,200,12078,28252,345,132,297,12078,8106,24742,19555,4028,12209,8106,13090,5807,25
2020-07-10,200,12142,27784,828,321,667,12142,8534,24456,19072,4177,11813,8534,12342,5650,90
2020-07-13,200,12182,27132,200,70,168,12182,8650,24180,19700,4315,11980,8650,11502,5921,10
2020-07-14,200,12090,27468,712,252,583,12090,8814,24532,19188,4330,11894,8814,12058,5693,77
2020-07-15,200,12260,27876,611,162,434,12260,8468,24766,19289,4125,12021,8468,12688,5868,109
2020-07-16,200,12266,27992,777,328,560,12266,8316,24612,19123,3987,11899,8316,12658,5705,171
2020-07-17,200,12450,28382,1409,496,995,12450,8100,24530,18491,3768,11482,8100,12952,5629,282
2020-07-20,200,12574,28790,1186,332,802,12574,7902,24496,18714,3705,11548,7902,13324,5855,246
2020-07-21,200,13068,29648,1411,440,1042,13068,7474,24186,18489,3519,11294,7474,13838,5994,218
2020-07-22,200,13326,29872,1807,543,1242,13326,7400,24048,18093,3318,10907,7400,13930,6020,382
2020-07-23,200,13286,29858,746,226,528,13286,7280,24020,19154,3508,11569,7280,13884,6317,132
2020-07-24,200,13006,29540,641,214,485,13006,7372,24258,19259,3594,11764,7372,13804,6189,92
2020-07-27,200,12742,29250,505,172,412,12742,7638,24660,19395,3776,12056,7638,13916,6099,43
2020-07-28,200,12540,28834,1505,524,1142,12540,7888,24860,18395,3677,11584,7888,13716,5646,267
2020-07-29,200,12396,28600,735,243,514,12396,7846,24714,19165,3770,11923,7846,13368,5855,153
2020-07-30,200,12138,28974,432,153,335,12138,7692,24954,19468,3773,12232,7692,13964,5816,73
2020-07-31,200,11926,29242,301,103,236,11926,7568,25366,19599,3755,12524,7568,14662,5760,29
2020-08-03,200,11762,29504,693,253,578,11762,7516,25798,19207,3694,12555,7516,15366,5528,64
2020-08-04,200,11770,29832,767,240,569,11770,7268,25752,19133,3527,12436,7268,15642,5545,107
