code,dt
AAL,2020-05-28
AAPL,2020-05-28
AMD,2020-05-28
AMZN,2020-05-28
GOOGL,2020-05-28
INTC,2020-05-28
MARA,2020-05-28
NVDA,2020-05-28
PLUG,2020-05-28
TSLA,2020-05-28
