epoch,loss
1,2.4850582219909256
2,1.6318208587541247
3,1.2096563017539252
4,1.0760815404634225
5,1.0176332575498972
6,0.9780360601140079
7,0.9461852783447786
8,0.9185062611786802
9,0.8926344175491844
10,0.8677880493111146
11,0.843317823078567
12,0.8221742059873821
13,0.8041081676466804
14,0.788242778632409
15,0.7752171920340257
16,0.7667445054405051
17,0.7594827220936369
18,0.7521343799555985
19,0.747528311235649
20,0.7433792662561088
21,0.7398738917128701
22,0.7360009036159277
23,0.7313356953004649
24,0.7282313883966044
25,0.7260484028709797
