sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.002057612,0.0020576133,0.33333334,0.33333334,0.33333334
1,2024-05-13,0.0020576129,0.002057613,0.33333334,0.33333334,0.33333334
1,2024-05-14,0.0020576136,0.0020576129,0.33333334,0.33333334,0.33333334
1,2024-05-15,0.0020576133,0.002057613,0.33333334,0.33333334,0.33333334
1,2024-05-16,0.0020576136,0.0020576136,0.33333334,0.33333334,0.33333334
1,2024-05-17,0.0020576133,0.0020576129,0.33333334,0.33333334,0.33333334
1,2024-05-20,0.0020576133,0.0020576133,0.33333334,0.33333334,0.33333334
1,2024-05-21,0.0020576129,0.0020576129,0.33333334,0.33333334,0.33333334
1,2024-05-22,0.0020576129,0.002057613,0.33333334,0.33333334,0.33333334
1,2024-05-23,0.0020576138,0.0020576136,0.33333334,0.33333334,0.33333334
1,2024-05-24,0.002057614,0.0020576133,0.33333334,0.33333334,0.33333334
1,2024-05-28,0.002057613,0.0020576133,0.33333334,0.33333334,0.33333334
1,2024-05-29,0.0020576133,0.0020576133,0.33333334,0.33333334,0.33333334
1,2024-05-30,0.0020576136,0.0020576133,0.33333334,0.33333334,0.33333334
1,2024-05-31,0.0020576136,0.0020576138,0.33333334,0.33333334,0.33333334
1,2024-06-03,0.0020576133,0.0020576124,0.33333334,0.33333334,0.33333334
1,2024-06-04,0.0020576124,0.0020576133,0.33333334,0.33333334,0.33333334
1,2024-06-05,0.0020576133,0.0020576136,0.33333334,0.33333334,0.33333334
1,2024-06-06,0.002057613,0.0020576124,0.33333334,0.33333334,0.33333334
1,2024-06-07,0.002057613,0.0020576133,0.33333334,0.33333334,0.33333334
