sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082945,0.0046082945,0.65123016,0.34876978,2.5313298e-09
1,2025-02-07,0.0046082945,0.0046082945,0.23685533,0.71683156,0.046313137
1,2025-02-10,0.0046082945,0.004608295,0.30620733,0.44366103,0.25013164
1,2025-02-11,0.0046082945,0.0046082954,0.5768811,0.4214517,0.001667232
1,2025-02-12,0.0046082954,0.0046082954,0.29620406,0.67741644,0.026379462
1,2025-02-13,0.004608295,0.004608295,0.21136244,0.7886376,1.3164175e-10
1,2025-02-14,0.0046082954,0.004608295,0.38460246,0.09896116,0.5164364
1,2025-02-17,0.0046082945,0.0046082954,0.99999803,8.30179e-07,1.1885459e-06
1,2025-02-18,0.0046082954,0.0046082935,0.7909281,4.8547246e-09,0.20907183
1,2025-02-19,0.004608295,0.0046082954,0.4921809,1.3930427e-09,0.50781906
1,2025-02-20,0.004608295,0.004608295,0.98591816,0.011738815,0.0023430511
1,2025-02-21,0.004608295,0.0046082954,0.9999981,1.2389401e-06,7.2913946e-07
1,2025-02-24,0.0046082945,0.004608294,0.20050775,0.5195795,0.27991268
1,2025-02-25,0.004608295,0.004608294,0.7625483,2.0304059e-08,0.23745158
1,2025-02-26,0.0046082945,0.0046082954,0.21871555,0.62040627,0.16087823
1,2025-02-27,0.0046082945,0.004608295,1.0,1.4541073e-08,1.4541071e-08
1,2025-02-28,0.0046082945,0.004608294,0.8423847,0.119100556,0.038514752
1,2025-03-03,0.004608295,0.0046082945,0.7702762,0.07872746,0.15099628
1,2025-03-04,0.0046082945,0.0046082945,0.9870256,0.01297442,9.142148e-17
1,2025-03-05,0.004608295,0.0046082954,0.9416308,2.220068e-09,0.058369264
