date,n_nodes,cos_pos,pred_pos,overlap_cos_pred_pos,cos_neg,pred_neg,overlap_cos_pred_neg,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-12,217,18283,15397,7626,7140,8039,2166,1407,1404
2020-05-13,217,18345,14153,7351,7324,9283,2471,1713,1191
2020-05-14,217,18327,13446,6915,7384,9990,2402,2140,1290
2020-05-15,217,18259,13280,6839,7594,10156,2543,2182,1254
2020-05-18,217,18001,12752,5993,7806,10684,2264,2899,1639
2020-05-19,217,17925,13467,6122,7736,9969,2312,2732,1556
2020-05-20,217,17583,12577,5512,7962,10859,2577,3171,1404
2020-05-21,217,17221,13709,5437,8268,9727,2218,3065,1916
2020-05-22,217,17455,15463,5806,7496,7973,1349,2813,2399
2020-05-25,217,18017,13969,5794,6338,9467,1388,3106,1781
2020-05-26,217,18325,12696,5590,6120,10740,1750,3464,1310
2020-05-27,217,18521,11770,5348,6154,11666,1971,3804,1106
2020-05-28,217,18651,13178,5926,6126,10258,1645,3291,1418
2020-05-29,217,19011,12645,5721,6316,10791,1717,3676,1441
2020-06-01,217,19359,13920,6027,6180,9516,1638,3544,1452
2020-06-02,217,19817,13695,5994,5664,9741,1470,3806,1362
2020-06-03,217,19887,14043,6115,5118,9393,1307,3720,1252
2020-06-04,217,19725,13569,6495,4894,9867,1391,3259,1056
2020-06-05,217,19053,13805,6566,4912,9631,1376,2852,1080
2020-06-08,217,18283,14992,6521,5028,8444,1439,2512,1075
2020-06-09,217,18321,15508,7110,5032,7928,1386,1942,1130
2020-06-10,217,18547,15036,6937,5324,8400,1541,2228,1121
2020-06-11,217,18427,14416,6433,5518,9020,1624,2672,1135
2020-06-12,217,18253,15685,6782,5546,7751,1170,2236,1603
2020-06-15,217,17973,12719,5416,5450,10717,1660,3462,1065
2020-06-16,217,17645,13308,6089,5586,10128,1826,2625,967
2020-06-17,217,17535,13507,6096,5656,9929,1765,2563,1063
2020-06-18,217,17523,14546,6112,5428,8890,1542,2541,1172
2020-06-19,217,17425,16388,6654,5158,7048,1290,1950,1289
2020-06-22,217,17081,16132,6602,5018,7304,1405,1830,1104
2020-06-23,217,16935,13923,6363,5084,9513,1665,1996,877
2020-06-24,217,17355,14023,6553,5068,9413,1724,2016,810
2020-06-29,217,17327,13915,6463,5398,9521,1861,2092,838
2020-06-30,217,17509,13439,6866,6066,9997,2324,1780,709
2020-07-01,217,18275,17784,7796,5688,5652,1164,1233,1680
2020-07-02,217,19971,21202,9350,4382,2234,543,527,1648
2020-07-03,217,23083,22270,11207,2976,1166,285,226,1203
2020-07-06,217,27193,23066,13364,1722,370,61,124,800
2020-07-07,217,30999,23279,15335,1254,157,8,56,619
2020-07-08,217,33465,22628,16170,1084,808,77,454,465
2020-07-09,217,35431,22976,17388,900,460,8,219,442
2020-07-10,217,36471,22756,17890,778,680,40,237,349
2020-07-13,217,37347,22458,18193,666,978,18,372,315
2020-07-14,217,38089,22297,18595,570,1139,45,341,240
2020-07-15,217,38673,22331,18893,488,1105,58,335,186
2020-07-16,217,39015,20822,17915,450,2614,74,1484,151
2020-07-17,217,39357,18036,15450,442,5400,104,4120,117
2020-07-20,217,39625,20461,17526,426,2975,74,2178,139
2020-07-21,217,39859,20534,17647,430,2902,58,2174,157
2020-07-22,217,40103,18904,16663,410,4532,67,3280,138
2020-07-23,217,40759,15261,13434,344,8175,59,6837,113
2020-07-24,217,41297,13996,12529,282,9440,63,8011,78
2020-07-27,217,42001,15623,14207,204,7813,39,6685,63
2020-07-28,217,42713,15435,14243,128,8001,29,7005,35
2020-07-29,217,43041,14963,13921,112,8473,31,7491,25
2020-07-30,217,42725,14521,13513,122,8915,42,7741,19
2020-07-31,217,42377,13226,12472,338,10210,129,8608,40
2020-08-03,217,41517,13082,12154,574,10354,225,8496,62
2020-08-04,217,40281,14206,12802,1224,9230,360,7230,252
2020-08-05,217,38663,14979,12858,1302,8457,210,6365,441
2020-08-06,217,35839,13994,11359,1382,9442,232,6452,459
2020-08-07,217,32241,13571,10194,1520,9865,419,5818,341
2020-08-10,217,26895,14392,9220,1860,9044,479,4119,451
2020-08-11,217,20635,12574,6456,3268,10862,999,3753,635
