sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082945,0.0046082954,0.18144876,0.0010318122,0.81751937
1,2025-02-07,0.004608295,0.0046082945,0.9737206,1.1075605e-09,0.026279416
1,2025-02-10,0.0046082945,0.004608295,0.4604691,1.23171835e-23,0.53953093
1,2025-02-11,0.0046082954,0.004608295,0.44061702,0.559383,3.7859154e-14
1,2025-02-12,0.0046082945,0.004608295,0.94548744,0.05185536,0.0026572184
1,2025-02-13,0.0046082954,0.004608295,0.29401922,0.09688608,0.60909474
1,2025-02-14,0.0046082945,0.0046082954,0.6158161,0.109330185,0.27485368
1,2025-02-17,0.0046082954,0.004608295,0.20376372,0.20801131,0.588225
1,2025-02-18,0.0046082945,0.004608295,0.26140755,6.3410235e-14,0.7385924
1,2025-02-19,0.004608295,0.0046082945,0.49006146,0.4364058,0.07353274
1,2025-02-20,0.0046082954,0.0046082945,0.9999997,1.2516729e-07,1.2974893e-07
1,2025-02-21,0.004608295,0.0046082945,0.9952642,7.2730454e-06,0.0047285384
1,2025-02-24,0.004608296,0.004608295,0.7113113,3.564006e-07,0.2886884
1,2025-02-25,0.0046082954,0.0046082945,0.84079355,0.14550753,0.013698953
1,2025-02-26,0.0046082945,0.0046082945,0.5896967,0.042016167,0.36828712
1,2025-02-27,0.0046082945,0.0046082945,0.036778025,0.96129584,0.0019260967
1,2025-02-28,0.0046082945,0.0046082945,0.041764043,0.042075723,0.9161602
1,2025-03-03,0.0046082954,0.0046082945,0.5409192,0.046449766,0.41263106
1,2025-03-04,0.004608296,0.004608295,0.06446269,0.79645354,0.1390838
1,2025-03-05,0.0046082945,0.0046082945,0.23797196,0.43926588,0.32276216
