sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2024-05-10,0.002057613,0.0020576133,0.98845667,0.0001048242,0.011438485
1,2024-05-13,0.0020576129,0.0020576133,0.05049474,0.03807526,0.91143
1,2024-05-14,0.0020576136,0.0020576133,0.6834035,0.3165965,1.3679073e-12
1,2024-05-15,0.0020576126,0.0020576124,0.2373687,0.26968297,0.49294832
1,2024-05-16,0.0020576133,0.002057613,0.99989843,4.8839316e-05,5.2714076e-05
1,2024-05-17,0.0020576143,0.0020576133,0.4972557,0.4918371,0.010907209
1,2024-05-20,0.0020576136,0.0020576129,0.71553123,0.28426144,0.0002072962
1,2024-05-21,0.0020576145,0.0020576133,1.0,3.713412e-08,3.281814e-08
1,2024-05-22,0.002057613,0.002057613,1.0,1.8235204e-08,1.8334019e-08
1,2024-05-23,0.0020576129,0.0020576129,0.962029,0.037971027,1.4579707e-12
1,2024-05-24,0.0020576129,0.0020576129,0.56485146,0.43514842,4.9164033e-08
1,2024-05-28,0.0020576133,0.0020576126,0.8829614,0.11693769,0.00010091621
1,2024-05-29,0.0020576133,0.0020576136,0.991349,0.0043255193,0.0043255193
1,2024-05-30,0.0020576136,0.0020576122,0.62817824,0.34683365,0.024988027
1,2024-05-31,0.0020576143,0.0020576133,0.80845505,0.191531,1.3901068e-05
1,2024-06-03,0.0020576129,0.0020576129,0.61960566,0.035088744,0.34530565
1,2024-06-04,0.002057613,0.0020576133,0.55944127,0.44055873,3.4041212e-10
1,2024-06-05,0.0020576138,0.0020576136,0.31114945,0.5736326,0.11521796
1,2024-06-06,0.0020576129,0.0020576133,0.27804783,0.40837863,0.3135735
1,2024-06-07,0.0020576136,0.002057613,0.689406,0.3081288,0.0024652118
