sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-05,0.0049999994,0.0049999994,4.2010606e-06,3.4242578e-06,0.99999243
1,2025-02-06,0.0050000004,0.005,1.2328961e-05,0.99997604,1.1585539e-05
1,2025-02-07,0.0049999994,0.005,1.3960178e-07,0.9999997,1.6061585e-07
1,2025-02-10,0.0050000004,0.0049999994,0.16470344,0.07570026,0.7595962
1,2025-02-11,0.0049999994,0.0049999994,0.04894389,0.94629294,0.004763195
1,2025-02-12,0.005,0.005000001,0.4394339,0.46746242,0.093103714
1,2025-02-13,0.0049999994,0.0049999994,0.26695368,0.0032383301,0.7298079
1,2025-02-14,0.0050000004,0.0050000004,0.28618276,0.17643894,0.53737825
1,2025-02-18,0.005000001,0.005,0.03390036,0.96608824,1.1436129e-05
1,2025-02-19,0.0049999994,0.005,0.4844528,0.0033338647,0.51221335
1,2025-02-20,0.005,0.0050000013,0.3849945,6.3082225e-06,0.6149992
1,2025-02-21,0.005000001,0.0050000004,0.036159612,0.96378744,5.295588e-05
1,2025-02-24,0.0049999994,0.005,0.015088716,0.98469007,0.00022127043
1,2025-02-25,0.005000001,0.0049999994,0.7009413,0.2880216,0.011037119
1,2025-02-26,0.0050000013,0.0050000004,0.9999975,1.2417606e-06,1.2901721e-06
1,2025-02-27,0.0049999994,0.0049999994,0.50912917,0.029972332,0.46089843
1,2025-02-28,0.0050000004,0.0049999994,0.0011909452,0.66105217,0.3377568
1,2025-03-03,0.005,0.0050000004,0.005954925,0.001511519,0.99253356
1,2025-03-04,0.005,0.0050000004,0.20500496,0.7949883,6.776833e-06
1,2025-03-05,0.005,0.005,0.3446616,0.01897986,0.6363585
