sample_id,dt,pos_weight_mean,neg_weight_mean,beta_self_mean,beta_pos_mean,beta_neg_mean
1,2025-02-06,0.0046082954,0.004608295,0.5113164,0.3931242,0.09555938
1,2025-02-07,0.0046082954,0.0046082954,0.84081954,0.15918046,2.9712898e-18
1,2025-02-10,0.004608295,0.004608295,0.106543705,0.5683405,0.32511586
1,2025-02-11,0.004608295,0.004608295,0.1436851,0.5238744,0.3324405
1,2025-02-12,0.004608295,0.004608295,0.44966453,0.48893437,0.061401095
1,2025-02-13,0.0046082954,0.004608295,0.42190778,0.57679754,0.001294664
1,2025-02-14,0.0046082954,0.004608295,0.95366716,0.046332497,3.7938895e-07
1,2025-02-17,0.0046082954,0.004608295,0.9999997,1.8399486e-07,1.8367058e-07
1,2025-02-18,0.004608295,0.004608295,0.106675774,0.68719906,0.20612514
1,2025-02-19,0.004608295,0.004608295,0.42503238,0.14625458,0.42871305
1,2025-02-20,0.0046082945,0.0046082954,0.20677224,0.5377861,0.25544164
1,2025-02-21,0.004608295,0.0046082945,1.0,3.0321363e-11,3.0327095e-11
1,2025-02-24,0.004608295,0.004608295,1.0,8.101389e-11,8.101389e-11
1,2025-02-25,0.004608295,0.0046082945,0.1264122,0.7316287,0.1419591
1,2025-02-26,0.004608295,0.0046082954,0.67554116,0.20206276,0.122396044
1,2025-02-27,0.004608295,0.004608295,0.3015698,0.38312155,0.31530866
1,2025-02-28,0.0046082954,0.004608295,2.383331e-11,1.0,2.3730745e-11
1,2025-03-03,0.004608295,0.0046082954,0.9999746,4.2000383e-06,2.1212605e-05
1,2025-03-04,0.0046082954,0.0046082945,0.5320827,0.15411924,0.313798
1,2025-03-05,0.004608295,0.0046082945,0.38540745,0.6145926,3.874092e-22
