date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-07,486,163002,4352,231766,68336
2020-05-08,486,150708,5814,230178,79458
2020-05-11,486,141174,7742,228092,87398
2020-05-12,486,128262,11486,224030,98852
2020-05-13,486,122030,13338,221992,105978
2020-05-14,486,120964,14574,220626,107910
2020-05-15,486,115246,18542,215930,112982
2020-05-18,486,113470,19580,214790,114042
2020-05-19,486,113820,19414,214836,113922
2020-05-20,486,113726,19134,214844,114206
2020-05-21,486,112902,19236,214422,115644
2020-05-22,486,111754,19332,214072,116732
2020-05-26,486,112866,18586,214192,115958
2020-05-27,486,112400,19226,212494,115860
2020-05-28,486,114624,17726,213752,113610
2020-05-29,486,118404,15418,216652,109968
2020-06-01,486,125400,12518,219836,101830
2020-06-02,486,133048,10932,221680,93744
2020-06-03,486,142168,9442,223726,84770
2020-06-04,486,149262,9278,222972,77538
2020-06-05,486,158088,9168,223588,68180
2020-06-08,486,164740,9866,223214,62912
2020-06-09,486,169300,10714,222300,58992
2020-06-10,486,172556,11280,221526,55328
2020-06-11,486,173842,10506,222612,52114
2020-06-12,486,174796,9786,224024,50810
2020-06-15,486,177054,8958,225044,49048
2020-06-16,486,178222,9290,224594,46494
2020-06-17,486,179172,9358,224148,43804
2020-06-18,486,179752,9756,223820,43390
2020-06-19,486,180524,9780,223710,43516
2020-06-22,486,180356,10092,223560,44288
2020-06-23,486,179122,9786,224148,45908
2020-06-24,486,179234,8864,225842,47200
2020-06-25,486,176656,8582,226364,50682
2020-06-26,486,173034,9004,225388,54486
2020-06-29,486,169042,9780,224178,59090
2020-06-30,486,163994,10384,223106,64414
2020-07-01,486,156848,10754,222952,71738
2020-07-02,486,151098,9778,224302,77188
2020-07-06,486,141684,9134,225738,86414
2020-07-07,486,125484,11792,222604,103078
2020-07-08,486,111666,16982,216214,116184
2020-07-09,486,102294,24696,206824,126052
2020-07-10,486,100962,27764,203050,127436
2020-07-13,486,100454,28062,202310,126820
2020-07-14,486,98552,29274,201764,128784
2020-07-15,486,103256,26232,206084,124300
2020-07-16,486,105984,25420,207302,122318
2020-07-17,486,109092,24070,208738,119284
2020-07-20,486,109970,23634,208574,118436
2020-07-21,486,113050,21562,210604,115392
2020-07-22,486,116082,20316,211572,112558
2020-07-23,486,117582,19844,211648,111536
2020-07-24,486,114860,21268,209302,113802
2020-07-27,486,111508,23680,206074,117086
2020-07-28,486,108742,26344,201688,119136
2020-07-29,486,107248,26008,202386,119544
2020-07-30,486,105286,25180,203838,122180
2020-07-31,486,103912,24774,204618,123780
2020-08-03,486,102770,24896,203936,125062
