epoch,loss
1,0.3055428249674443
2,0.12092956415846443
3,0.07903022551400117
4,0.05902435939998873
5,0.045288920511925894
6,0.03562637846107332
7,0.026951275374674823
8,0.021572568253728386
9,0.01638716957771833
10,0.01234942358927574
11,0.009481773914212283
12,0.007390735606518774
13,0.004362752230114748
14,0.0017629670803382203
15,-0.0010552280322344116
16,-0.004739233283379131
17,-0.007516272783860005
18,-0.010696543540463536
19,-0.013545414947285539
20,-0.01575899548905532
21,-0.017813160772517204
22,-0.019790844098227
23,-0.021695932831243363
24,-0.023103660494451804
25,-0.024856685816125552
26,-0.02646130331901113
27,-0.028276380629584236
28,-0.030163022110070856
29,-0.03171848955244314
30,-0.03305503884267694
