date,n_nodes,cos_pos,pred_pos,overlap_cos_pred_pos,cos_neg,pred_neg,overlap_cos_pred_neg,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-05-07,200,24114,16608,10324,1528,3292,269,1633,495
2020-05-08,200,23280,16672,10261,1682,3228,234,1279,607
2020-05-11,200,22580,15785,9440,1912,4115,240,1750,716
2020-05-12,200,21360,14335,8392,2434,5565,484,2188,733
2020-05-13,200,20564,11833,6404,2542,8067,659,3778,612
2020-05-14,200,20354,15218,7926,2408,4682,374,2151,830
2020-05-15,200,19778,15254,7847,2708,4646,437,1942,917
2020-05-18,200,19446,15431,7570,2744,4469,218,2053,1154
2020-05-19,200,19556,17022,8348,2732,2878,173,1330,1193
2020-05-20,200,19532,16783,8295,2768,3117,309,1371,1075
2020-05-21,200,19510,17107,8580,2832,2793,295,1075,1121
2020-05-22,200,19462,17688,8818,2916,2212,290,813,1168
2020-05-26,200,19532,17504,8888,2960,2396,350,778,1130
2020-05-27,200,19094,15431,7996,2978,4469,524,1451,965
2020-05-28,200,18490,18488,8855,3192,1412,243,290,1353
2020-05-29,200,18124,15890,7796,3432,4010,558,1166,1158
2020-06-01,200,18602,18071,8688,3350,1829,256,513,1419
2020-06-02,200,19214,18188,9126,3298,1712,262,381,1387
2020-06-03,200,19424,18477,9315,3144,1423,227,297,1345
2020-06-04,200,19702,17938,9149,3140,1962,351,602,1219
2020-06-05,200,20178,17322,9237,2956,2578,350,752,1128
2020-06-08,200,20658,17593,9697,2978,2307,367,532,1122
2020-06-09,200,21162,18791,10105,2992,1109,215,376,1281
2020-06-10,200,21856,17651,10120,2986,2249,427,708,1066
2020-06-11,200,22268,10204,5325,2798,9696,633,5709,766
2020-06-12,200,22548,11734,6667,2778,8166,549,4507,840
2020-06-15,200,23036,15899,9225,2688,4001,353,2193,991
2020-06-16,200,23350,15931,9551,2650,3969,354,2024,971
2020-06-17,200,23486,16225,9516,2508,3675,304,2127,950
2020-06-18,200,23314,17491,10097,2344,2409,143,1460,1029
2020-06-19,200,23110,10360,5674,2252,9540,545,5781,581
2020-06-22,200,22858,15527,8999,2304,4373,329,2330,823
2020-06-23,200,22252,16378,8781,2432,3522,189,2245,1027
2020-06-24,200,21806,14194,7805,2548,5706,334,2998,940
2020-06-25,200,21164,16905,9107,2810,2995,211,1375,1194
2020-06-26,200,20932,9859,5565,2864,10041,931,4801,501
2020-06-29,200,20542,15357,8118,2928,4543,314,2053,1150
2020-06-30,200,19964,15039,7292,3040,4861,301,2590,1219
2020-07-01,200,18936,15191,6893,3138,4709,323,2475,1246
2020-07-02,200,18260,16374,7230,3132,3526,262,1800,1304
2020-07-06,200,17056,15436,6479,3236,4464,375,1949,1243
2020-07-07,200,15216,17121,6334,3896,2779,266,1174,1682
2020-07-08,200,13606,16595,5807,4960,3305,562,896,1918
2020-07-09,200,12714,16175,5496,6150,3725,708,761,2367
2020-07-10,200,12652,17026,5468,6514,2874,526,758,2731
2020-07-13,200,12552,15634,5030,6578,4266,809,1146,2480
2020-07-14,200,12480,15758,4957,6740,4142,708,1183,2662
2020-07-15,200,12712,15928,4850,6518,3972,689,1406,2570
2020-07-16,200,12754,17435,5544,6366,2465,532,733,2651
2020-07-17,200,12852,17637,5636,6086,2263,436,690,2607
2020-07-20,200,12876,17152,5505,5872,2748,446,833,2490
2020-07-21,200,13332,18362,6162,5416,1538,317,404,2391
2020-07-22,200,13384,17244,5926,5608,2656,421,666,2383
2020-07-23,200,13096,16378,5482,5354,3522,542,966,2135
2020-07-24,200,12164,16450,5268,5314,3450,464,714,2193
2020-07-27,200,11636,15256,4676,5598,4644,801,1042,1998
2020-07-28,200,11342,16863,4850,5914,3037,486,721,2471
2020-07-29,200,11238,15685,4662,6066,4215,730,857,2303
2020-07-30,200,11164,14908,4383,6106,4992,766,1099,2287
2020-07-31,200,11206,12914,4044,6250,6986,1289,1459,1836
2020-08-03,200,11286,15935,4848,6280,3965,774,695,2366
2020-08-04,200,11294,16453,4683,6170,3447,557,864,2528
2020-08-05,200,11362,17273,5212,5814,2627,671,369,2236
2020-08-06,200,12018,16779,5267,5866,3121,545,642,2388
2020-08-07,200,12616,16075,5481,5816,3825,700,727,2208
2020-08-10,200,13502,16551,6071,5718,3349,669,580,2190
2020-08-11,200,14060,15372,5980,5812,4528,1049,950,1857
2020-08-12,200,14300,16824,6517,6014,3076,797,533,2210
2020-08-13,200,14272,16994,6580,6248,2906,722,456,2402
2020-08-14,200,14374,16759,6539,6616,3141,719,548,2589
2020-08-17,200,14464,17715,6842,6872,2185,744,290,2692
2020-08-18,200,14364,16478,6246,7346,3422,826,836,2847
