date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-07,200,24214,1354,38024,13004
2020-05-08,200,23530,1446,37976,14092
2020-05-11,200,22918,1544,37492,14042
2020-05-12,200,21906,1906,37000,14618
2020-05-13,200,20928,2088,36766,15712
2020-05-14,200,20372,2212,36794,16504
2020-05-15,200,19536,2588,36362,17432
2020-05-18,200,19050,2756,36050,17534
2020-05-19,200,19326,2762,36070,17254
2020-05-20,200,19398,2718,36278,17298
2020-05-21,200,19348,2798,36194,17346
2020-05-22,200,19328,2828,36014,17814
2020-05-26,200,19104,2850,35904,17796
2020-05-27,200,18322,3014,35492,17916
2020-05-28,200,17626,3350,34736,18550
2020-05-29,200,17200,3670,34376,18816
2020-06-01,200,17750,3544,34658,18318
2020-06-02,200,18326,3400,34956,18110
2020-06-03,200,18890,3272,35108,17422
2020-06-04,200,19310,3196,35124,16810
2020-06-05,200,20032,3150,35080,16048
2020-06-08,200,20438,3230,34854,15970
2020-06-09,200,20712,3536,34972,15188
2020-06-10,200,21118,3860,34718,14864
2020-06-11,200,21098,3658,34822,14930
2020-06-12,200,21222,3568,35034,14496
2020-06-15,200,21448,3520,35380,14460
2020-06-16,200,21382,3616,34918,13980
2020-06-17,200,21238,3608,34848,13714
2020-06-18,200,20920,3576,34686,14778
2020-06-19,200,20758,3456,34968,15318
2020-06-22,200,20620,3468,34880,16060
2020-06-23,200,20296,3672,34900,16522
2020-06-24,200,19732,3784,34524,17138
2020-06-25,200,19052,3884,34294,17964
2020-06-26,200,18622,3996,34194,19090
2020-06-29,200,18168,4130,34028,19658
2020-06-30,200,17602,4214,33972,20010
2020-07-01,200,16880,4272,33586,20438
2020-07-02,200,16166,4102,33830,21282
2020-07-06,200,14970,4050,33878,22380
2020-07-07,200,13154,4832,32798,23848
2020-07-08,200,12058,5970,30852,24724
2020-07-09,200,11656,7536,28670,25016
2020-07-10,200,11796,8132,28114,25082
2020-07-13,200,11986,8346,27684,24784
2020-07-14,200,11956,8482,27658,24882
2020-07-15,200,12060,8324,28088,25412
2020-07-16,200,12120,8168,28480,25550
2020-07-17,200,12260,7826,28874,25310
2020-07-20,200,12408,7758,29186,25210
2020-07-21,200,12836,7230,29882,24774
2020-07-22,200,12984,7340,30264,24554
2020-07-23,200,13108,7240,30268,24392
2020-07-24,200,12972,7116,30296,24520
2020-07-27,200,12864,7112,30030,24464
2020-07-28,200,12766,7258,29920,24692
2020-07-29,200,12588,7150,30044,24982
2020-07-30,200,12484,7208,30478,25424
2020-07-31,200,12270,7262,29938,25442
2020-08-03,200,12124,7174,30002,25456
2020-08-04,200,12208,6582,30488,25006
2020-08-05,200,12808,5972,31332,24294
2020-08-06,200,13238,5614,31236,23118
2020-08-07,200,13666,5490,31354,22290
2020-08-10,200,14336,5242,31568,21720
2020-08-11,200,14626,5262,31754,21738
2020-08-12,200,14588,5346,31504,21994
2020-08-13,200,14642,5444,31516,21574
2020-08-14,200,14674,5656,31260,21410
2020-08-17,200,14638,5810,30784,21356
2020-08-18,200,14282,6004,30382,21900
2020-08-19,200,13832,5966,30220,21998
2020-08-20,200,13598,6162,30504,22526
2020-08-21,200,13680,6190,30736,22624
2020-08-24,200,13612,6184,30584,22670
2020-08-25,200,13618,6168,30646,22716
2020-08-26,200,13510,6202,30758,23044
2020-08-27,200,13596,6156,30908,23098
2020-08-28,200,13618,6190,31036,23124
2020-08-31,200,13474,6174,31062,23182
2020-09-01,200,13226,6226,30888,23398
2020-09-02,200,12970,6388,30484,23392
2020-09-03,200,12918,6500,30118,23388
2020-09-04,200,12820,6244,30814,23712
2020-09-08,200,12798,5872,31692,23960
2020-09-09,200,12396,6028,31358,24400
2020-09-10,200,12382,6376,31170,24510
2020-09-11,200,12576,6616,31084,24310
2020-09-14,200,12546,6906,30648,24458
2020-09-15,200,12412,7026,30274,24520
2020-09-16,200,12334,7158,30038,24472
2020-09-17,200,12132,7234,29738,24530
2020-09-18,200,12114,7366,29520,24664
2020-09-21,200,12264,7048,29684,24788
2020-09-22,200,12400,6932,30420,25036
2020-09-23,200,12662,6584,30886,24808
2020-09-24,200,13186,6080,31318,24058
2020-09-25,200,13410,5882,31780,23978
2020-09-28,200,13282,5688,31680,23830
2020-09-29,200,13302,5582,31786,23734
2020-09-30,200,13494,5666,32108,23918
2020-10-01,200,13776,5814,31872,23566
2020-10-02,200,13942,5902,32058,23680
2020-10-05,200,14108,5560,32674,23426
2020-10-06,200,14092,5494,32684,23584
2020-10-07,200,14470,5112,33212,23250
2020-10-08,200,15096,4620,33946,22694
2020-10-09,200,15544,4214,34630,22274
2020-10-12,200,16410,3550,35436,21494
2020-10-13,200,17250,3244,35956,20654
2020-10-14,200,17970,3106,36186,19502
2020-10-15,200,18484,3038,36136,18520
2020-10-16,200,19268,3074,35684,17608
2020-10-19,200,19538,2866,35536,17376
2020-10-20,200,19602,2760,35664,17560
2020-10-21,200,19282,2834,35824,18062
2020-10-22,200,18482,3262,35540,18894
2020-10-23,200,18032,3624,34864,18898
2020-10-26,200,17978,3530,34740,18916
2020-10-27,200,18130,3342,34752,18520
2020-10-28,200,18754,2804,35666,17868
2020-10-29,200,19754,2562,36042,17296
2020-10-30,200,20348,2436,36272,16484
2020-11-02,200,20326,2490,36188,16598
2020-11-03,200,19382,2588,36116,17340
2020-11-04,200,18536,2686,36018,18126
2020-11-05,200,17504,2742,35832,19180
2020-11-06,200,16542,2952,35698,20204
2020-11-09,200,16062,2842,35910,20544
2020-11-10,200,15708,2944,35866,20852
2020-11-11,200,15648,3156,35556,21064
2020-11-12,200,15712,3232,35424,20930
2020-11-13,200,15804,3384,35186,20840
2020-11-16,200,15858,3536,34970,20572
2020-11-17,200,16332,3578,34876,20094
2020-11-18,200,16696,3668,34764,19662
2020-11-19,200,16922,3736,34798,19520
2020-11-20,200,17220,3794,34668,19218
2020-11-23,200,17576,3820,34500,18916
