date,n_nodes,cos_pos,ssa_pos,pred_pos,overlap_cos_pred_pos,overlap_ssa_pred_pos,overlap_cos_ssa_pos,cos_neg,ssa_neg,pred_neg,overlap_cos_pred_neg,overlap_ssa_pred_neg,overlap_cos_ssa_neg,ssa_pos_neg_overlap,cos_pos_to_pred_neg,cos_neg_to_pred_pos
2020-09-23,200,12662,30886,8397,3039,6884,12662,6584,24808,11503,2242,7670,6584,15700,3192,1050
2020-09-24,200,13186,31318,8769,3626,7639,13186,6080,24058,11131,2276,7526,6080,15392,2867,764
2020-09-25,200,13410,31780,6755,2972,5964,13410,5882,23978,13145,2397,8594,5882,15762,3633,544
2020-09-28,200,13282,31680,3033,1549,2722,13282,5688,23830,16867,2623,10587,5688,15514,4992,221
2020-09-29,200,13302,31786,2925,1270,2505,13302,5582,23734,16975,2525,10425,5582,15532,5281,266
2020-09-30,200,13494,32108,2874,1160,2428,13494,5666,23918,17026,2527,10445,5666,16028,5487,306
2020-10-01,200,13776,31872,2309,844,1854,13776,5814,23566,17591,2594,10480,5814,15440,5944,313
2020-10-02,200,13942,32058,1972,701,1631,13942,5902,23680,17928,2712,10691,5902,15738,6170,239
2020-10-05,200,14108,32674,1123,353,949,14108,5560,23426,18777,2655,11031,5560,16118,6601,125
2020-10-06,200,14092,32684,743,300,614,14092,5494,23584,19157,2651,11403,5494,16316,6646,96
2020-10-07,200,14470,33212,1219,465,1041,14470,5112,23250,18681,2432,10948,5112,16472,6670,124
2020-10-08,200,15096,33946,1418,622,1226,15096,4620,22694,18482,2145,10633,4620,16642,6826,165
2020-10-09,200,15544,34630,1748,759,1517,15544,4214,22274,18152,1920,10229,4214,16904,6913,187
2020-10-12,200,16410,35436,1695,778,1484,16410,3550,21494,18205,1609,9898,3550,16944,7327,166
2020-10-13,200,17250,35956,1185,527,1020,17250,3244,20654,18715,1495,9712,3244,16650,7998,127
2020-10-14,200,17970,36186,818,318,660,17970,3106,19502,19082,1437,9319,3106,15696,8567,116
2020-10-15,200,18484,36136,1005,322,857,18484,3038,18520,18895,1431,8697,3038,14660,8820,88
2020-10-16,200,19268,35684,781,262,582,19268,3074,17608,19119,1430,8381,3074,13298,9272,107
2020-10-19,200,19538,35536,1770,514,1394,19538,2866,17376,18130,1239,7650,2866,12928,9155,194
2020-10-20,200,19602,35664,2223,673,1836,19602,2760,17560,17677,1147,7434,2760,13256,9028,233
2020-10-21,200,19282,35824,3022,941,2563,19282,2834,18062,16878,1153,7232,2834,13898,8600,264
2020-10-22,200,18482,35540,1900,768,1734,18482,3262,18894,18000,1521,8484,3262,14448,8373,110
2020-10-23,200,18032,34864,1487,632,1345,18032,3624,18898,18413,1708,8736,3624,13770,8284,104
2020-10-26,200,17978,34740,3764,1334,3186,17978,3530,18916,16136,1376,7366,3530,13684,7555,389
2020-10-27,200,18130,34752,5284,2215,4604,18130,3342,18520,14616,1249,6655,3342,13290,6750,422
2020-10-28,200,18754,35666,9802,4880,8960,18754,2804,17868,10098,869,4748,2804,13560,4397,533
2020-10-29,200,19754,36042,8015,4401,7564,19754,2562,17296,11885,967,5646,2562,13356,5376,314
2020-10-30,200,20348,36272,9991,5608,9363,20348,2436,16484,9909,800,4460,2436,12828,4466,418
2020-11-02,200,20326,36188,8508,5166,8093,20326,2490,16598,11392,980,5538,2490,12812,4897,265
2020-11-03,200,19382,36116,5500,3271,5089,19382,2588,17340,14400,1021,6828,2588,13484,6320,273
2020-11-04,200,18536,36018,3804,1937,3446,18536,2686,18126,16096,1100,7499,2686,14168,7231,243
2020-11-05,200,17504,35832,2506,1188,2260,17504,2742,19180,17394,1222,8509,2742,15032,7464,149
2020-11-06,200,16542,35698,2879,1238,2553,16542,2952,20204,17021,1251,8708,2952,15956,6933,225
2020-11-09,200,16062,35910,2542,1138,2264,16062,2842,20544,17358,1258,9094,2842,16476,6793,163
2020-11-10,200,15708,35866,4137,1819,3815,15708,2944,20852,15763,1235,8446,2944,16732,5935,237
2020-11-11,200,15648,35556,2989,1549,2787,15648,3156,21064,16911,1434,9318,3156,16636,6175,144
2020-11-12,200,15712,35424,2265,1019,2043,15712,3232,20930,17635,1469,9405,3232,16370,6737,147
2020-11-13,200,15804,35186,1983,862,1755,15804,3384,20840,17917,1535,9488,3384,16056,6940,157
2020-11-16,200,15858,34970,2530,1106,2149,15858,3536,20572,17370,1541,9062,3536,15570,6723,227
2020-11-17,200,16332,34876,1927,871,1652,16332,3578,20094,17973,1632,9150,3578,14990,7195,157
2020-11-18,200,16696,34764,1984,651,1597,16696,3668,19662,17916,1604,8679,3668,14446,7597,230
2020-11-19,200,16922,34798,1332,399,1037,16922,3736,19520,18568,1687,8953,3736,14336,7962,181
2020-11-20,200,17220,34668,1285,406,1005,17220,3794,19218,18615,1703,8834,3794,13912,8104,194
2020-11-23,200,17576,34500,1300,355,1026,17576,3820,18916,18600,1713,8625,3820,13472,8333,197
2020-11-24,200,17902,34794,1320,418,1050,17902,3738,18682,18580,1681,8575,3738,13532,8433,188
2020-11-25,200,17644,34786,1210,354,973,17644,3666,18970,18690,1649,8736,3666,13780,8368,184
2020-11-27,200,17338,34582,1198,350,974,17338,3818,19178,18702,1750,8862,3818,13776,8219,159
2020-11-30,200,16840,33748,1854,473,1269,16840,4186,19444,18046,1706,8465,4186,13200,7847,387
2020-12-01,200,16862,33132,1390,443,1069,16862,4492,19192,18510,2050,8783,4492,12330,7888,196
2020-12-02,200,17310,32882,1135,388,926,17310,4658,19154,18765,2255,8994,4658,12104,8167,74
2020-12-03,200,17986,32922,956,316,719,17986,4662,18620,18944,2196,8794,4662,11586,8577,135
2020-12-04,200,18478,33058,1344,518,1072,18478,4360,18042,18556,2022,8376,4360,11184,8621,158
2020-12-07,200,18914,33914,1280,497,1064,18914,4066,17624,18620,1886,8164,4066,11648,8860,147
2020-12-08,200,19344,33796,1687,707,1378,19344,4282,17040,18213,1949,7660,4282,10880,8865,192
2020-12-09,200,19866,33692,2536,870,1863,19866,4118,16366,17364,1667,6771,4118,10136,8963,392
2020-12-10,200,19798,33700,2125,944,1766,19798,4172,16628,17775,1926,7396,4172,10378,8855,160
2020-12-11,200,19504,33616,2413,897,1879,19504,4206,16970,17487,1778,7271,4206,10638,8755,325
2020-12-14,200,19174,33594,2726,1072,2222,19174,4054,16836,17174,1725,7085,4054,10536,8415,302
2020-12-15,200,19116,33424,2236,1084,1900,19116,4122,17150,17664,1837,7607,4122,10738,8374,224
2020-12-16,200,19062,33112,2259,979,1751,19062,4414,16846,17641,1870,7309,4414,10082,8452,337
2020-12-17,200,19090,33282,2954,1314,2413,19090,4594,16810,16946,1908,7122,4594,10156,8131,389
2020-12-18,200,18996,33242,5080,1697,3829,18996,4688,17284,14820,1426,5692,4688,10602,7701,918
2020-12-21,200,18120,32958,3142,1335,2627,18120,4696,17796,16758,2000,7411,4696,10828,7625,348
2020-12-22,200,17326,32760,3784,1643,3175,17326,4806,18474,16116,2035,7438,4806,11342,6920,368
2020-12-23,200,16872,32472,2768,1281,2422,16872,5066,19006,17132,2330,8300,5066,11546,7055,203
2020-12-24,200,16568,31938,2528,814,1972,16568,5354,19424,17372,2347,8256,5354,11512,7370,330
2020-12-28,200,16166,31722,2495,812,1920,16166,5648,19712,17405,2404,8378,5648,11522,7171,420
2020-12-29,200,15760,31634,2723,910,2130,15760,5828,19942,17177,2516,8528,5828,11680,6870,398
2020-12-30,200,15270,31094,1878,668,1510,15270,6066,20470,18022,2841,9284,6066,11738,6867,192
2020-12-31,200,14880,31004,2061,665,1641,14880,6044,21020,17839,2809,9457,6044,12150,6675,213
2021-01-04,200,14596,30824,2461,699,1782,14596,5924,21300,17439,2620,9174,5924,12278,6499,342
2021-01-05,200,13988,30290,1771,558,1386,13988,6056,21818,18129,2833,9941,6056,12316,6336,195
2021-01-06,200,13146,30740,2156,871,1700,13146,5720,22276,17744,2610,10082,5720,13152,5602,250
2021-01-07,200,13420,32158,4024,1826,3598,13420,5238,22852,15876,2371,9631,5238,15074,4784,248
2021-01-08,200,13976,32648,3721,1987,3429,13976,4824,22596,16179,2258,9843,4824,15322,4901,154
2021-01-11,200,14370,32994,3769,2040,3408,14370,4756,22324,16131,2144,9660,4756,15364,5045,234
2021-01-12,200,15054,33358,4501,2176,3933,15054,4602,21778,15399,1905,8772,4602,15176,5251,396
2021-01-13,200,15272,33224,3284,1650,2745,15272,4562,21166,16616,1982,9227,4562,14506,5886,299
2021-01-14,200,15628,33034,3446,1869,3093,15628,4544,20812,16454,2058,9061,4544,13982,5845,214
2021-01-15,200,15670,32770,3003,1298,2512,15670,4710,20650,16897,2065,8917,4710,13584,6437,290
2021-01-19,200,15608,32318,2849,964,2115,15608,4764,19962,17051,1984,8411,4764,12554,6740,398
2021-01-20,200,15808,32476,1948,691,1426,15808,4912,20186,17952,2116,8988,4912,12846,7113,340
2021-01-21,200,15886,32578,2014,549,1423,15886,4680,19554,17886,1982,8527,4680,12300,7294,358
2021-01-22,200,16196,32588,1619,529,1298,16196,4664,18848,18281,2166,8630,4664,11606,7469,166
2021-01-25,200,16552,32234,1762,587,1241,16552,4860,18524,18138,2113,8309,4860,10942,7589,317
2021-01-26,200,16818,32274,2360,744,1676,16818,5004,18024,17540,2100,7707,5004,10554,7565,402
2021-01-27,200,16742,32080,5513,2350,4414,16742,5010,18400,14387,1813,6618,5010,10668,5921,692
2021-01-28,200,16738,32282,3931,1697,3256,16738,4978,18194,15969,2073,7272,4978,10644,6572,416
2021-01-29,200,16690,32632,6549,2847,5348,16690,4980,18862,13351,1630,6239,4980,11700,5398,860
2021-02-01,200,16516,32668,3967,1874,3548,16516,5068,19474,15933,2257,8014,5068,12428,6284,277
2021-02-02,200,16422,32782,2757,1308,2448,16422,5052,19478,17143,2345,8536,5052,12426,6803,181
2021-02-03,200,16616,33018,3024,1290,2512,16616,5134,19976,16876,2165,8442,5134,13112,6918,402
2021-02-04,200,16576,33044,3135,1250,2548,16576,5032,20300,16765,2128,8430,5032,13464,6938,388
2021-02-05,200,16366,33052,2505,1037,2126,16366,4844,20432,17395,2194,8946,4844,13590,7046,228
2021-02-08,200,16266,33736,2326,1096,2074,16266,4544,20766,17574,2077,9285,4544,14630,6937,195
2021-02-09,200,16348,34212,2343,1089,2040,16348,4304,20908,17557,1926,9322,4304,15230,6985,226
2021-02-10,200,16320,34656,2182,968,1862,16320,4148,21146,17718,1810,9443,4148,15852,7092,264
2021-02-11,200,16352,34706,1675,628,1438,16352,4120,21316,18225,1882,9709,4120,16046,7448,178
2021-02-12,200,16206,34670,1580,615,1301,16206,4194,21566,18320,1870,9885,4194,16252,7388,227
2021-02-16,200,16470,34794,1494,553,1203,16470,4182,21568,18406,1872,9923,4182,16386,7582,219
2021-02-17,200,16262,34124,1435,521,1131,16262,4486,21432,18465,2038,9880,4486,15558,7510,205
2021-02-18,200,15908,33706,2090,692,1646,15908,4740,21602,17810,2091,9517,4740,15310,7162,279
2021-02-19,200,15656,33466,1708,514,1341,15656,4856,21774,18192,2195,9830,4856,15242,7214,233
2021-02-22,200,15388,33412,3688,1116,2971,15388,4876,22150,16212,1949,8771,4876,15576,6478,489
2021-02-23,200,15126,33506,3642,1309,3148,15126,4896,22414,16258,2098,9181,4896,15928,6154,350
2021-02-24,200,14992,33524,2662,1042,2343,14992,5030,22900,17238,2277,9993,5030,16424,6354,238
2021-02-25,200,15210,33910,4772,1717,4058,15210,4930,23066,15128,1876,8699,4930,16976,5788,589
2021-02-26,200,15378,34008,5177,1984,4533,15378,4758,22702,14723,1891,8471,4758,16710,5605,488
2021-03-01,200,15432,33260,3446,1683,3106,15432,5030,22420,16454,2270,9664,5030,15680,5933,245
2021-03-02,200,15390,32544,4448,1816,3849,15390,5370,21956,15452,2223,8676,5370,14548,5779,462
2021-03-03,200,15454,32040,5747,2499,4898,15454,5588,22054,14153,2246,8165,5588,14192,5128,548
2021-03-04,200,15736,32418,7236,2893,5913,15736,5434,21644,12664,1791,7015,5434,14114,4875,926
2021-03-05,200,16054,32306,5208,2532,4594,16054,5558,21574,14692,2300,8461,5558,14006,5395,479
2021-03-08,200,15914,32040,7054,3987,6582,15914,5954,21758,12846,2617,8242,5954,13846,3870,360
2021-03-09,200,15624,31672,5487,3377,5205,15624,6626,22492,14413,3094,9408,6626,14176,4335,219
2021-03-10,200,15150,31092,3656,2266,3384,15150,7230,23128,16244,3395,10295,7230,14230,5209,220
2021-03-11,200,14680,30704,2149,902,1765,14680,7766,23582,17751,3607,10629,7766,14294,6338,276
2021-03-12,200,14318,30204,1604,643,1249,14318,8182,24036,18296,3797,11128,8182,14248,6416,294
2021-03-15,200,14206,29858,1351,485,1023,14206,8454,24258,18549,3980,11327,8454,14138,6518,247
2021-03-16,200,14152,29364,1247,411,935,14152,8854,24086,18653,4186,11278,8854,13492,6565,241
2021-03-17,200,14284,29092,1574,440,1115,14284,9086,23884,18326,4195,10876,9086,13018,6602,348
2021-03-18,200,14492,28646,2312,996,1670,14492,9178,23524,17588,4141,10578,9178,12232,6150,448
2021-03-19,200,14462,28194,4146,1332,2708,14462,9332,23240,15754,3607,9122,9332,11476,5799,1059
2021-03-22,200,14528,28226,1943,660,1296,14528,9360,23292,17957,4209,10488,9360,11532,6504,471
2021-03-23,200,14364,28280,5639,1994,3765,14364,9078,23108,14261,3098,8236,9078,11408,5088,1441
2021-03-24,200,14370,28930,7270,2764,5246,14370,8680,23458,12630,2749,7613,8680,12392,4321,1591
2021-03-25,200,14690,30056,7598,3561,6040,14690,7916,23538,12302,2755,7989,7916,13606,3684,1203
2021-03-26,200,14488,30262,4780,2406,4125,14488,7756,23838,15120,3412,9705,7756,14104,4738,466
2021-03-29,200,14444,30930,6185,2823,5210,14444,7548,23976,13715,3015,8899,7548,14910,4299,759
2021-03-30,200,14482,31168,5714,3070,5036,14482,7246,23914,14186,3103,9456,7246,15084,4071,520
2021-03-31,200,14442,31592,4355,2019,3784,14442,6928,24092,15545,3018,9843,6928,15688,5102,446
2021-04-01,200,13816,31452,2093,898,1780,13816,6626,24350,17807,3071,11054,6626,15922,5910,242
2021-04-05,200,12946,31698,2025,744,1705,12946,6082,24898,17875,2825,11278,6082,16622,5629,216
2021-04-06,200,12854,32164,2456,778,2039,12854,5482,24590,17444,2472,10823,5482,16812,5549,269
2021-04-07,200,12904,32098,2508,806,1971,12904,5346,24486,17392,2391,10723,5346,16644,5546,282
2021-04-08,200,13196,32370,1862,489,1551,13196,5258,24362,18038,2445,10944,5258,16774,6009,184
2021-04-09,200,13410,32336,1904,625,1626,13410,5294,24174,17996,2469,10945,5294,16548,5980,178
2021-04-12,200,13488,32348,3122,934,2461,13488,5366,23836,16778,2286,9952,5366,16210,5710,397
2021-04-13,200,13484,31428,2844,1047,2330,13484,5896,23898,17056,2645,10341,5896,15336,5595,303
2021-04-14,200,13350,30668,1804,710,1470,13350,6318,23834,18096,2955,10997,6318,14516,5865,204
2021-04-15,200,13410,30024,1794,676,1352,13410,6618,23722,18106,3054,10884,6618,13756,5929,255
2021-04-16,200,13570,30042,1826,690,1407,13570,6824,24026,18074,3156,11002,6824,14068,5995,256
2021-04-19,200,13556,30012,2599,1032,2048,13556,7016,24096,17301,3189,10677,7016,14114,5646,319
2021-04-20,200,13412,30252,4352,1547,3395,13412,7006,24124,15548,2916,9544,7006,14384,5059,587
2021-04-21,200,13218,30662,3176,1297,2694,13218,6830,24262,16724,3108,10446,6830,14924,5212,307
2021-04-22,200,12692,30458,2494,787,1955,12692,6686,24604,17406,2970,10768,6686,15062,5459,373
2021-04-23,200,12116,29992,1905,680,1563,12116,7092,25254,17995,3331,11561,7092,15246,5278,215
2021-04-26,200,12384,30696,2038,559,1523,12384,6678,24966,17862,2985,11142,6678,15666,5533,354
2021-04-27,200,12676,30796,2267,668,1713,12676,6514,24262,17633,2911,10741,6514,15066,5570,346
2021-04-28,200,12734,30234,2305,745,1789,12734,6714,23780,17595,3014,10521,6714,14028,5522,343
2021-04-29,200,12606,30536,2647,703,1941,12606,6432,23486,17253,2764,10075,6432,14030,5500,452
2021-04-30,200,12190,30652,4163,1244,3181,12190,6308,23700,15737,2551,9343,6308,14372,4751,603
2021-05-03,200,11966,30544,4517,1230,3505,11966,6314,24196,15383,2526,9191,6314,14802,4653,631
2021-05-04,200,11644,31242,6887,1984,5532,11644,6186,25214,13013,2151,8180,6186,16472,3738,942
2021-05-05,200,11518,31462,6120,2218,5219,11518,6090,25444,13780,2335,9165,6090,16950,3441,710
2021-05-06,200,11620,31362,6210,2122,5192,11620,6136,25334,13690,2280,8974,6136,16820,3588,788
2021-05-07,200,11610,31134,4678,2007,4129,11610,6256,25002,15222,2773,10159,6256,16202,3698,355
2021-05-10,200,11658,30904,7154,2529,5887,11658,6348,24910,12746,2207,8336,6348,15862,3200,967
2021-05-11,200,12206,31150,7235,3180,6369,12206,6086,24558,12665,2439,8856,6086,15728,2823,604
2021-05-12,200,12746,31516,8947,3406,7547,12746,5914,24188,10953,1975,7218,5914,15732,2867,982
2021-05-13,200,13018,31382,7936,3716,7227,13018,5900,23868,11964,2458,8358,5900,15280,2693,492
2021-05-14,200,13140,31250,5392,3186,5103,13140,6066,23754,14508,2829,9958,6066,15032,3284,204
2021-05-17,200,13326,30834,4626,2720,4285,13326,6182,23406,15274,2828,10068,6182,14278,3843,263
2021-05-18,200,13648,30762,4043,1994,3604,13648,6272,23048,15857,2813,9690,6272,13850,4730,323
