epoch,loss
1,0.8883545836436811
2,0.8021392757658669
3,0.7689256653259668
4,0.7522274732453945
5,0.7406470540757074
6,0.7317041235271435
7,0.7239361864038364
8,0.7166648487247586
9,0.7097862365283788
10,0.7033572029466068
11,0.6972972966559611
12,0.6914142029773063
13,0.6854869057682881
14,0.6793608472811259
15,0.6730359439804562
16,0.6666920433516758
17,0.6606679485324372
18,0.6550932319947205
19,0.6499897929886419
20,0.6452838403686139
21,0.6409363708370275
22,0.6369058316059806
23,0.6331597685452641
24,0.6297075468552191
25,0.6265629883566577
26,0.623705399265813
27,0.6210174121365858
28,0.6184367862380379
29,0.6160407383939238
30,0.613787335715775
