Stock
LBRDK
ROP
MRCY
QLYS
TTEC
STAA
DCOM
VRSN
ODFL
FIVN
XTKG
QNCX
ALT
FARO
MNMD
AMZN
TFIN
DBX
MBIO
ATEX
FATE
MELI
SKYW
MBIN
EXTR
MCRB
CSWC
RMBS
CCOI
NEGG
GT
HCAT
ILMN
RAPT
FORM
ARGX
FIVE
WINA
XP
PLUG
VERU
GDYN
OPRA
ICLR
BNGO
BLBD
AMPH
NVDA
ORGO
COHU
PCH
SBCF
AOSL
ZION
MDB
APLT
NDSN
PHAT
SCSC
ADP
INTZ
NWSA
GNLN
AVDL
TIGO
MAT
TER
PHUN
AUTL
BHAT
CHY
FTAI
NDAQ
RUSHA
VRNS
PINC
LPLA
PENN
GBDC
QQQX
ACRS
IMAB
WDAY
YY
DKNG
OTRK
BMRN
MTVA
FSLR
KIDS
EDIT
IEP
NAAS
ATRA
ROKU
RBBN
ENPH
COLM
TTGT
SNES
CEVA
JRVR
CLDX
DMLP
STOK
RCKT
WRLD
SGRY
OZK
AFYA
MNRO
OPCH
CASY
SDGR
TILE
AAPL
CSX
APVO
ENSG
OMAB
IMOS
NXST
FOXA
TPIC
CAKE
MATW
MRSN
PFBC
GGAL
SFIX
ZM
SWKS
HQY
MLKN
MDLZ
SBUX
FGEN
FRPT
MPWR
PLXS
ILPT
SATS
OCX
IAC
AMGN
SBLK
WKHS
SEIC
PGNY
PENG
PEGA
BCRX
COST
LULU
FOLD
CPRT
SLP
ESGR
ARLP
UXIN
PAGP
LGND
HUBG
VLYPP
JAZZ
NWE
INMD
QVCGA
ERNA
LMAT
SANM
JKHY
ROAD
REPL
TTEK
IDCC
MASI
ETNB
HOLX
IHRT
AGYS
APDN
GRFS
VNOM
AGNC
MIRM
FANG
BUSE
HCM
NOVT
HFWA
PYPL
STLD
FLGT
SCHL
WERN
EA
DOX
CLMT
ANIP
