date,nodes,pos_edges,neg_edges
2025-02-24,10,0,2
2025-02-25,10,92,78
2025-02-26,10,92,74
2025-02-27,10,2,0
2025-02-28,10,94,66
2025-03-03,10,2,0
2025-03-04,10,96,64
2025-03-05,10,2,0
2025-03-06,10,100,40
2025-02-24,10,0,2
2025-02-25,10,92,78
2025-02-26,10,92,74
2025-02-27,10,2,0
2025-02-28,10,94,66
2025-03-03,10,2,0
2025-03-04,10,96,64
2025-03-05,10,2,0
2025-03-06,10,100,40
2025-02-24,10,0,2
2025-02-21,10,52,34
2025-02-24,10,56,34
2025-02-25,10,56,34
2025-02-26,10,56,0
2025-02-27,10,58,0
2025-02-28,10,60,0
2025-03-03,10,60,0
2025-03-04,10,60,0
2025-03-05,10,60,0
2025-03-06,10,60,0
2025-02-21,10,52,34
2025-02-24,10,56,34
2025-02-25,10,56,34
2025-02-26,10,56,0
2025-02-27,10,58,0
2025-02-28,10,60,0
2025-03-03,10,60,0
2025-03-04,10,60,0
2025-03-05,10,60,0
2025-03-06,10,60,0
