dt,mae,mse,rmse,r2,WS-dist,KS-d,KS-p
2025-02-05,0.020144832448159435,0.0009444360860264439,0.030731678867683812,-0.014409594320067276,0.01888184530031288,0.47,2.458058343114842e-20
2025-02-06,0.025980461343161253,0.002053910478360664,0.04532008912569197,-0.18182909025839367,0.025542676839824623,0.77,1.1847742847593399e-58
2025-02-07,0.024912405747399974,0.002086805069014675,0.045681561586866475,-0.009701684500565522,0.02319099760334613,0.49,3.792027469866999e-22
2025-02-10,0.02303516064995378,0.0012956088203501532,0.03599456653927303,-0.04171528260331092,0.021121434434587784,0.46,1.8323127534838935e-19
2025-02-11,0.02037418664918623,0.0010629456452140246,0.0326028471949004,-0.009744276152072961,0.019714085353437105,0.595,3.2449472294453786e-33
2025-02-12,0.02724849193797217,0.0023585281700185504,0.048564680272998303,-0.11119087845391751,0.02696708542042371,0.735,1.0008788520245535e-52
2025-02-13,0.02119358336499384,0.001462578158675067,0.03824366821677893,-0.008044696811025931,0.021114109881064692,0.51,4.743100570215328e-24
2025-02-14,0.02513552365595402,0.0019651233135627123,0.044329711408520496,-0.02237842846497684,0.02389590823040655,0.535,1.464559370199308e-26
2025-02-18,0.021612894414349357,0.0012812820173087377,0.03579499989256513,-0.00884967525839686,0.020634230835404374,0.455,4.908580954287128e-19
2025-02-19,0.020238667657490786,0.0009521630154393723,0.030857138808375806,-0.1425481800472499,0.017948058858180748,0.545,1.3166445983509098e-27
2025-02-20,0.029699707738456985,0.0015574218743683833,0.039464184704214825,-0.4289136770474531,0.02857714452461417,0.76,6.562578199117758e-57
2025-02-21,0.025188209986973447,0.0026589230647894417,0.05156474633690582,-0.04673604435491696,0.023429581688196973,0.475,8.832345232887228e-21
2025-02-24,0.025333855685832553,0.0014820746446733183,0.038497722590736694,-0.10895092670454654,0.023607388588371116,0.565,8.970241343959439e-30
2025-02-25,0.02095413162977284,0.0011780313190308009,0.034322460853365405,-0.00036804981217053445,0.020667740348366447,0.5,4.3551245255930685e-23
2025-02-26,0.028310293765760778,0.00225133913709308,0.047448278547204216,-0.2109234735559431,0.027324369901268995,0.655,7.776686295567051e-41
2025-02-27,0.022087895253274804,0.001154013066833143,0.033970767828136336,-0.03512209735993821,0.021927678933201578,0.715,1.5043375363626547e-49
2025-02-28,0.034532350564255146,0.0023618486863666473,0.04859885478451779,-0.6686447103806363,0.034433943384438614,0.8,3.8276630598532274e-64
2025-03-03,0.026471217364674324,0.0018825319665174613,0.0433881546797909,-0.0022363165828866993,0.026067933557574526,0.61,5.022256080866513e-35
2025-03-04,0.022466977996049062,0.0011959989514287869,0.0345832177714681,-0.24550853637978798,0.022090024977701773,0.69,8.931938671053316e-46
2025-03-05,0.026303317741348677,0.0015264877917362818,0.039070292956878146,-0.14390035134141854,0.02623915769401685,0.705,5.156862040928041e-48
OVERALL,0.02456120827975097,0.0016356025638403872,0.040442583545569726,-0.01941450955708568,0.023169128776188905,0.47625,0.0
