date,nodes,pos_edges_cos,neg_edges_cos,pos_edges_ssa,neg_edges_ssa
2020-05-07,486,163488,4352,231766,68336
2020-05-08,486,151194,5814,230178,79458
2020-05-11,486,141660,7742,228092,87398
2020-05-12,486,128748,11486,224030,98852
2020-05-13,486,122516,13338,221992,105978
2020-05-14,486,121450,14574,220626,107910
2020-05-15,486,115732,18542,215930,112982
2020-05-18,486,113956,19580,214790,114042
2020-05-19,486,114306,19414,214836,113922
2020-05-20,486,114212,19134,214844,114206
2020-05-21,486,113388,19236,214422,115644
2020-05-22,486,112240,19332,214072,116732
2020-05-26,486,113352,18586,214192,115958
2020-05-27,486,112886,19226,212494,115860
2020-05-28,486,115110,17726,213752,113610
2020-05-29,486,118890,15418,216652,109968
2020-06-01,486,125886,12518,219836,101830
2020-06-02,486,133534,10932,221680,93744
2020-06-03,486,142654,9442,223726,84770
2020-06-04,486,149748,9278,222972,77538
2020-06-05,486,158574,9168,223588,68180
2020-06-08,486,165226,9866,223214,62912
2020-06-09,486,169786,10714,222300,58992
2020-06-10,486,173042,11280,221526,55328
2020-06-11,486,174328,10506,222612,52114
2020-06-12,486,175282,9786,224024,50810
2020-06-15,486,177540,8958,225044,49048
2020-06-16,486,178708,9290,224594,46494
2020-06-17,486,179658,9358,224148,43804
2020-06-18,486,180238,9756,223820,43390
2020-06-19,486,181010,9780,223710,43516
2020-06-22,486,180842,10092,223560,44288
2020-06-23,486,179608,9786,224148,45908
2020-06-24,486,179720,8864,225842,47200
2020-06-25,486,177142,8582,226364,50682
2020-06-26,486,173520,9004,225388,54486
2020-06-29,486,169528,9780,224178,59090
2020-06-30,486,164480,10384,223106,64414
2020-07-01,486,157334,10754,222952,71738
2020-07-02,486,151584,9778,224302,77188
2020-07-06,486,142170,9134,225738,86414
2020-07-07,486,125970,11792,222604,103078
2020-07-08,486,112152,16982,216214,116184
2020-07-09,486,102780,24696,206824,126052
2020-07-10,486,101448,27764,203050,127436
2020-07-13,486,100940,28062,202310,126820
2020-07-14,486,99038,29274,201764,128784
2020-07-15,486,103742,26232,206084,124300
2020-07-16,486,106470,25420,207302,122318
2020-07-17,486,109578,24070,208738,119284
2020-07-20,486,110456,23634,208574,118436
2020-07-21,486,113536,21562,210604,115392
2020-07-22,486,116568,20316,211572,112558
2020-07-23,486,118068,19844,211648,111536
2020-07-24,486,115346,21268,209302,113802
2020-07-27,486,111994,23680,206074,117086
2020-07-28,486,109228,26344,201688,119136
2020-07-29,486,107734,26008,202386,119544
2020-07-30,486,105772,25180,203838,122180
2020-07-31,486,104398,24774,204618,123780
2020-08-03,486,103256,24896,203936,125062
2020-08-04,486,102680,23576,204800,125602
2020-08-05,486,103800,21372,206706,122062
2020-08-06,486,104192,20932,206874,117764
2020-08-07,486,105578,21670,205282,115842
2020-08-10,486,108556,20900,207530,115086
2020-08-11,486,110566,20736,209274,116670
2020-08-12,486,109960,22438,208266,117814
2020-08-13,486,109220,23540,206312,118098
2020-08-14,486,108230,25160,204220,119774
2020-08-17,486,108272,26402,202650,120020
2020-08-18,486,106350,28272,199486,121964
2020-08-19,486,103808,30894,196358,124234
2020-08-20,486,100918,34228,191310,125876
2020-08-21,486,99804,35802,190548,126856
2020-08-24,486,99580,36932,189632,126978
2020-08-25,486,99656,37324,189914,127070
2020-08-26,486,98352,38116,189836,128596
2020-08-27,486,97790,36524,190282,128728
2020-08-28,486,98636,35666,192904,129324
2020-08-31,486,99206,34984,193626,128404
2020-09-01,486,98458,35132,193060,127804
2020-09-02,486,98756,33146,196224,128326
2020-09-03,486,98836,31184,198024,127750
2020-09-04,486,95122,29998,199330,130954
2020-09-08,486,93056,26860,205244,135262
2020-09-09,486,90594,27740,204244,137956
2020-09-10,486,88950,28802,202692,139056
2020-09-11,486,88384,28684,202158,138680
2020-09-14,486,85820,30068,199876,139922
2020-09-15,486,83560,32232,198248,143660
2020-09-16,486,82234,33352,198120,145208
2020-09-17,486,80168,34374,196476,146616
2020-09-18,486,78354,34226,196076,147176
2020-09-21,486,81856,29300,203482,142658
2020-09-22,486,84240,27178,206418,140600
2020-09-23,486,86668,25140,208624,139008
2020-09-24,486,93208,22046,212186,133976
2020-09-25,486,96688,20762,213486,130646
2020-09-28,486,96062,20434,213626,130200
2020-09-29,486,95994,20266,213640,130968
2020-09-30,486,97398,20024,214182,130250
2020-10-01,486,95342,22160,211878,133218
2020-10-02,486,93350,24324,209760,136198
2020-10-05,486,96156,22004,212378,134162
2020-10-06,486,98160,20958,213650,132770
2020-10-07,486,101452,18518,216174,129802
2020-10-08,486,106886,15132,219458,123866
2020-10-09,486,113260,12204,222454,116636
2020-10-12,486,122552,9312,225508,105618
2020-10-13,486,130156,7846,226776,97462
2020-10-14,486,136688,7428,227062,88744
2020-10-15,486,141514,7522,226382,83848
2020-10-16,486,146740,7744,226286,81200
2020-10-19,486,145162,8174,226090,82750
2020-10-20,486,143822,8318,226298,84580
2020-10-21,486,140430,8676,226366,88034
2020-10-22,486,131858,11296,222892,96160
2020-10-23,486,126062,14694,218366,102450
2020-10-26,486,125364,14016,219282,103052
2020-10-27,486,126144,12976,220708,100896
2020-10-28,486,136928,8494,226884,91786
2020-10-29,486,146764,7290,228322,83414
2020-10-30,486,152484,7160,228540,78440
2020-11-02,486,150512,7502,227982,78738
2020-11-03,486,144900,7774,227802,84928
2020-11-04,486,140008,7882,227770,88856
2020-11-05,486,133948,8250,227396,95108
2020-11-06,486,126464,9412,226014,102784
2020-11-09,486,126852,7256,228082,101036
2020-11-10,486,122762,7790,227278,104864
2020-11-11,486,123944,8362,226486,104502
2020-11-12,486,124480,8856,225586,104432
2020-11-13,486,125394,9806,224250,103594
2020-11-16,486,128500,9984,223710,100362
2020-11-17,486,130714,10096,223462,98172
2020-11-18,486,132030,10206,223058,96458
2020-11-19,486,133032,10128,223262,95066
2020-11-20,486,134254,10264,223308,94086
2020-11-23,486,135384,9916,223606,92850
2020-11-24,486,135926,9414,224258,91564
2020-11-25,486,131082,9806,223714,96942
2020-11-27,486,126178,11028,222610,101488
2020-11-30,486,119526,14922,216166,106568
2020-12-01,486,119396,17212,211494,106102
2020-12-02,486,122636,18164,209890,103552
2020-12-03,486,124526,18726,209878,102368
2020-12-04,486,126352,19166,208144,100146
2020-12-07,486,127692,20894,208090,100478
2020-12-08,486,123284,25022,204276,106020
2020-12-09,486,123202,24476,203910,105636
2020-12-10,486,119066,27590,200818,110104
2020-12-11,486,115986,29164,198554,112670
2020-12-14,486,111270,31576,194682,115366
2020-12-15,486,103682,37476,187568,120386
2020-12-16,486,98834,40708,183436,124338
2020-12-17,486,95530,41510,184434,127850
