Stock
PDFS
SNY
SNDX
SBGI
ANGI
EXPE
CHRW
FOXF
SPNS
INGN
TLRY
RDNT
ALRM
UTHR
CDXS
MLCO
SIBN
SAFT
UPWK
CSTL
SAVA
BLNE
THRM
PNFP
SUPN
TCBK
WTFC
TEAM
VLY
CHKP
DVAX
LNW
PFG
YMAB
MYRG
HURA
IART
BIDU
GPRE
HIVE
FBIOP
IRBT
AMRN
INVA
TROW
ARCB
PAA
SFM
ZG
MNST
LPSN
AKRO
OKTA
WBA
CGNX
PSMT
TXN
APOG
FWRD
MTCH
RVMD
PGEN
PDCO
TECH
MODV
NFLX
ZLAB
PARAA
XPEL
PVLA
NVEE
KXIN
IBKR
NXPI
DNLI
CRSP
ARCC
DOCU
CRNC
NWL
REGN
NTNX
NRC
FFBC
KTOS
CVGW
TSLA
APA
RRR
SRRK
KPTI
EHTH
RDWR
LGMK
SLM
SIMO
SHYF
GERN
NEXT
VRNA
AGNCN
AKAM
EXPO
NTRA
SAGE
BTAI
AMAT
TWST
OTLK
MSTR
OLLI
OCSL
LGIH
HEES
KDP
IDXX
WAFD
INM
LKFN
ESLT
GDS
VXRT
NWS
MYGN
ERII
CIGI
HON
UNIT
CELH
ABEO
GRWG
ARVN
NKTR
WTW
DGLY
BANF
APPS
BYND
OXLC
ROCK
NCMI
USLM
ATEC
AVAV
WIX
NVMI
ATXS
PTEN
SYRE
VRRM
LOPE
RSLS
MGNX
ROST
IBOC
FFIN
IBRX
PODD
LFUS
CDW
CAN
CHRS
SFNC
BATRK
RNAC
XRX
SIGI
LAMR
CKPT
OCGN
HSTM
SITM
AMED
HELE
POWI
BLNK
WING
AXON
NIU
EBAY
LYFT
RDUS
SNBR
ACHC
PARA
STRA
COGT
SIFY
TRMK
HRTX
WATT
UFPI
PTC
RYAAY
CCEC
IQ
CMPR
VERB
GRYP
CTSH
