,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.52,0.052,-0.001,-0.279,0.236,-0.516,-0.323,0.433,-0.002
AAPL,-0.52,0.0,0.236,0.606,0.912,0.504,0.821,0.836,-0.193,0.621
AMD,0.052,0.236,0.0,0.661,0.096,0.569,0.288,0.563,0.51,0.554
AMZN,-0.001,0.606,0.661,0.0,0.562,0.804,0.555,0.799,0.136,0.709
GOOGL,-0.279,0.912,0.096,0.562,0.0,0.588,0.672,0.71,-0.125,0.592
INTC,0.236,0.504,0.569,0.804,0.588,0.0,0.337,0.678,0.298,0.641
MARA,-0.516,0.821,0.288,0.555,0.672,0.337,0.0,0.768,-0.104,0.562
NVDA,-0.323,0.836,0.563,0.799,0.71,0.678,0.768,0.0,-0.105,0.657
PLUG,0.433,-0.193,0.51,0.136,-0.125,0.298,-0.104,-0.105,0.0,0.342
TSLA,-0.002,0.621,0.554,0.709,0.592,0.641,0.562,0.657,0.342,0.0
